id,title,year,model,text,chars,title_overlap_score,latency_s,status
440085,KL24: Zombies,2017,qwen,KL24: ZOMBIES,13,1.0,1.1,ok
763975,Mark of the Damned,2006,qwen,Mark of the Damned,18,1.0,0.934,ok
621486,Bite Me,2010,qwen,3 FRIENDS. 1 OUTBREAK. NO CONTINUES.\nBITE ME,44,1.0,1.754,ok
565608,Attack of the Tromaggot,2010,qwen,Attack\nof the\nTromaggot,23,1.0,1.189,ok
832310,Verrückt,2021,qwen,"""Verrückt""",10,1.0,1.067,ok
770632,Alone,2020,qwen,"(227,327),(434,410)(250,329),(357,384)",38,0.0,2.363,ok
609245,Luminous Void: Docudrama,2019,qwen,"(240,528),(768,870)",19,0.0,1.599,ok
873668,Are You Ready?,2021,qwen,"(135,87),(421,350)",18,0.0,1.553,ok
993921,Let Me Go,2021,qwen,"(3,145),(996,989)",17,0.0,1.505,ok
484627,He Will Call,2017,qwen,"(79,570),(210,624)",18,0.0,1.552,ok
484394,Door Light,2017,qwen,"(113,237),(999,521)",19,0.0,1.588,ok
1020266,III,2021,qwen,III,3,1.0,0.863,ok
522987,Inside Evil,2017,qwen,Inside Evil,11,1.0,0.902,ok
818442,The Immigrant,1986,qwen,"(235,23),(999,999)(235,23),(999,999)",36,0.0,2.272,ok
1046326,Searchers,2023,qwen,SEARCHERS,9,1.0,0.908,ok
1586019,The Cure,2013,paddle,THE CURE,8,1.0,10.445,ok
1247719,Fries on the Grass,2024,paddle,DILLON FULKS\nFRIES\nON THE\nGRASS\nDIRECTED BY\nESAIAS CASSIDI & DILLON FULKS,73,1.0,13.115,ok
337558,Witchdoctor of the Livingdead,1986,paddle,ANONYCHONG ORALLY\nCinema Productions Presents\nWICHDOCTOR\nLIVINGREAD\nGOOD\nZVIL\nST.MARY\nEnonchons\nI�jo\nLavade\nCaruba\nDirected by: Char-Ins Aba Bonschone\nTHE ULTIMATE EXPERIENCE IN ANIGERIAN BORROR,194,0.25,36.098,ok
779247,Hell,2018,paddle,HEL\nA Film By Andre Vanpoelvoorde,33,0.0,5.246,ok
1280376,The Spider's Web,1912,paddle,"Vitagraph Company of America\nPRESENTS\nA FILM BY\nVan Dyke Brooke + Maurice Costello\nThe Spider's Web\nSTarring Charles Eldridge, *Earle Williams* *Hal Wilson*\nGeneral Film Company",177,1.0,22.48,ok
440085,KL24: Zombies,2017,paddle,73\nKL24: ZOMBIES\nK002747401-CA0267000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1030,1.0,599.354,ok
763975,Mark of the Damned,2006,paddle,"www.mora.fr.edu.com\nB.P.M.J.P.INT. PIZZINIS AN ERIC NILLER MOTION PICTURE ""MARK OF THE DAMNED"" PROTOSTASMOES OF ERIC NILLER MARC OF CASEY TOOLIN A JOSHUA KENNEY IN WALKER ALLEY AN ERIC NILLER OLIST IN WALKER ALLEY PROTOSTAS OF B.P.M.P.INT. SON OF ERIC NILLER AND JOSHUA KENNEY IN WALKER ALLEY PROTOSTAS OF ERIC NILLER\nTHIS MOTION PICTURE IS M.P.A.A. FREE",354,1.0,68.329,ok
621486,Bite Me,2010,paddle,BME,3,0.0,1.765,ok
565608,Attack of the Tromaggot,2010,paddle,TROMAGGOT,9,0.25,2.215,ok
832310,Verrückt,2021,paddle,"""Verrückt""",10,1.0,3.1,ok
770632,Alone,2020,paddle,The quick brown fox jumps over the lazy dog,43,0.0,4.404,ok
609245,Luminous Void: Docudrama,2019,paddle,1,1,0.0,0.897,ok
873668,Are You Ready?,2021,paddle,The quick brown fox jumps over the lazy dog.,44,0.0,4.855,ok
993921,Let Me Go,2021,paddle,The,3,0.0,0.895,ok
484627,He Will Call,2017,paddle,The quick brown fox jumps over the lazy dog.,44,0.0,4.832,ok
484394,Door Light,2017,paddle,"The provided image is a graphic design and not a chart or graph. It does not contain any data, axes, or labels that can be extracted and converted into a markdown table.",169,0.0,16.339,ok
1020266,III,2021,paddle,III,3,1.0,0.899,ok
522987,Inside Evil,2017,paddle,INSIDE EVIL,11,1.0,2.214,ok
818442,The Immigrant,1986,paddle,The image is too blurry to recognize any text content.,54,0.5,5.723,ok
1046326,Searchers,2023,paddle,S F A R C H E R S,17,0.0,4.407,ok
1586019,The Cure,2013,deepseek,FENCING  \n800-378-2177  \n\nTHE  \nCURE,36,1.0,7.175,ok
1247719,Fries on the Grass,2024,deepseek,DILLON FULKS\n\nFRIES  \nON THE  \nGRASS  \n\nDIRECTED BY  \nESAIA S CASSIDY & DILLON FULKS,84,1.0,2.128,ok
337558,Witchdoctor of the Livingdead,1986,deepseek,ENONCHONG ORELLY  \nCinema Productions Presents  \n\nWITCHDOCTOR  \nON THE  \nLIVING DEAD  \n\nwith  \nLarry  \nWilliams  \nSt.Mary  \nEnonchong  \nJoe Layode  \nGaruba  \n\nGOOD  \nEVIL  \n\nSHOCKING!  \n\nESTRELLO  \n26  \nOCTUBRE  \n\nDirected by  \nCharles Aba  \nEnonchong  \n\nTHE ULTIMATE EXPERIENCE IN  \nTHE LIVING DEAD,299,0.5,4.321,ok
779247,Hell,2018,deepseek,HENRY  \nA Film By Andre Vanpoelvoorde,37,0.0,1.327,ok
1280376,The Spider's Web,1912,deepseek,"Vitagraph Company of America\n\nPRESENTS\n\nA FILM BY\nVan Dyke Brooke * Maurice Costello\n\nThe\nSpiders\nWeb\n\nSTARRING\n\nCharles Eldridge, * Earle Williams * Hal Wilson\n\nGeneral Film Company",182,0.6667,2.626,ok
440085,KL24: Zombies,2017,deepseek,73  \nKL24: ZOMBIES  \nKOMEDIE ZOMBIE - KOMEDIE ZOMBIE 1/6 SCALE FIGURE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURINE FIGURIN,282,1.0,4.488,ok
763975,Mark of the Damned,2006,deepseek,"MARK  \nOF THE  \nDAMNED  \n\nJOURNEY  \nBETWEEN  \nTRUTH...  \n\nINTO AN  \nAMPLIFIED  \nWORLD!  \n\nwww.marksfhedamned.com  \n\nB.P.M.PINT, presents AN ERIC MILLER MOTION PICTURE “MARK OF THE DAMNED”  \nproduced by ERIC MILLER  \ndirected by CASEY TOMLIN  \nmusic by JOSHUA KENNEDY  \nedited by WALLER ALLEN  \nproduced by B.P.M.PINT  \nstarring ERIC MILLER and JOSHUA KENNEDY  \nproduced by ERIC MILLER  \nmusic by JOSHUA KENNEDY  \nedited by ERIC MILLER  \n\nTHIS MOTION PICTURE IS M.P.A.A. FREE",474,1.0,6.677,ok
621486,Bite Me,2010,deepseek,3 FRIENDS. 1 OUTBREAK.  \nNO CONTINUES.  \n\nBABE,46,0.0,2.056,ok
565608,Attack of the Tromaggot,2010,deepseek,Alderac  \nThe  \nTROMAGOT  \n\nAdventure  \nTromagot  \nAdventure  \nTromagot  \nAdventure  \nTromagot  \nAdventure  \nTromagot  \nAdventure  \nTromagot  \nAdventure,152,0.25,2.684,ok
832310,Verrückt,2021,deepseek,"""Verrückt""",10,1.0,1.094,ok
770632,Alone,2020,deepseek,\[ \text{1} \],14,0.0,1.144,ok
609245,Luminous Void: Docudrama,2019,deepseek,"Image\nThe image displays a person standing in the center, holding a glowing red orb between their hands. The person's face is partially illuminated, with the rest of the body shrouded in darkness. The red orb emits a soft glow, casting a warm light on the person's face and hands. The background is filled with a multitude of small, white specks that resemble falling snow or stars, creating a sense of depth and adding to the ethereal atmosphere. The overall color palette consists of dark tones with the exception of the red orb, which stands out prominently. The texture of the image is smooth, with the exception of the specks in the background, which are numerous and create a sense of movement. The composition is centered, with the person and the orb being the focal points. The image does not contain any discernible text.",830,0.0,6.672,ok
873668,Are You Ready?,2021,deepseek,"图片中没有可识别的文字内容。This image displays a dark, eerie scene featuring a figure draped in a white sheet, creating an unsettling and mysterious atmosphere. The figure is positioned in the foreground, with its back turned towards the viewer, adding to the sense of intrigue. The sheet is drawn tightly around the figure, with the edges hanging loosely, suggesting a sense of movement or a ghostly presence.\n\nIn the background, there is a framed picture hanging on the wall. The picture appears to be a painting or a photograph, but the details are obscured by the darkness and the angle of the shot. The frame is black, contrasting sharply with the dark wall, and the artwork within it is not clearly visible, adding to the overall enigmatic feel of the scene.\n\nThe image is a photograph, capturing the essence of a haunted or spooky setting. The lighting is dim, with the primary light source seemingly coming from the front, casting shadows and creating a dramatic effect. The overall aesthetic is one of mystery and unease, evoking a sense of curiosity and perhaps a touch of fear.",1075,0.3333,8.311,ok
993921,Let Me Go,2021,deepseek,<table><tr><td>Category</td><td>Value</td></tr><tr><td>Top</td><td>0.0</td></tr><tr><td>Bottom</td><td>0.0</td></tr></table>,124,0.0,2.003,ok
484627,He Will Call,2017,deepseek,<table><tr><td>Category</td><td>Value</td></tr><tr><td>Top 5%</td><td>100</td></tr><tr><td>Bottom 5%</td><td>100</td></tr><tr><td>Bottom 10%</td><td>100</td></tr><tr><td>Bottom 15%</td><td>100</td></tr><tr><td>Bottom 20%</td><td>100</td></tr><tr><td>Bottom 25%</td><td>100</td></tr><tr><td>Bottom 30%</td><td>100</td></tr><tr><td>Bottom 35%</td><td>100</td></tr><tr><td>Bottom 40%</td><td>100</td></tr><tr><td>Bottom 45%</td><td>100</td></tr><tr><td>Bottom 50%</td><td>100</td></tr><tr><td>Bottom 55%</td><td>100</td></tr><tr><td>Bottom 60%</td><td>100</td></tr><tr><td>Bottom 65%</td><td>100</td></tr><tr><td>Bottom 70%</td><td>100</td></tr><tr><td>Bottom 75%</td><td>100</td></tr><tr><td>Bottom 80%</td><td>100</td></tr><tr><td>Bottom 85%</td><td>100</td></tr><tr><td>Bottom 90%</td><td>100</td></tr><tr><td>Bottom 95%</td><td>100</td></tr><tr><td>Bottom 100%</td><td>100</td></tr><tr><td>Bottom 105%</td><td>100</td></tr><tr><td>Bottom 110%</td><td>100</td></tr><tr><td>Bottom 115%</td><td>100</td></tr><tr><td>Bottom 120%</td><td>100</td></tr><tr><td>Bottom 125%</td><td>100</td></tr><tr><td>Bottom 130%</td><td>100</td></tr><tr><td>Bottom 135%</td><td>100</td></tr><tr><td>Bottom 140%</td><td>100</td></tr><tr><td>Bottom 145%</td><td>100</td></tr><tr><td>Bottom 150%</td><td>100</td></tr><tr><td>Bottom 155%</td><td>100</td></tr><tr><td>Bottom 160%</td><td>100</td></tr><tr><td>Bottom 165%</td><td>100</td></tr><tr><td>Bottom 170%</td><td>100</td></tr><tr><td>Bottom 175%</td><td>100</td></tr><tr><td>Bottom 180%</td><td>100</td></tr><tr><td>Bottom 185%</td><td>100</td></tr><tr><td>Bottom 190%</td><td>100</td></tr><tr><td>Bottom 195%</td><td>100</td></tr><tr><td>Bottom 200%</td><td>100</td></tr><tr><td>Bottom 205%</td><td>100</td></tr><tr><td>Bottom 210%</td><td>100</td></tr><tr><td>Bottom 215%</td><td>100</td></tr><tr><td>Bottom 220%</td><td>100</td></tr><tr><td>Bottom 225%</td><td>100</td></tr><tr><td>Bottom 230%</td><td>100</td></tr><tr><td>Bottom 235%</td><td>100</td></tr><tr><td>Bottom 240%</td><td>100</td></tr><tr><td>Bottom 245%</td><td>100</td></tr><tr><td>Bottom 250%</td><td>100</td></tr><tr><td>Bottom 255%</td><td>100</td></tr><tr><td>Bottom 260%</td><td>100</td></tr><tr><td>Bottom 265%</td><td>100</td></tr><tr><td>Bottom 270%</td><td>100</td></tr><tr><td>Bottom 275%</td><td>100</td></tr><tr><td>Bottom 280%</td><td>100</td></tr><tr><td>Bottom 285%</td><td>100</td></tr><tr><td>Bottom 290%</td><td>100</td></tr><tr><td>Bottom 295%</td><td>100</td></tr><tr><td>Bottom 300%</td><td>100</td></tr><tr><td>Bottom 305%</td><td>100</td></tr><tr><td>Bottom 310%</td><td>100</td></tr><tr><td>Bottom 315%</td><td>100</td></tr><tr><td>Bottom 320%</td><td>100</td></tr><tr><td>Bottom 325%</td><td>100</td></tr><tr><td>Bottom 330%</td><td>100</td></tr><tr><td>Bottom 335%</td><td>100</td></tr><tr><td>Bottom 340%</td><td>100</td></tr><tr><td>Bottom 345%</td><td>100</td></tr><tr><td>Bottom 350%</td><td>100</td></tr><tr><td>Bottom 355%</td><td>100</td></tr><tr><td>Bottom 360%</td><td>100</td></tr><tr><td>Bottom 365%</td><td>100</td></tr><tr><td>Bottom 370%</td><td>100</td></tr><tr><td>Bottom 375%</td><td>100</td></tr><tr><td>Bottom 380%</td><td>100</td></tr><tr><td>Bottom 385%</td><td>100</td></tr><tr><td>Bottom 390%</td><td>100</td></tr><tr><td>Bottom 395%</td><td>100</td></tr><tr><td>Bottom 400%</td><td>100</td></tr><tr><td>Bottom 405%</td><td>100</td></tr><tr><td>Bottom 410%</td><td>100</td></tr><tr><td>Bottom 415%</td><td>100</td></tr><tr><td>Bottom 420%</td><td>100</td></tr><tr><td>Bottom 425%</td><td>100</td></tr><tr><td>Bottom 430%</td><td>100</td></tr><tr><td>Bottom 435%</td><td>100</td></tr><tr><td>Bottom 440%</td><td>100</td></tr><tr><td>Bottom 445%</td><td>100</td></tr><tr><td>Bottom 450%</td><td>100</td></tr><tr><td>Bottom 455%</td><td>100</td></tr><tr><td>Bottom 460%</td><td>100</td></tr><tr><td>Bottom 465%</td><td>100</td></tr><tr><td>Bottom 470%</td><td>100</td></tr><tr><td>Bottom 475%</td><td>100</td></tr><tr><td>Bottom 480%</td><td>100</td></tr><tr><td>Bottom 485%</td><td>100</td></tr><tr><td>Bottom 490%</td><td>100</td></tr><tr><td>Bottom 495%</td><td>100</td></tr><tr><td>Bottom 500%</td><td>100</td></tr></table>,4171,0.0,39.904,ok
484394,Door Light,2017,deepseek,<table><tr><td>Category</td><td>Value</td></tr><tr><td>Blue</td><td>100</td></tr><tr><td>Red</td><td>100</td></tr></table>,122,0.0,1.869,ok
1020266,III,2021,deepseek,JUL,3,0.0,0.955,ok
522987,Inside Evil,2017,deepseek,TRISTE BATTLE,13,0.0,1.095,ok
818442,The Immigrant,1986,deepseek,"<table><tr><td>Category</td><td>Value</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Blue</td><td>100</td></tr><tr><td>Green</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Purple</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Light Blue</td><td>100</td></tr><tr><td>Dark Green</td><td>100</td></tr><tr><td>Light Green</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Light Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Light Purple</td><td>100</td></tr><tr><td>Dark Yellow</td><td>100</td></tr><tr><td>Light Yellow</td><td>100</td></tr><tr><td>Dark Grey</td><td>100</td></tr><tr><td>Light Grey</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Light Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Light Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Light Blue</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Light Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Green</td><td>100</td></tr><tr><td>Dark Green</td><td>100</td></tr><tr><td>Light Green</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Light Red</td><td>100</td></tr><tr><td colspan=""2""></td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Light Blue</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Light Red</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Light Blue</td><td>100.5</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td></tr><tr><td>Dark Red</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td></tr><tr><td>Dark Red</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Dark Blue</td><td>100.5</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Purple</td><td>100</td></tr><tr><td>Dark Red</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td colspan=""2""></td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Light Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>110</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>110</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange (Red)</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Light Red</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Dark Blue</td><td>100.5</td></tr><tr><td>Red</td><td>100</td></tr><tr><td>Orange</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Red</td><td>100.5</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>-100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>+100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td colspan=""2""></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>(+100)</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td>(-100)</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red (Red)</td><td>100</td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Red</td><td></td></tr><tr><td>Dark Red</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>110</td></tr><tr><td colspan=""2""></td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>100</td></tr><tr><td>Dark Blue</td><td>110</td></tr><tr><td>Dark Blue</td></tr></table>",5897,0.0,49.459,ok
1046326,Searchers,2023,deepseek,SEARCHERS,9,1.0,0.982,ok
1586019,The Cure,2013,easyocr,"""rcinO THE CURE",15,1.0,0.0,ok
1247719,Fries on the Grass,2024,easyocr,DILLON FULKS PRIES ONATHE GRASS OIreCted Esairs Cassidy DIllon Fulks,68,0.25,0.0,ok
337558,Witchdoctor of the Livingdead,1986,easyocr,"ENocHONG OREILLY VI Tufluctions Junetnoaor ESTRENu Wb GOOD . Sichone IvIL Joe Lavcde Garuba) SKIIGI CGu Donor THE XLTIMATBEXPERIENGE WT ""TN F TORROR",148,0.25,0.0,ok
