id,title,year,model,text,chars,title_overlap_score,latency_s,status
225048,Evangeline,2013,gemini-flash,EVANGELINE\nVENGEANCE IS DARKER\nTHAN DEATH.,42,1.0,1.523,ok
233194,8 Butterflies,2010,gemini-flash,"LOSE YOUR MIND.\n8 BUTTERFLIES\nOMOROSE FILMS PRESENTS A PARANOIA DELUXE PRODUCTION ""8 BUTTERFLIES"" A SHORT FILM BY NICK NARCO\nSTARRING AMY SUE HARRIS CHARLES SCANDURA WITH JOE LAURINHO VICKI KEO FRANK WOOD NICK ONARATO CAROLINA V\nMUSIC BY CERIUM THE CARRIER ELLIOT SHARP",269,1.0,2.478,ok
286452,Varsity Blood,2014,gemini-flash,VARSITY\nBLOOD,13,1.0,1.495,ok
300156,The Interrogation of Cheryl Cooper,2014,gemini-flash,TOMMIE VEGAS\nSHANE RYAN\nBRITTANY BOCHART\nTHE\nINTERROGATION\nOF CHERYL\nCOOPER,75,1.0,1.586,ok
302019,Crow Hand,2014,gemini-flash,CROW HAND!!!,12,1.0,1.225,ok
387034,Nasty Nancy,2010,gemini-flash,NASTY\nNANCY\nTHE SCHOOL... IS OVER!\nCASTRUM\nFILMS\nPRODUCTION\nA FILM BY\nSANDI MANCE\nNASTY NANCY\nHRVOJE DUNDOVIĆ MARKO JURIĆ ŽELJANA SOLDO VALENTINA VUKOVIĆ BRANISLAV STOJAKOVIĆ\nJOSIPA SABO SANDI MANCE IVAN MATOŠEVIĆ PETAR PEŠUT MIA BURČEVIĆ HANA MILJEVIĆ\nAND VERICA SALATA AS NASTY NANCY\nPRODUCED BY CASTRUM FILMS FX BY MIROSLAV LAKOBRIJA WRITTEN AND DIRECTED BY SANDI MANCE,372,1.0,2.285,ok
491649,Larry,2017,gemini-flash,Larry,5,1.0,1.818,ok
505063,Await Further Instructions,2018,gemini-flash,AWAIT FURTHER\nINSTRUCTIONS,26,1.0,1.752,ok
547055,Threshold,2016,gemini-flash,THRESHOLD,9,1.0,1.956,ok
636515,Hidden Mother,2019,gemini-flash,huluween\nFILM FEST\nHIDDEN\nMOTHER,32,1.0,5.483,ok
653537,Whispers,2019,gemini-flash,WILDEBEEST,10,0.0,3.065,ok
772603,Money,2017,gemini-flash,GEOFILMS ENTERTAINMENT\nCORTOMETRAJE\nINTERACTIVO\nMONEY\nTÚ ELIGES QUIÉN PAGA\nUN CORTO INTERACTIVO DE ALFONSO GARCÍA ESCRITO POR VINCENT BLONDE\nLIDIA MÉNDEZ * CARLOS HERRANZ * TOMÁS MARTÍN\nGEOFILMS\nENTERTAINMENT,208,1.0,2.475,ok
974046,House of White Spiders,2010,gemini-flash,"Meet Stephen Kramer...\nHe's young,\nhe's talented,\nand he's\ngoing to\nspend\nthe night\nat the\nHOUSE\nOF WHITE\nSPIDERS\nGod help him.",127,1.0,2.121,ok
976209,Midnight Thirst,2016,gemini-flash,DEANNA\nMESKE\nKAITLYN\nCOVEY\nMIDNIGHT THIRST\nWRITTEN & PRODUCED\nBY DAN PAZ\nDIRECTED\nBY DEANNA MESKE,97,1.0,2.257,ok
77677,Escapee,2011,gemini-flash,ESCAPEE,7,1.0,1.873,ok
94910,Magnificat,2011,gemini-flash,MAGNIFICAT,10,1.0,1.964,ok
207475,The Ouija Experiment,2011,gemini-flash,THE OUIJA EXPERIMENT\nTHEY THOUGHT IT WAS\nJUST A GAME,52,1.0,2.098,ok
259675,Belly of the Wolf,2013,gemini-flash,BELLY OF THE WOLF\nOCEANSKY PICTURES\nMARK FISHER\nFINN MORRELL\nJIM CRICK\nMAIA ELSEY\nBENNET MAPLES\nJOSUE M MARTIN\nPAUL PEARSON\nEILEEN ALDOUS\nSTEVEN HALL\nJOHN FISHER\nTERESA FISHER\nMARK FISHER,187,1.0,2.314,ok
343674,Gerald's Game,2017,gemini-flash,GERALD'S GAME,13,1.0,2.227,ok
356486,Lumberjack Man,2015,gemini-flash,LUMBERJACK MAN,14,1.0,1.098,ok
384756,Rabid,2019,gemini-flash,"Laura Vandervoort\nin\nRabid\n""A Film By The Soska Sisters""",56,1.0,2.251,ok
472015,Hunting for Shadows,2016,gemini-flash,HUNTING FOR SHADOWS\nA DAVO HARDY FILM\nSAGE AMETHYST MATCHETT\nSAGE GODREI\nPAUL MERCURIO\nSEPTEMBER 2016,101,1.0,2.256,ok
487439,Itch,2017,gemini-flash,"ITCH\nA SEAN KELLY FILM\nOFFICIAL SELECTION\nTHE BLOOD IN THE SNOW\nCANADIAN FILM FESTIVAL\n2017\nSEAN KELLY PRODUCTIONS PRESENTS IN ASSOCIATION WITH STARCENTRAL FILMS ""ITCH""\nSTARRING SEAN C. DWYER\nALSO STARRING WERNER ARTINGER AND LEAH RADDA\nMAKE-UP AND SPECIAL FX TRICIA LEAÑO-ROSOS STORY EDITOR NATALIA LOPEZ-WOODSIDE\nSOUND DESIGN AND EDITING KEVIN PETTIGREW ORIGINAL SCORE EVERETT DUDGEON\nEDITORS JONATHAN CHIOVITTI AND SEAN PATRICK KELLY STILLS NOEL ARAQUEL\nDIRECTOR OF PHOTOGRAPHY DENNIS HINGSBERG\nEXECUTIVE PRODUCER DAVID HOLLANDS\nPRODUCERS DENNIS HINGSBERG AND SEAN PATRICK KELLY\nWRITTEN AND DIRECTED BY SEAN PATRICK KELLY",624,1.0,3.278,ok
682809,Under the Table,2011,gemini-flash,"DINNER IS SERVED.\nUNDER\nTHE TABLE\nGLASS CITY FILMS PRESENTS A FILM BY DARREN CALLAHAN\n""UNDER THE TABLE""\nDANIELLE DOETSCH SASHA GRISHKOV-DANCE COLE SIMON\nWITH PAUL E. MARTINEZ AND BRIAN AMIDEI FEATURING SARAH GRANT AND ELLEN GREEN\nPRODUCTION DESIGN BY ASHLEY ANN WOODS COSTUMES BY STEFFIN STEBERL SPECIAL MAKEUP EFFECTS BY CIRQUE DU FACE FX\nCINEMATOGRAPHY BY JOHN KLEIN EDITED BY MIKE MOLENDA SOUND BY MATT OLIVA PRODUCED BY JOHN KLEIN\nWRITTEN & DIRECTED BY DARREN CALLAHAN\nR\nRESTRICTED\nUNDER 17 REQUIRES ACCOMPANYING\nPARENT OR ADULT GUARDIAN\n000003\n©2012 DARREN CALLAHAN III GLASS CITY FILMS\nWWW.GLASSCITYFILMS.COM\n""UNDER THE TABLE""",632,1.0,4.264,ok
748251,Vamp Bikers Dos,2015,gemini-flash,Vamp Bikers\nDOS,15,1.0,2.684,ok
861413,A Dream...,2012,gemini-flash,"When reason sleeps it gives birth to monsters\n\nA Dream...\n\nAuckland Council\ncreatives\nkeelarrow records\n\nLOPDELL GALLERY, AUCKLAND - JUNE 14th TO AUGUST 5th 2012\nA FILM WRITTEN BY SHAUN DAVE & DWAYNE CAMERON WITH ANIMATION BY STVE FLOYD\nMUSIC BY TALKING BOOK CINEMATOGRAPHY BY KEVIN WHITELAW\nPRODUCED BY CREATIVE COMMUNITIES & ESTRATA PRODUCTIONS\nINSPIRED BY THE NOVEL BY FRANZ KAFKA\nFIND US ONLINE: WWW.ADREAM.CO.NZ & FACEBOOK/ADREAMNZ",436,1.0,2.765,ok
940187,THE INQUISTION,2019,gemini-flash,INQUISIT\nMMXIX BY B18&UP FILM PRODUCTIONS. ALL RIG,50,0.0,2.011,ok
972244,Darkness of Day,2010,gemini-flash,STARRING CASEY AGER AND MATT LYNCH\nHe's a Vampire with One Day in the Light\nDarkness of Day\nPrepare to be Sucked......In!\nA POSSESSED HAND PRODUCTION ALSO STARRING AARON SPRINGFIELD DONTE BROWN ERIC HINOJOS MEGHAN MARCHAND VERONICA KELLY\nLINDA MCQUADE AND JASON SPRINGFIELD MUSIC BY DARKER DAY'S TOMORROW THE SIREN PROJECT COLD DRIVE DE BRUCKE WRITTEN AND\nR RESTRICTED\nUNDER 17 REQUIRES ACCOMPANYING\nPARENT OR ADULT GUARDIAN\nDIRECTED BY A.J. AGER WWW.DARKNESSOFDAY.COM,468,1.0,2.605,ok
748589,Housesitter: The Night They Saved Siegfried's Brain,2020,gemini-flash,"HOUSESITTER...\nThe Night They Saved Siegfried's Brain\nThere's a party at Doc's\nand it's B.Y.O.B\n...bring your own brain!\nBSMT. PRODUCTIONS and HOUSESITTER, LTD. present\nHOUSESITTER... THE NIGHT THEY SAVED SIEGFRIED'S BRAIN\nSTARRING RICHARD GASPARIAN DAVID KARSTEN HOLLY KAPLAN PETER STRONG\nDIRECTOR OF THOMAS E. DENOVE EDITOR SCOTT GUITTEAU MUSIC BY KEN K PRODUCER MARC NUYEN\nWRITTEN and RICHARD GASPARIAN and ROBIN NUYEN EXECUTIVE ROBIN NUYEN\nPRODUCED BY",455,1.0,4.08,ok
796250,Confinement,2022,gemini-flash,CONFINEMENT\nSCREEN AND FILM SCHOOL PRESENTS 'CONFINEMENT'\nPRODUCED BY WILL MORRIS WRITTEN BY TOM ROWE STORY BY MATT ALAIN BOYD & TOM ROWE\nFEATURING FREDDIE HILL & SOPHIA TYNDALL-BRISTOW EDITED BY PASCAL BAUER\nMUSIC BY MATT ALAIN BOYD DIRECTOR OF PHOTOGRAPHY GEORGIA CLARK\nPRODUCED AND DIRECTED BY MATT ALAIN BOYD,312,1.0,3.573,ok
802851,Charles,2022,gemini-flash,CHARLES\nFAN FILM\nCHUCKY IS ONE SCARY S.O.B.!,44,1.0,2.061,ok
854417,Bearry,2021,gemini-flash,I LOVE YOU BEARRY MUCH\nBEARRY,29,1.0,2.232,ok
863406,The Blue Rose,2024,gemini-flash,THE BLUE ROSE,13,1.0,1.969,ok
918096,"Hemet, or the Landlady Don't Drink Tea",2024,gemini-flash,"HEMET,\nOR\nThe Landlady\nDon't Drink\nTea",38,1.0,2.488,ok
931049,Beware the Woods,2022,gemini-flash,"BE SCARED\nBE AFRAID\nBEWARE\nTHE WOODS\nSF\nScreaming Films\nCarlos Leos Ronna Burrows Emily Lauziere\nWritten, Produced & Directed\nby Tanner McGarr\nDVD\nVIDEO",152,1.0,2.225,ok
1022479,You're Melting!,2022,gemini-flash,A JAMES BALSAMO FILM\nYOU'RE MELTING!,36,1.0,2.354,ok
1083119,The Lost Chronicles,2023,gemini-flash,THE\nLOST\nCHRONICLES,19,1.0,2.319,ok
1125186,Home Education,2023,gemini-flash,IL MALE\nHA UN COMPITO\nDA SVOLGERE\nHOME\nEDUCATION\nLE REGOLE DEL MALE,67,1.0,2.433,ok
1193824,Rabbit Trap,2025,gemini-flash,Rabbit\nTrap,11,1.0,4.117,ok
1289969,The Battle of Grovers Mill,2024,gemini-flash,"A GHOUL CAPONE PICTURES PRODUCTION presented by\nWILLIAM HUBBARD AND NOLEN STERNKOPF\nBEN KROON\nALEXIEL DE RAVENSWOOD\nTHE\nBATTLE OF\nGROVERS\nMILL\nBased on\n""THE WAR OF THE WORLDS""\nby H.G. WELLS\n& ""THE WAR OF THE WORLDS"" by\nOrson Welles & the Mercury\nTheatre on the Air.\nWritten & Directed by\nNOLEN STERNKOPF",303,1.0,5.704,ok
1298819,Clickbait: Unfollowed,2024,gemini-flash,CLICKBAIT\nUNFOLLOWED,20,1.0,2.205,ok
1307154,Sinister Surgeon,2024,gemini-flash,SINISTER SURGEON,16,1.0,13.81,ok
1375109,Darby After Dark,2024,gemini-flash,"MACABRE PRODUCTIONS\nPRESENTS\nDT 990 PRO\nDARBY\nAfter Dark\nMACABRE PRODUCTIONS PRESENTS A SHORT FILM BY ANNA HAMMILL ""DARBY AFTER DARK""\nSTARRING MEGAN FARLEY CLAIRE GRINER DAVID SALAME KYLE JOHNSON PIERCE MARTIN DARREN OGRODSKI JARED ESTRADA\nMUSIC JOHNSON COOLEY JOHN MICHEL BASTIE COLORIST PETER POSER CINEMATOGRAPHY HANNAH LYNN GONZALEZ EDITOR ALFIE MITCHELL\nWRITTEN & DIRECTED BY ANNA HAMMILL PRODUCERS JOHNSON COOLEY MEGAN FARLEY ANNA HAMMILL\nMACABRE\nMACABRE",460,1.0,4.099,ok
1397562,Coreys,2024,gemini-flash,COREYS,6,1.0,8.556,ok
1441287,House Rules,2024,gemini-flash,HOMERSON PICTURES\nHOUSE RULES\nA FILM BY\nANDY ROWLAND,52,1.0,2.278,ok
1443966,How Was Your Weekend?,2025,gemini-flash,SXSW\nFILM & TV FESTIVAL 2023\nWORLD PREMIERE\n\nHOW WAS YOUR WEEKEND?\n\nA SHORT FILM BY CAM BANFIELD\nSTARRING JAMES MOROSINI & RACHAEL HARRIS,137,1.0,2.22,ok
1475231,Bonehead,2025,gemini-flash,"GREENLIGHT SPECIAL PROJECTS PRESENTS\nA Breyden Boyd ...thing...\nBONEHEAD\nSlashin' is his passion!\nLUCAS BOOTH\nYAY!\nRIPLEY COOLEY\nGREENLIGHT CREATIVE PRODUCTION IN ASSOCIATION WITH GREENLIGHT CO. RIPLEY COOLEY LUCAS BOOTH ""BONEHEAD""\nCASTING TINA WILLIAMS\nMUSIC BY JOSH MACE\nPRODUCTION DESIGNER MATTIE\nEDITED BY JOSH MACE\nDIRECTOR OF PHOTOGRAPHY TIM STEVENS\nPRODUCER BREYDEN BOYD\nWRITTEN BY BREYDEN BOYD\nDIRECTED BY BREYDEN BOYD\nMAY 7\nGREENLIGHT +",445,1.0,2.983,ok
1718150,Curfew,2025,gemini-flash,"DIRECTED BY JULIAN MEANS\nCURFEW\nCREATURE SIGHTINGS\nIN COLDBROOK!\nIS THIS\nCREATURE\nREAL?\nTown folks have been\nsaying about this 'creature'\nthat is sneaking around\nColdbrook's surrounding\nforest area. Multiple people\nsay they have seen it\nrunning as fast as a\nleopard, as tall as a\nbasketball hoop, and louder\nthan a school bell ringing.\nThe noises that it makes\nduring the night echo\nthroughout the town.\nA Coldbrook citizen said,\n""I can't sleep at night, the\nonly thing I can think about\nis where that creature is,\nand if it's going to attack\nme!"" No sightings have\nofficially been confirmed at\nthis time, but be aware if\nthese rumors are true,who\nknows what's out there?\nATTENTION\nPLEASE STAYOUT\nOF THE\nWOODS\nTOWN\nCURFEW AT\n9:00PM\nuntil further notice\nSTARRING\nALEXIS VANLEUVEN\nSYDNEY LOVERING\nCHUCK GRIFFITH\nKATIE GRIFFITH\nDo NOT engage with\nthis creature if you see\nit. Immediately go back\ninto your home and\nstay inside.\nBOOK AN AD!\nThe Coldbrook Times\nTHE COLDBROOK TIMES",976,1.0,3.756,ok
652004,The Wolf of Snow Hollow,2020,gemini-flash,The Wolf of Snow Hollow,23,1.0,2.119,ok
931940,The Fix,2024,gemini-flash,PROCESSING\nTHE FIX,18,1.0,2.095,ok
949486,Doors,2020,gemini-flash,"DOORS\nDeath comes knocking.\nURBAN PEBBLE PRODUCTIONS PRESENTS\n""DOORS"" STARRING CHRISTIAN MAHON DELMAR FEARS BAILEY INMAN\nSEAN ZIELINSKI AND NATARA EASTER WRITTEN BY ADAM REBORA\nAND MILES STRONG-AUSTIN PRODUCED BY ADAM REBORA MILES STRONG-AUSTIN\nAND KYLE HINTON MUSIC BY PANTHER DIRECTOR OF PHOTOGRAPHY CARTER MALAY\nDIRECTED BY ADAM REBORA AND MILES STRONG-AUSTIN",362,1.0,3.104,ok
988142,The Five Fingers of a Dog,2022,gemini-flash,THE FIVE FINGERS OF A DOG,25,1.0,2.223,ok
1085262,Our House,2023,gemini-flash,OUR\nHOUSE\nA FILM BY FELIX SHAW\nZAC PILE,39,1.0,1.923,ok
1148920,Trial 22,2023,gemini-flash,"A THREE WHEEL ENTERTAINMENT PRODUCTION\nCORINNA BROWN GRAHAM O'CONNOR ISABELLA LAKE FELIX GARCIA GUYER\n\nA SHORT FILM BY JOHN FERRER\n\nTRIAL 22\n\nTHREE WHEEL ENTERTAINMENT PRESENTS A JOHN FERRER SHORT FILM ""TRIAL 22"" CORINNA BROWN GRAHAM O'CONNOR ISABELLA LAKE FELIX GARCIA GUYER\n""SAVAGE & SPIES FEAT. TORY DUNLAP"" MONICA DIONG JOHN FERRER JESSICA CHARLIE MARTIN REBECCA WHEELER\nJOHN OTESON NATHAN M. LEGGER THARRY METCALF JOHN FERRER\nJOHN FERRER",442,1.0,2.698,ok
1229586,Stutter,2024,gemini-flash,STUTTER,7,1.0,2.982,ok
1273536,Theoretical: The Invisible Man,2024,gemini-flash,Theoretical\nTHE INVISIBLE MAN,29,1.0,1.928,ok
1294319,Shades of Red,2024,gemini-flash,Shades of Red,13,1.0,2.463,ok
1346645,Lupo,2024,gemini-flash,LUPO,4,1.0,3.177,ok
1351896,Sally,2024,gemini-flash,"She escaped one nightmare,\nonly to end up in another...\nSALLY\nNever again.\nA Ragtag Pictures Production of a Chad O'Bars Film ""Sally""\nMackenzie Wynn Lee Braithwaite David Brown-King Brian Gunter",194,1.0,2.244,ok
1363776,Paralysis,2024,gemini-flash,PARALYSIS,9,1.0,1.967,ok
1379480,Oliver's Basement,2024,gemini-flash,Oliver's Basement,17,1.0,2.017,ok
1405670,xOxExFx,2024,gemini-flash,A Film by Reverend Ray,22,0.0,2.01,ok
1463113,Bone,2023,gemini-flash,BONE,4,1.0,1.091,ok
1483020,Camp Baloney,2025,gemini-flash,CAMP\nBALONEY,12,1.0,1.571,ok
