id,title,year,model,text,chars,title_overlap_score,latency_s,status
156252,Phobic,2002,gpt4o,PHOBIC,6,1.0,0.823,ok
743757,Blood Orgy of the Damned,2007,gpt4o,ABNORMAL ENTERTAINMENT & THE NATIONAL COMEDY THEATER PRESENT  \nBLOOD  \nORGY  \nOF THE  \nDAMNED,93,1.0,1.21,ok
11908,Hatchet,2006,gpt4o,HATCHET,7,1.0,1.086,ok
28265,Lovesick: Sick Love,2004,gpt4o,LOVESICK  \nSICKLOVE,19,0.3333,0.865,ok
28419,Hellbreeder,2004,gpt4o,"DOMINIQUE PINON  LYN DIE UPHILL  DARREN DAY  \nHELLBREEDER  \nThe dark side has risen.  \nAMERICAN WORLD PICTURES CAT IN A CAGE PICTURES JOHANNES ROBERTS JAMES EAVES DOMINIQUE PINON LYN DIE UPHILL DARREN DAY TINA BARNES ""HELLBREEDER"" NATASHA OAKES STONES TRISTAN VERSLUIS JOHN RAGGETT PETER DOBSON  \nDIRECTED BY JOHANNES ROBERTS JAMES EAVES  \nR  \nRESTRICTED  \nUNDER 17 REQUIRES ACCOMPANYING PARENT OR ADULT GUARDIAN  \nwww.filmratings.com  \nDOLBY  \nDIGITAL",452,1.0,2.086,ok
53553,The Glow,2002,gpt4o,THE GLOW,8,1.0,1.221,ok
77050,Theodore,2009,gpt4o,LLOYD KAUFMAN  \nIN  \nA FILM BY DAVID SHERBROOK  \nTHEODORE  \nYOU'LL LOSE YOUR HEAD,81,1.0,0.986,ok
278267,The Dead Walk,2008,gpt4o,"THE DEAD WALK\n\nROADKILL CINEMA PRODUCTIONS\n\nIn association with KALEIDOSCOPE ENTERTAINMENT GROUP ""THE DEAD WALK""\n\nThe film contains extreme gore, violence and language.",168,1.0,1.294,ok
165078,Legend of Hell,2012,gpt4o,OFFICIAL SELECTION\nWEEKEND OF FEAR\nFILMFESTIVAL\n\nOFFICIAL SELECTION\nMOVIE DAYS\nFILMFESTIVAL\n\nOFFICIAL SELECTION\nCINETRANGE\nFILMFESTIVAL\n\na film by OLAF ITTENBACH\n\nLEGEND OF HELL\n\nONCE IT WAS PARADISE\n\nDVD\n\n15\n\nINTERGROOVE MOVIES,228,1.0,1.351,ok
225048,Evangeline,2013,gpt4o,EVANGELINE  \nVENGEANCE IS DARKER THAN DEATH.,44,1.0,1.291,ok
233194,8 Butterflies,2010,gpt4o,LOSE YOUR MIND.\n\n8 BUTTERFLIES\n\nCHRONIC DOG PRESENTS A PARADOX HEAD PRODUCTION\n\nB. JEFFERIES\n\nA SHORT FILM BY ALI KHAZEL\n\nSTARRING JOE DE NINO\n\nMARKUS KAZAGLIA\n\nNINA DE LUNA\n\nVICKY GIBB\n\nWRITTEN BY ALI KHAZEL\n\nCARL M. V\n\nMUSIC BY GHOSTLY\n\nDE CHAVEZ\n\nB.J. STANT,260,1.0,2.662,ok
286452,Varsity Blood,2014,gpt4o,VARISTY BLOOD,13,0.5,1.343,ok
300156,The Interrogation of Cheryl Cooper,2014,gpt4o,TOMMIE VEGAS\n\nSHANE RYAN\n\nBRITTANY BOCHART\n\nTHE INTERROGATION OF CHERYL COOPER,78,1.0,0.914,ok
302019,Crow Hand,2014,gpt4o,CROW HAND!!!,12,1.0,0.857,ok
387034,Nasty Nancy,2010,gpt4o,```plaintext\nNASTY NANCY\nTHE SCHOOL... IS OVER!\nCASTRUM FILMS PRODUCTION\nA FILM BY SANDI MANCE\nNASTY NANCY\nHRVOJE PUNDOVIC MARKO JURIC ZELJANA SOLDO VALENTINA VIKOVIC BRANISLAV STOJAKOVIC\nJOSIPA BASO SANDI MANCE IVAN MATOSEVIC PETAR PESUT MIA BUKVIC HANNA MAJEVIC\nAND VERICA SALATA AS NASTY NANCY\nPRODUCED BY CASTRUM FILMS FX BY MIROSLAV LAKOSILJA WRITTEN AND DIRECTED BY SANDI MANCE\n```,387,1.0,3.534,ok
491649,Larry,2017,gpt4o,Larry,5,1.0,0.963,ok
505063,Await Further Instructions,2018,gpt4o,AWAIT FURTHER INSTRUCTIONS,26,1.0,1.471,ok
547055,Threshold,2016,gpt4o,THRESHOLD,9,1.0,1.272,ok
636515,Hidden Mother,2019,gpt4o,HULUWEEN  \nFILM FEST  \nHIDDEN MOTHER,36,1.0,1.521,ok
653537,Whispers,2019,gpt4o,I can't extract any visible text from this image.,49,0.0,1.158,ok
772603,Money,2017,gpt4o,GEOFILMS ENTERTAINMENT\n\nCORTOMETRAJE INTERACTIVO\n\nMONEY\n\nTÚ ELIGES QUIÉN PAGA\n\nUN CORTO INTERACTIVO DE ALFONSO GARCÍA ESCRITO POR VINCENT BLONDE\n\nLIDIA MÉNDEZ + CARLOS HERRANZ + TOMÁS MARTÍN,190,1.0,1.463,ok
974046,House of White Spiders,2010,gpt4o,"Meet Stephen Kramer...\n\nHe's young,\nhe's talented,\nand he's\ngoing to\nspend\nthe night\nat the\n\nHOUSE\nOF WHITE\nSPIDERS\n\nGod help him.",130,1.0,1.175,ok
976209,Midnight Thirst,2016,gpt4o,DEANNA\nMESKE\n\nKAITLYN\nCOVEY\n\nMIDNIGHT THIRST\n\nWRITTEN & PRODUCED\nBY DAN PAZ DIRECTED\nBY DEANNA MESKE,100,1.0,1.863,ok
77677,Escapee,2011,gpt4o,ESCAPEE,7,1.0,0.977,ok
94910,Magnificat,2011,gpt4o,MAGNIFICAT,10,1.0,0.91,ok
207475,The Ouija Experiment,2011,gpt4o,THE OUIJA EXPERIMENT\n\nTHEY THOUGHT IT WAS JUST A GAME,53,1.0,0.899,ok
259675,Belly of the Wolf,2013,gpt4o,BELLY OF THE WOLF\n\nOCEANSKY PICTURES\nMARK FISHER\nRINI MORRELL\nJIM CHICK\nDIANA EISEY\n\nDENNIE MAPLES\nJESSE M. MARTIN\nPAUL PEARSON\nELLEN ALDOUS\nSTEVEN HALL\n\nPRODUCED BY\nJOHN FISHER\nTERESA FISHER\n\nWRITTEN AND DIRECTED BY\nMARK FISHER,228,1.0,3.326,ok
343674,Gerald's Game,2017,gpt4o,GERALD'S GAME,13,1.0,1.211,ok
356486,Lumberjack Man,2015,gpt4o,LUMBERJACK MAN,14,1.0,0.946,ok
384756,Rabid,2019,gpt4o,Laura Vandervoort  \nin  \nRabid  \nA Film By The Soska Sisters,60,1.0,1.284,ok
472015,Hunting for Shadows,2016,gpt4o,HUNTING FOR SHADOWS\n\nA DAVO HARDY FILM\n\nSAGE AMETHYST MATCHETT\nSAGE GODREI\nPAUL MERCURIO\n\nSEPTEMBER 2016,104,1.0,1.224,ok
487439,Itch,2017,gpt4o,"ITCH\n\nA SEAN KELLY FILM\n\nOFFICIAL SELECTION\nTHE BLOOD IN THE SNOW\nCANADIAN FILM FESTIVAL\n2017\n\nSEAN KELLY PRODUCTIONS PRESENTS A SEAN KELLY AND SARAH KELLY FILM ""ITCH""\nWRITTEN BY SEAN C. DAVID LEAH RADOJA\nSTARRING JAMES KELLY\nMAKEUP FX BY SARAH KELLY\nMUSIC BY SEAN C. DAVID\nEDITED BY SEAN C. DAVID\nDIRECTOR OF PHOTOGRAPHY SEAN C. DAVID\nPRODUCED BY SEAN C. DAVID AND SARAH KELLY\nDIRECTED BY SEAN C. DAVID",403,1.0,1.931,ok
682809,Under the Table,2011,gpt4o,"DINNER IS SERVED.\n\nUNDER\nTHE\nTABLE\n\nGLASS CITY FILMS\nA FILM BY DARREN CALLAHAN\n""UNDER THE TABLE""\nDANIELLE DOETZER  SEAN SINITSKI  SHAWN PFAUTSCH  JENNY STRASBURG\nwith PAUL F. MARTINO and BRIAN AMIDEI\nPRODUCTION DESIGN - KESLEY ANN WOOD  COSTUMES - STEPHANIE CLUGGISH  MAKEUP - CECILIA DE LA PEÑA\nCINEMATOGRAPHER - ADAM B. STERN  EDITOR - KEVIN N. HULTGREN  SOUND - MATT TEST\nMUSIC BY DARREN CALLAHAN\nWRITTEN AND DIRECTED BY DARREN CALLAHAN\n©2014 DARREN CALLAHAN IN GLASS CITY FILMS  WWW.GLASSCITYFILMS.COM\n""UNDER THE TABLE""",523,1.0,3.489,ok
748251,Vamp Bikers Dos,2015,gpt4o,vamp Bikers DOS,15,1.0,0.98,ok
861413,A Dream...,2012,gpt4o,"When reason sleeps it gives birth to monsters\n\nA Dream...\n\nLOPDELL GALLERY, AUCKLAND - JUNE 14th TO AUGUST 5th 2012\n\nkoolstraw@xtra.co.nz",137,1.0,0.996,ok
940187,THE INQUISTION,2019,gpt4o,INQUISIT  \nMMXIX BY B18&UP FILM PRODUCTIONS. ALL RI,51,0.0,0.987,ok
972244,Darkness of Day,2010,gpt4o,STARRING CASEY ADER and MATT KOCH\n\nIt’s a Vampire with One Foot in the Light\n\nDarkness of Day\n\nPrepare to be Sucked…..In!\n\nA POSSESSED HAND PRODUCTION ALSO STARRING AARON SPRINKLE TUTU BROWN MIKE JULIUS MEGAN MARCHAND VERONICA KELLY LINDA MACAFEE AND JASON SPRINKLE MUSIC BY AARON SPRINKLE DARKNESS IS TOMORROW THE SHERI PROJECT EXECUTIVE BRUCE WRITTEN AND DIRECTED BY A.J. ADER WWW.DARKNESSOFDAY.COM\n\nRESTRICTED\n\nUNDER 17 REQUIRES ACCOMPANYING PARENT OR ADULT GUARDIAN,469,1.0,2.278,ok
748589,Housesitter: The Night They Saved Siegfried's Brain,2020,gpt4o,"HOUSESITTER...\nThe Night They Saved Siegfried's Brain\n\nThere's a party at Doc's\nand it's B.Y.O.B.\nbring your own brain\n\nBMB PRODUCTIONS and HOUSESITTER, LTD. present\nHOUSESITTER... THE NIGHT THEY SAVED SIEGFRIED'S BRAIN\nRICHARD GASPARIAN DAVID KARSTEN HOLLY KAPLAN PETER STORING\nTHOMAS E DEAVER SUSAN SCOTT GUY THAU\nMUSIC BY RICHARD GASPARIAN AND ROBIN NIVEN\nPRODUCED BY RICHARD GASPARIAN AND ROBIN NIVEN\nDIRECTED BY ROBIN NIVEN",428,1.0,2.285,ok
796250,Confinement,2022,gpt4o,```plaintext\nCONFINEMENT\n\nSCREEN AND FILM SCHOOL PRESENTS CONFINEMENT\nPRODUCED BY WILL MORRIS WRITTEN BY TOM ROWE STARRING MATT ALAIN BOYD & TOM ROWE\nFEATURING FREDDIE HILL & SOPHIA TYNDALL-BRISTOW EDITED BY PASCAL BAUER\nMUSIC BY MATT ALAIN BOYD DIRECTOR OF PHOTOGRAPHY GEORGIA CLARK\nDIRECTED AND PRODUCED BY MATT ALAIN BOYD\n```,328,1.0,1.593,ok
802851,Charles,2022,gpt4o,CHARLES  \nFAN FILM  \nCHUCKY IS ONE SCARY S.O.B.!,48,1.0,1.042,ok
854417,Bearry,2021,gpt4o,I LOVE YOU BEARRY MUCH  \nBEARRY,31,1.0,1.433,ok
863406,The Blue Rose,2024,gpt4o,THE BLUE ROSE,13,1.0,1.648,ok
918096,"Hemet, or the Landlady Don't Drink Tea",2024,gpt4o,"HEMET,\nor\nThe Landlady Don't Drink Tea",38,1.0,0.882,ok
931049,Beware the Woods,2022,gpt4o,"BE SCARED\n\nBE AFRAID\n\nBEWARE THE WOODS\n\nCarlos Leos Ronna Burrows Emily Lauziere\nWritten, Produced & Directed\nby Tanner McGarr\n\nDVD",131,1.0,1.331,ok
1022479,You're Melting!,2022,gpt4o,A JAMES BALSAMO FILM\n\nYOU'RE MELTING,36,1.0,1.862,ok
1083119,The Lost Chronicles,2023,gpt4o,THE  \nLOST  \nCHRONICLES,23,1.0,1.043,ok
1125186,Home Education,2023,gpt4o,IL MALE  \nHA UN COMPITO  \nDA SVOLGERE  \nHOME EDUCATION  \nLE REGOLE DEL MALE,75,1.0,1.639,ok
1193824,Rabbit Trap,2025,gpt4o,Rabbit Trap,11,1.0,0.823,ok
1289969,The Battle of Grovers Mill,2024,gpt4o,"A GHOUL CAPONE PICTURES PRODUCTION presented by WILLIAM HUBBARD and NOLEN STERNKOPF\n\nBEN KROON\nALEXIEL DE RAVENSWOOD\n\nTHE BATTLE OF GROVERS MILL\n\nBased on ""The War of the Worlds"" by H.G. WELLS\n\nScreenplay by WILLIAM HUBBARD\n\nDirected by NOLEN STERNKOPF",252,1.0,1.98,ok
1298819,Clickbait: Unfollowed,2024,gpt4o,CLICKBAIT  \nUNFOLLOWED,22,1.0,1.302,ok
1307154,Sinister Surgeon,2024,gpt4o,SINISTER SURGEON,16,1.0,1.939,ok
1375109,Darby After Dark,2024,gpt4o,"MACABRE PRODUCTIONS\nPRESENTS\n\nDARBY\nAfter Dark\n\nMACABRE PRODUCTIONS presents a film by ANNA HANNAH ""DARBY AFTER DARK""\nstarring MEGAN RAEYO CLAIRE BROWN JAMES WILSON JOEY LEE and MICHAEL WATSON music by JAMES HARRISON\ncasting by LISA GORDON costume designer JESSICA LANE edited by MARK DAVIS production designer LUCY SMITH\ndirector of photography JOHN CARTER executive producers SARAH JONES and DAVID LEE produced by EMILY CLARK\nwritten by ANNA HANNAH JOHNSON story by ANNA HANNAH directed by SARAH WILLIAMS\n\nMACABRE",515,1.0,3.093,ok
1397562,Coreys,2024,gpt4o,COREYS,6,1.0,1.023,ok
1441287,House Rules,2024,gpt4o,HOMERSON PICTURES  \nHOUSE RULES  \nA FILM BY  \nANDY ROWLAND,58,1.0,0.96,ok
1443966,How Was Your Weekend?,2025,gpt4o,SXSW\nFILM FESTIVAL\nWORLD PREMIERE\n\nHOW WAS YOUR WEEKEND?\n\nA SHORT FILM BY CAM BANFIELD\nSTARRING JAMES MOROSINI & RACHAEL HARRIS,127,1.0,2.429,ok
1475231,Bonehead,2025,gpt4o,GREENLIGHT SPECIAL PROJECTS PRESENTS\n\nA Breylen Boyd...thing\n\nBONEHEAD\n\nSlashin' is his passion!\n\nLUCAS BOOTH\n\nYAY!\n\nRIPLEY COOLEY\n\nGREENLIGHT\n\nwww.greenlightsp.com,164,1.0,1.505,ok
1718150,Curfew,2025,gpt4o,"DIRECTED BY JULIAN MEANS  \nCURFEW  \nCREATURE SIGHTINGS IN COLDBROOK!  \nIS THIS CREATURE REAL?  \nTom, 36, has been seeing the creature for weeks. ""I was just out for a walk when I saw it. It was tall, thin, and had long fingers. I couldn't believe my eyes.""  \nOthers in the area have reported similar sightings, describing the creature as having glowing eyes and a chilling presence.  \nLocal authorities are urging residents to stay indoors after dark and report any sightings immediately.  \nSTARRING  \nALEXIS VANLEUVEN  \nSYDNEY LOVERING  \nCHUCK GRIFFITH  \nKATIE GRIFFITH  \nATTENTION  \nPLEASE STAY OUT OF THE WOODS  \nTOWN CURFEW AT 9:00PM  \nuntil further notice  \nSee NOT everyone can see the creature.  \nBOOK AN AD!  \nTHE COLDBROOK TIMES",737,1.0,2.757,ok
652004,The Wolf of Snow Hollow,2020,gpt4o,The Wolf of Snow Hollow,23,1.0,1.017,ok
931940,The Fix,2024,gpt4o,THE FIX,7,1.0,0.797,ok
949486,Doors,2020,gpt4o,"DOORS\n\nDeath comes knocking.\n\nURBAN PEBBLE PRODUCTIONS presents\n""DOORS"" CHRISTIAN MAHON DELMAR FEARS BAILEY INMAN\nSEAN ZIELINSKI NATARA EASTER ADAM REBORA\nMILES STRONG-AUSTIN written by ADAM REBORA MILES STRONG-AUSTIN\nKYLE HINTON produced by PANTHER directed by CARTER MALLOY\nADAM REBORA MILES STRONG-AUSTIN",307,1.0,1.79,ok
988142,The Five Fingers of a Dog,2022,gpt4o,THE FIVE FINGERS OF A DOG,25,1.0,1.489,ok
1085262,Our House,2023,gpt4o,OUR HOUSE  \nA FILM BY FELIX SHAW  \nZAC PILE,43,1.0,1.084,ok
1148920,Trial 22,2023,gpt4o,"A THREE WHEEL ENTERTAINMENT PRODUCTION\n\nCORINNA BROWN  GRAHAM DICKINSON  ISABELLA LAKE  FELIX GARCIA GUYER\n\nA SHORT FILM BY JOHN FERRER\n\nTRIAL 22\n\nTHREE WHEEL ENTERTAINMENT presents a JOHN FERRER film ""TRIAL 22"" starring CORINNA BROWN GRAHAM DICKINSON ISABELLA LAKE FELIX GARCIA GUYER\nmusic by JAMESON NATHAN JONES edited by JOHN FERRER director of photography JOHN FERRER executive producer JOHN FERRER written by JOHN FERRER directed by JOHN FERRER",450,1.0,3.019,ok
1229586,Stutter,2024,gpt4o,STUTTER,7,1.0,1.349,ok
1273536,Theoretical: The Invisible Man,2024,gpt4o,Theoretical  \nThe Invisible Man,31,1.0,1.127,ok
1294319,Shades of Red,2024,gpt4o,Shades of Red,13,1.0,0.872,ok
1346645,Lupo,2024,gpt4o,LUPO,4,1.0,1.779,ok
1351896,Sally,2024,gpt4o,"She escaped one nightmare, only to end up in another...\n\nSALLY\n\nNever again.\n\nA Ragtag Pictures Production of a Chad O'Brian Film ""Sally""\nMacKenzie Wynn • Lee Brotherton • David Brown-King • Brian Gunter",203,1.0,1.53,ok
1363776,Paralysis,2024,gpt4o,PARALYSIS,9,1.0,0.869,ok
1379480,Oliver's Basement,2024,gpt4o,Oliver's Basement,17,1.0,0.843,ok
1405670,xOxExFx,2024,gpt4o,A Film by Reverend Ray,22,0.0,0.742,ok
1463113,Bone,2023,gpt4o,BONE,4,1.0,1.499,ok
1483020,Camp Baloney,2025,gpt4o,CAMP BALONEY,12,1.0,0.865,ok
1483743,"up here, disappear",2025,gpt4o,"up here,\nup here,\nup here,\nup here,\nup here.\n\ndisappear\ndisappear\ndisappear\ndisappear\ndisappear\n\nARNEZ NICOLAS",110,1.0,2.183,ok
1541944,A Hollow Tree,2023,gpt4o,A Hollow Tree,13,1.0,1.855,ok
1578643,Cymophane,2024,gpt4o,a film by Ghazal Yousefi  \nCYMOPHANE,36,1.0,0.835,ok
