id,title,year,model,text,chars,title_overlap_score,latency_s,status
387034,Nasty Nancy,2010,easyocr,NASTY NAKey s OVERe The School Catrum FiLms propucTion 4 FILM BY SAPDI MARCE Ic; KuSly LALey aat W_encueaaeaeee alliae Mnelen Eaneeee Slatea KleululnHe Unl[erelais Petd Pesu Mia Burcevig Hama MmJentC Seee]n]eiaLn na 80Une ae][al S aanln Feelna e,245,0.5,0.0,ok
491649,Larry,2017,easyocr,Larry,5,1.0,0.0,ok
505063,Await Further Instructions,2018,easyocr,AWAIT_FURTHER INSTRUE HIONS,27,0.6667,0.0,ok
547055,Threshold,2016,easyocr,THRESHOLD,9,1.0,0.0,ok
636515,Hidden Mother,2019,easyocr,hulvween FILM FEST HIDDEN MOTHER,32,1.0,0.0,ok
653537,Whispers,2019,easyocr,urat,4,0.0,0.0,ok
772603,Money,2017,easyocr,FHREHHETHYU^ MoNey tu Eliges Quien' PaGA Eobtd IITe_ecTIo E ILFIIS) G1ICI6} ESetlTd F02 VIIEeUT ILOIIE Len Iadio Il T0nns Umhim,127,1.0,0.0,ok
974046,House of White Spiders,2010,easyocr,Meet Stephen Kramer He $ young he stalented andhes goingto ~spend the night attne HAVSE UFt H God help hin,106,0.0,0.0,ok
976209,Midnight Thirst,2016,easyocr,"DEANNA MESKE KAOVY MPNGHTfksT HEH ePRODL ""#DANpaZ DREBTHDEAHNAMESKE",67,0.0,0.0,ok
77677,Escapee,2011,easyocr,ESCAPEE,7,1.0,0.0,ok
94910,Magnificat,2011,easyocr,MACNIFICAT,10,0.0,0.0,ok
207475,The Ouija Experiment,2011,easyocr,LOUIJA _ THEY THOUGHT IT WAS JUST A GAME,40,0.0,0.0,ok
259675,Belly of the Wolf,2013,easyocr,BELLYo THE WOLF JkmiE WALHSH _ HLMNITBL WDD Buew FEUFWHB SIPEHH IIHHFEHER TESAFCIH MIXFRER,90,0.5,0.0,ok
343674,Gerald's Game,2017,easyocr,GERALD'S GAME,13,1.0,0.0,ok
356486,Lumberjack Man,2015,easyocr,LUMBERJACK MAN,14,1.0,0.0,ok
384756,Rabid,2019,easyocr,Wanaciodr Rabid Edeie,21,1.0,0.0,ok
472015,Hunting for Shadows,2016,easyocr,tgpag ADAVO HARDY FILM SAGE AMETHYST MATCHETT SAGE GODREI PAUL MERCURIO SEPTEMBER 2016,86,0.0,0.0,ok
487439,Itch,2017,easyocr,JICH A SEAN KELLY FILM Lennnt Jhe Wldd) NakeShol Iere ta_tnie Cinotannetie MaCacd aetGnt Iror ouboodrlor Mneennehn Aneene ee,124,0.0,0.0,ok
682809,Under the Table,2011,easyocr,"DINNER IS SERVED UndR Tzale Ten ""UNDER THE TABLE FNNTce e AIeeen FeTr Eae = @lnl Ladwc udeee leteeemnee: F7etz ~UELAIKLIL",121,1.0,0.0,ok
748251,Vamp Bikers Dos,2015,easyocr,Vamp Bikers D 0 S,17,0.6667,0.0,ok
861413,A Dream...,2012,easyocr,"Whcn aton tcps Bives birth ADr"" Loresl GetreRO ME'd Vts KanLSTSha 0xd Kate 54a",78,0.0,0.0,ok
940187,THE INQUISTION,2019,easyocr,WNOHSIT UMXUX By BI82up FiLM PRODUCTIONS:ALL Ria,48,0.0,0.0,ok
972244,Darkness of Day,2010,easyocr,QcCLIyAnTe WJI @ Vam Larkness Of Day Frepare to He Sucked__Inl JaestricTeo,74,0.6667,0.0,ok
748589,Housesitter: The Night They Saved Siegfried's Brain,2020,easyocr,HOUSESITTER The Night They Saved Siegfried s Brain te sapartyatDoc: nrditsBYob pringyour oknbrain! L FRMNL I0 O LrIAMIRLD HOlrseaTR_TIT *IGIIT MIYSITDAIFGIRILDS MI Weaeemt RIcIARD€ KFiCLII JuI LS Cute Iamtnmn KLIRDCkIM Rubi Rubit,229,1.0,0.0,ok
796250,Confinement,2022,easyocr,"CONFINEMENT XadFEo 'COMFINEMEKT' Morrc Vhnte""ex TOM ROWE Stog YE MUT TALHINBOYD &TCMROWE FREDDIE HIlL SOPHIa T YHDaLL-BRISTOW ELtede; PaSCHL BHUER Muskgi MATTALAINBOND Dectoro;| GEorGU CLApK Suaxdde OteD5; MATTALAINBOND",219,1.0,0.0,ok
802851,Charles,2022,easyocr,CHARLES FTL CHUCKY IS ONE SCARY SOB!,36,1.0,0.0,ok
854417,Bearry,2021,easyocr,LOVE YOU BEARRY BEARRY,22,1.0,0.0,ok
863406,The Blue Rose,2024,easyocr,"""BLUE Rpsr:",11,0.3333,0.0,ok
918096,"Hemet, or the Landlady Don't Drink Tea",2024,easyocr,"HEMET , OI Landtady antc himk ea",32,0.1429,0.0,ok
931049,Beware the Woods,2022,easyocr,BE SC#REA BE AFRAin BEWARA THE Woons arog Leds Ronna butcows Emdy Alantene Wnntten;Produced Directed Famnci McGarr,114,0.3333,0.0,ok
1022479,You're Melting!,2022,easyocr,Yaial ar,8,0.0,0.0,ok
1083119,The Lost Chronicles,2023,easyocr,THE LOST CHRONICLES,19,1.0,0.0,ok
1125186,Home Education,2023,easyocr,IL MALE HA UN COMPITO DA SVOLGERE HOME EDUCATION LE REGOLE DEL MALE,67,1.0,0.0,ok
1193824,Rabbit Trap,2025,easyocr,Rabbit UTO?,11,0.5,0.0,ok
1289969,The Battle of Grovers Mill,2024,easyocr,GHOUL CAPONE FICTURES PRODUCTICN WILLIaM HUBBARD NOLEN STERNKOPF BEN KROON ALEXIEL DE RAVENSWOOD THE BATTLEoF GROVERS MILLI LOLASIEkSKD,135,0.4,0.0,ok
1298819,Clickbait: Unfollowed,2024,easyocr,CLICKBAIT U N F 0 L L 0 W E D,29,0.5,0.0,ok
1307154,Sinister Surgeon,2024,easyocr,SSTERSIRHeu,11,0.0,0.0,ok
1375109,Darby After Dark,2024,easyocr,MACABRE PRODUCTIONS DARBY Piedok PAEamn,39,0.3333,0.0,ok
1397562,Coreys,2024,easyocr,COREYs,6,1.0,0.0,ok
1441287,House Rules,2024,easyocr,HOme FicturES SSP Rl A FILM BY ANDY ROWLAND,43,0.0,0.0,ok
1443966,How Was Your Weekend?,2025,easyocr,SxSWK HOW WAS YOUR WEEKEND? 71 DgiJad Aa 3anoeoca 8 RACHAEL HApAis,66,1.0,0.0,ok
1475231,Bonehead,2025,easyocr,Mieigaui BPECIAL PROJECT8 PREBENTB Breyten BONEHEAD glashin' Ig his paggionl ; Bo0th LuCAS E Vay! RIPLEY [ (COQLEy rnoderco,123,1.0,0.0,ok
1718150,Curfew,2025,easyocr,DiREcTed BY JULIAN MEANS CURFEW CREATURE SIGHTINGS IS THIS IN COLDIROOK! STARRING AlExIs Varleuveh CREATURE syoney Loverims REAL? Amamon chucKGriffith KatIe Grffith PHER TGPOT_ CF THE WOOLS TOWN AT CA G62 CockAhAD until Fuclher nolice The COLobROOk TIHES,254,1.0,0.0,ok
652004,The Wolf of Snow Hollow,2020,easyocr,@le Jgjoeow Snol,16,0.0,0.0,ok
931940,The Fix,2024,easyocr,THE FIX,7,1.0,0.0,ok
949486,Doors,2020,easyocr,"DOoRs Death comes knocking: Urbanpebblerroc uctID 5 ""Doors"" Onastunnaa' DElaRFeARS Baaevavan Seanzelyn taol EXSTER ADAVREbORA WVLES STRC G AUSIIN Adamrebora MiesStaC - AusTN erintor P NThe? Oriermalay adaReBC?A WLESSIRCNG AUSTIN",228,1.0,0.0,ok
988142,The Five Fingers of a Dog,2022,easyocr,TIE FIVE KINGERS Of A DoG,25,0.6,0.0,ok
1085262,Our House,2023,easyocr,OUR HOUSE E Mee ein,19,1.0,0.0,ok
1148920,Trial 22,2023,easyocr,Hdn FHdeA 4nee Coiuta Eaeid I5IEII RELIX EaIcIL GETTI 1R ! A ! 2 2 ecunailt JaaielmAth Etate Tmm Kc mar,103,0.0,0.0,ok
1229586,Stutter,2024,easyocr,S T U T T E R,13,0.0,0.0,ok
1273536,Theoretical: The Invisible Man,2024,easyocr,Tbewrctical Janmel[,19,0.0,0.0,ok
1294319,Shades of Red,2024,easyocr,"""Gfhades Ged ,",14,0.0,0.0,ok
1346645,Lupo,2024,easyocr,[UPO,4,0.0,0.0,ok
1351896,Sally,2024,easyocr,She ecaped ont nizhumare only #udaun uunather . SALLY Neter AQin_ Acoketeeeoe tetmenc MneFin VeGi tie eT HLeiei - MatHeatelt - Miiene =at,137,1.0,0.0,ok
1363776,Paralysis,2024,easyocr,PARALYSIS,9,1.0,0.0,ok
1379480,Oliver's Basement,2024,easyocr,Oliver's Basement,17,1.0,0.0,ok
1405670,xOxExFx,2024,easyocr,"#xxF , A Film by Reverend Ray",29,0.0,0.0,ok
1463113,Bone,2023,easyocr,BONE,4,1.0,0.0,ok
1483020,Camp Baloney,2025,easyocr,CAMP BALONEY,12,1.0,0.0,ok
1483743,"up here, disappear",2025,easyocr,"UP here uP here, uphere, up here. Isper saddeai",47,0.6667,0.0,ok
1541944,A Hollow Tree,2023,easyocr,d HoLLow TREE,13,1.0,0.0,ok
1578643,Cymophane,2024,easyocr,Tilmn by Ghazal Youseli CYM JPHANE,34,0.0,0.0,ok
484509,Just Spooks,1925,rekognition,Bray Productions\npresents\nDinky Doodle\nin\nJUST SPOOKS\nWritten and directed by\nWALTER LANTZ\nAssisted by Clyde Gerenimi,117,1.0,1.257,ok
1261561,The Monkey's Paw,1923,rekognition,"The height of emo-\ntional expression\nis attained in this\nweirdest of pictures\nwhich brings some-\nthing wholly new to\nThe\nthe screen in story\nvalues,\nMonkey's\nA veritable cinema\nclassic.\nPaw\nKOOM THE BOODY by\nW.W.Jacobs\nSELZNICK\nHAVE\nCORPORATION",244,1.0,0.81,ok
362776,Ghost Town Frolics,1938,rekognition,GHOST TOWN\nFROLICS\nHOW TO\nLOSE\nFRIENDS\nAND\nSCARE\nPEOPLE,55,1.0,0.588,ok
26921,The Mystery of the Mary Celeste,1935,rekognition,The MYSTERY OF THE\nMARY CELESTE,31,1.0,0.498,ok
212973,Gildersleeve's Ghost,1944,rekognition,You'll STREAM with\nlaughter!\nGilderdeci\nGHOST\nve' S\nwith\nHarold\nDEARY\nMarion MARTIN\nRichard LeGRAND\nAuglita WARD\nFreddie MERCER\nRK C\nSADIO\nMargie STEWART\nBONK\nRoduced by Hernan Schlon Directed by Goudon\nDooples Stage and nown play by A Kent,240,0.5,0.864,ok
48800,The Unknown,1946,rekognition,"THE pressitis UNKNOWN\nCOLUMBIA PICTURES\nBased upon the Original Radio Program\n""ILOVE A MYSTERY""\nwith\nKAREN\nJIM\nJEFF\nROBERT\nMORLEY- BANNON-DONNELL-SCOTT",151,1.0,0.778,ok
35073,"The Beast from 20,000 Fathoms",1953,rekognition,"THE Beast\n""The\nFrom\n20,000\nFathoms®",35,1.0,0.721,ok
836924,Roh Membela,1955,rekognition,ROH MEMBELA\n'REVENGE 6 OF THE SPIRIT',37,1.0,0.536,ok
3104,Frankenstein Created Woman,1967,rekognition,FRANKENSTEIN\nCREATED WOMAN,26,1.0,0.786,ok
64524,Nightmare,1964,rekognition,NIGHTMARE,9,1.0,0.554,ok
77399,Incense for the Damned,1971,rekognition,SUCKERS\naod\nBL,14,0.0,0.505,ok
30833,Drive-In Massacre,1976,rekognition,DRIVE\nIN\nMASSACRE,17,1.0,0.524,ok
399172,Lipstick and Blood,1984,rekognition,II\nLipstick And Blood,21,1.0,0.486,ok
1015482,Kiss of the Serpent,1988,rekognition,UNCUT\nungeschnitten\nTodeskuss\nder Schlange,42,0.0,0.796,ok
10283,Friday the 13th Part VIII: Jason Takes Manhattan,1989,rekognition,FRIDAY THE 13TH\nTM\nУМ\nJASON TAKES MANHATTAN,43,0.75,0.554,ok
88410,Beyond Evil,1980,rekognition,BEYOND\nEVIL,11,1.0,0.653,ok
86687,Severed Ties,1992,rekognition,SEVERED TIES\nScience Out of Control.\nHorror Out On a Limb.,58,1.0,0.716,ok
336254,Downtime,1995,rekognition,DOWNTIME,8,1.0,0.744,ok
36992,Shakma,1990,rekognition,SHAKMA!,7,1.0,0.784,ok
43274,Tower of Terror,1997,rekognition,TOWER\nOF TERROR,15,1.0,0.521,ok
15056,The Curse of King Tut's Tomb,2006,rekognition,THE CURSE OF\nKING TUT'S TOMB,28,1.0,0.838,ok
23532,How to Be a Serial Killer,2009,rekognition,HOW TO BE A\nSERIAL\nKILLER,25,1.0,0.619,ok
31012,Cerberus,2005,rekognition,CERBERUS,8,1.0,0.587,ok
45551,Surveillance,2006,rekognition,SURVEILLANCE\nOOM\nLENS\nRF-S\n18-55h\n588\nZOOM\nSSACO,48,1.0,0.578,ok
156252,Phobic,2002,rekognition,PHOBIC,6,1.0,0.575,ok
743757,Blood Orgy of the Damned,2007,rekognition,ABNORMAL ENTERTAINMENT с THE NATIONAL COMEDY THEATER PRESENT\nLOOD\nORGY\nOF THE\nDAMNED,84,0.8,1.069,ok
11908,Hatchet,2006,rekognition,HATCHET,7,1.0,0.542,ok
28265,Lovesick: Sick Love,2004,rekognition,LOVESICK\nSICKLOVE,17,0.3333,0.554,ok
28419,Hellbreeder,2004,rekognition,"DOMINIQUE PINON LYNDIE UPHILL\nDARREN DAY\nHELLBREEDER\nThe dark side\nhas risen.\nAMERICAN WORLD PICTURES CAT N CAGE PICTURES JOHANNES ROBERTS Jomes EAVES DOMINIQUE PINON LYNDIE UPHILL\nDARREN DAY TINA BARNES ""HELLBREEDER"" NOW NATASHA DAKES THE TRISTAN VERSLUIS NETWORK DIET JOHN RAGGETT DE PETER DOBSON\nMETA DE ROLA JOHANNES ROBERTS JAMES EAVES\nRESTRICTED\nR\nFOR VALENCE -\nDOLBY\nDETRAUTY -\nPOINT II BY NGM",400,1.0,1.243,ok
53553,The Glow,2002,rekognition,THE\nGLOW,8,1.0,0.507,ok
77050,Theodore,2009,rekognition,LLOYD KAUFMAN\nIN\nA FILM BY DAVID SHERBROOK\nTHEODORE\nYOU'LL LOSE YOUR HEAD,73,1.0,0.572,ok
278267,The Dead Walk,2008,rekognition,"THE\nDEAD\nAl\nROADRILL CINEMA PRODUCTIONS\npromite\nto Association WORK BCALEDOSCOPE ENTEKTAINMIENT GROUP ""THE DEAD WALK""\nsize Jickeot - CJ Awesome - William\nAddre Create Maine\nBOOK SATUR\nMicheel Richard ... Joseph Lolli\nPretector\n300m Expires Mean Production Masager WARRE COLA\nBy Freshes\n- Christmashey Special Mr. up FX\nAdam Thorrafders\nProduct by Adam\nJendre\nby Micken\nDE HOME\nCarator - - - TEN\n...\n- the - Care and LANDON",422,1.0,1.111,ok
165078,Legend of Hell,2012,rekognition,OFFICIAL\nOFFICIAL\nOFFICIAL\nSELECTION\nSELECTION\nSELECTION\nCINÉTRANGE\nWEEKEND OF FEAR\nMOVIE DAYS\nFILMFESTIVAL\nFILMFESTIVAL\nFILMFESTIVAL\na film by OLAF ITTENBACH\nEGEND OF HELJ\nONCE IT WAS PARADISE\nDVD\n15\nWORL .\nFIREM,213,0.3333,0.923,ok
225048,Evangeline,2013,rekognition,EVANGELINE\nVENGEANCE IS DARKER\nTHAN DEATH.,42,1.0,0.577,ok
233194,8 Butterflies,2010,rekognition,LOSE YOUR MIND.\n8BUTTERFLIES\nONOS FLKS L PARANA El PUBLICIN 1 RITRAIS I FIN DY VII MIAMI\nSTART И SE NASIS CHARS SCINOTA VI JT VCE G FAW PO VIX MII DRIMA\nMIX BY CENTON DE BLUT SAT\n-\n- -\n- -,188,0.0,0.944,ok
286452,Varsity Blood,2014,rekognition,VARSITY\nBLOOD,13,1.0,0.676,ok
300156,The Interrogation of Cheryl Cooper,2014,rekognition,TOMMIE VEGAS\nSHANE RYAN\nBRITTANY BOCHART\nTHE\nINTERROGATION\nOF CHERYL\nCOOPER,75,1.0,0.616,ok
302019,Crow Hand,2014,rekognition,НА N . KS\nCROW,14,0.5,0.532,ok
387034,Nasty Nancy,2010,rekognition,NASTY\nNANCY\nTHE SCHOOL... IS OVER!\nCASTROM\nFILMS\nPRODUCTION\nA FILM BY\nSANDI MANCE\nNASTY NANCY\nHRWOJE BUNDOVIC MARKO JURIC ZELIANA SOLDO VALENTINA VUKOVIC BRANISLAY STOJAKOVIC\nJOSIPA 19 SABO SANDI MANCE IVAN MATOBEVIC PETAR PESUT MIA BURCEVIC HANA MILJEVIĆ\nAND VERICA SALATA AS NASTY NANCY\nPRODUCED BY CASTRUM FILMS\nFX BY MIROSLAY LAKOBRIJA\nWRITTEN AND DIRECTED MY SANDI MANCE,375,1.0,1.428,ok
491649,Larry,2017,rekognition,L arry,6,0.0,0.721,ok
505063,Await Further Instructions,2018,rekognition,AWAIT FURTHER\nINSTRUCTIONS,26,1.0,0.537,ok
547055,Threshold,2016,rekognition,THRESHOLD,9,1.0,0.548,ok
636515,Hidden Mother,2019,rekognition,huluWEEN\nFILM FEST\nHIDDEN\nMOTHER,32,1.0,0.606,ok
653537,Whispers,2019,rekognition,,0,0.0,0.552,ok
772603,Money,2017,rekognition,BLUELLES ENTERTAINMENT\nCORTOMETRAJE\nINTERACTIVO\nMONEY\ntu ELIGES QUIÉN PAGA\nUN CORTO INTERACTIVO DE ALFONSO GARCÍA ESCRITO POR VINCENT BLONDE\nGEOFILMS\nLIDIA MÉNDEZ ، CARLOS HERRANZ F TOMAS MARTIN\nNEW\n-,200,1.0,0.923,ok
974046,House of White Spiders,2010,rekognition,"Meet Stephen Kramer...\nHe's young.\nhe's talented,\nand he's\ngoing to\nspend\nthe night\nat the\nHOUSE\nOF WHITE\nSPIDERS\nGod help him.",127,1.0,0.704,ok
976209,Midnight Thirst,2016,rekognition,DEANNA\nKAITLYN\nCOVEY\nMESKE\nMIDNIGHTTIRST\nWRITTEN & PRODUCED BY DAN PAZ DIRECTED BY DEANNA MESKE,95,0.0,0.845,ok
77677,Escapee,2011,rekognition,ESCAPEE,7,1.0,0.464,ok
94910,Magnificat,2011,rekognition,MAGNIFICAT,10,1.0,0.564,ok
207475,The Ouija Experiment,2011,rekognition,OUIJA\nEXPERIMENT\n142 4647800\nTHEY THOUGHT IT WAS\nJUST A GAME,60,0.6667,0.502,ok
259675,Belly of the Wolf,2013,rekognition,"BELLY\nOF\nTHE WOLF\nOCEANSKY PICTURES REAL MARK FISHER\nFINN WORRELL JIM CHICK MANA ELSEY\nSPROX BENNET MAPLES 4 JOSUEN MARIN , PAUL PEARSON PEDIO KSA EILEEM ALOOUS I STEVEN HALL\n-\nJOHN FRSHER TERESA ISLS BILL ECL NIKE MARKESSHER\nPROCESS",233,1.0,0.795,ok
343674,Gerald's Game,2017,rekognition,GERALD'S\nGAME,13,1.0,0.576,ok
356486,Lumberjack Man,2015,rekognition,LUMBERJACK MAN,14,1.0,0.527,ok
384756,Rabid,2019,rekognition,Laura Vandervoort\nRabid\nin\nA Film By The Soska Sisters,54,1.0,0.481,ok
472015,Hunting for Shadows,2016,rekognition,HUNTING\nStudows\nA DAVO HARDY FILM\nSAGE AMETHYST MATCHETT\nSAGE GODREI\nPAUL MERCURIO\nSEPTEMBER 2016,97,0.3333,0.665,ok
487439,Itch,2017,rekognition,"A SEAN KELLY FILM\nOFFICIAL SELECTION\nTHE BLOOD IN THE SNOW\nCANSDIGN FILM FESTIVAL\n2017\nSEAN KELLY PRODUCTIONS PRESENTS IN ASSOCIATION WITH ETARCENTRAL FILMS ""ITCH""\nSTARRING MAN C. OWYER\nOLDIT STARKING WERNER ARTINGER AND LEAH RADDA\nMAKE LE AND SPECIAL TO TRICEA LEAÑO-ROSOS KTORY ГОСТОВ NATALIA LOPEZ-WOODSIDE\nDE - AND EDITIONS KEVIN PETTEGREW ORDGENAL SCORE EVERETT DUDGEON\nEDITIONS JONATHAN CHIOVETTE AND SEAN PATRICK KELLY STILLA NOEL ARAQUEL\nDIRECTOR OF PHOTOGRAPHY DENNES HINGSBERG\nEXECUTIVE PRODUCER DAVID HOLLANDS\nPRODUCERS DENNIS HENGSBERG AND SEAN PATRICK KELLY\nWRITTEN AND CORECTED DT SEAN PATRICK KELLY",613,1.0,1.229,ok
682809,Under the Table,2011,rekognition,"DINNER IS SERVED.\nUNDER\nTABLE\nGLASS CITY FILMS au . BARREN CALLAHAN\n""UNDER THE TABLE""\nDANIELLE DOLTSCH SASHA CRISHKOY DANCE - COLE SIMON\nMITH PAUL E MARTINEZ - BRAN AMIDE CONK SARAH GRANT oz ELLEN GREEN\nPRODUCTION DESIGN . ASMLEY ANN VOOSS COSTUMES F STEFIN STEREAL - SPECIAL MAKEUP EFFECTS . CHRIS DE FACE FL\nCINEMATOGRAPHY - JOHN KLEN EDITED e NIKE MOLENDA SOUND . MATT BUNA PRODUCED F JUHK KLEIN\nWRITTEN A DIRECTED . DARBEN CALLAHAN\nwho - WITH\nM\nc200 GARREN GALLAHAN . GLASS QTY FLUS\n900600\nWWW.GLASSOITYFLE.MS COM\nUNDER THE TABLE""",534,1.0,1.134,ok
748251,Vamp Bikers Dos,2015,rekognition,vamp Bikers\nDOS,15,1.0,0.597,ok
861413,A Dream...,2012,rekognition,"When reason sleeps it gives birth tormonsters\nA Dream...\nLOPDELL GALLERY, ALICKLAND JUNE He 10 AJUST 5ch 202\nAcided Seed\n- - . SPAIN un F - CAMERON en - m nanz\ncreatissynz\nby . TALKING - . UN\n- COMMUNISTA ESTRATE PRODUCTIONS\n- TRANS KAIXA\n- ADALAN CONI FACE",257,1.0,0.999,ok
940187,THE INQUISTION,2019,rekognition,t\nINQUISI\nMMXIX BY B18&UP FILM PRODUCTIONS. ALL RI,50,0.0,0.563,ok
972244,Darkness of Day,2010,rekognition,SCARBANG CASEY AGER DE MATT DYNCH\nthe Vampina with One For The Light\nDarkness a of Day\nPrepare to be Sucked.....In!\nPISSESSED BAND PRODUCTION AS STARRING AARON SPRINGFELD DONTE BROWN EAC HINOJOS MEGHANMARCHAND VERONICA KELLY\nLINDA MCDUADE AND JASON SPRINGFELL MISC BY DARKER DAYS TOMORROW THE SIREN PROJECT COLD DRIVE DE BRUCKE AND\nDIRECTED BY AJ AGER OM\nRESTRICTED\nR\n- 2 SECURITY\n- - -,386,1.0,0.942,ok
748589,Housesitter: The Night They Saved Siegfried's Brain,2020,rekognition,HOUSESITTER...\nThe Night They Saved Siegfried's Brain\nThere's a party at Docs\nand it's B.Y.O.B.\nbring your own brain!\nRSMT PRODUCTIONS DA HOUSESITTER LTD PREMIUM\nHOUSESITTIR_THE NIGHTTHEY SAVED SIEGFRIEDSBRAIN\nRICHARD E GASPARIAN DENOVE VESS DAVID KARSTEN HOLLY KAPLAN NOT PETER STRONG\nKENK PRODUCT\nPRODUCTIONS RICHARD GASPARIAN SCOTT AND ROBIN KOYEN GUITTEAU\nTHOMAS\nMARC\nNUYEN\nMEICHE\n- ROBIN NUYEN,398,1.0,0.811,ok
