id,full_ocr,n_lines,n_words,mean_conf,latency_s,error
470713,"THE
B
MAYHEM
Alla talar
SVENSKA
Nis 8-6m presents . Nis Hirgestam Production ZOMBIE WAYHEM
Starring E REMAS NILSSON, LINA SCHER LNUS CEDERBLAD. PER-CHRISTIAN JOHANSSON
Photographed and Edited by No Hargestan and Lna Facher Special FX by Nils Hargestam
Music by Jonas Helberg & Magnus Haraldsson, #Galer, Johan Cedmar Brandsted Producer LINA FISCHER
Produced by SAXSL PARENS FORBANNELSE Nis 8-8m, Written & Directed by NLS HARGESTAM",10,66,0.7863,1.739,
470718,"MUTANT APOCALYPSE
IN
DRUGFUCK DEATHCAMP",3,4,0.987,1.673,
470719,The Promise,1,2,0.999,1.089,
470720,"TOMAS HANSEN
ROBIN ANDE RSSON
NICOLINA MAMLIN
ROBIN MOLLER
JOAKIN JOHANSSON
Jag ar ju alideles för upptagen med att knarka ju!",6,21,0.8045,1.408,
470821,"VAMPIRE
CLAY",2,2,0.977,2.009,
470843,"Sinista
Sinista",2,2,1.0,1.623,
470859,STORYHIVE,1,1,0.9926,0.623,
471313,"M IS FOR MAIL
WRITTEN AND DIRECTED BY PEDRO SANTASMARINAS
""DON'T BREAK THE CHAIN""
STARRING DANIELA LOVE . IVO LUI
PRODUCED BY INÉS DE CASTRO 4 JOSE PEDRO LOPES (ANEX082)
CINEMATOGRAPHY BY INES DE CASTRO I ART DIRECTION BY ANDREIA LEANDRO
ASSISTANT DIRECTOR ANA ALMEIDA
SOUND AND MUSIC BY DANIEL MOTA
THE ABC or DEATH 2 COMPETITION",9,57,0.8959,1.342,
471315,"DE
PEDRO SANTA SMARINAS
SEODIA CHEGAR
ADRIA SÁ
FILIPE VARGAS
DAI ESMAE I PP APRESENTA
""SE 0 DIA CHEGAR"" COM ADRIANA SA a FILIPE VARGAS
DIRECÇÃO X FOTOGRAFIA RAUL SOUSA I DIRECÇÃO R ARTE ANDREIA LEANDRO
ASSISTENTE DE REALIZAÇÃO TIAGO FILIPE GUEDES I SOM PEDRO ANACLETO I BANDA SONORA ALEXANDRE BRAGA
ASSISTENTE X IMAGEM MARIANA GOMES I EDIÇÃO PEDRO ANACLETO 1 SUSANA FERREIRA
GRADING JULIANA VAZ CONSTANTINO
ARGUMENTO INES DE CASTRO . PEDRO SANTASMARINAS
PRODUÇÃO SUSANA FERREIRA I REALIZAÇÃO PEDRO SANTASMARINAS
ESMAE - colorfoto
CONTINENTE
Dictures
ADEGA
*******",18,87,0.8572,1.084,
471331,"PURIT
JAGANNADH FILM
PAISA
VASOOL
THE
and
June
THE
M
PURI JAGANNADH 11 VANANO",10,14,0.6173,2.31,
471382,"CINEMA DELL' OSCURITÀ
un film di
CHRISTIAN GENZEL
con
GUNNAR TITZMANN
STEPHANIE LEXER
LENA LEITNER",7,15,0.9977,0.659,
471445,MOTORRAD,1,1,0.9178,2.234,
471469,"ESTIMATED
-
sexio
WITH
II
yor
NY
Il
GAME 21
LUS
E
-
All
4
\
A
S
THINGS
Grogo
SKSOB 2)wo)
Problems Vijay Chilla & Shashi Devireddy
- Directive 24 Mahi V Raghav
- Andah Therun Kumar
-
-
Shr Shravan Katikanend
Sabbant know line Monaka Nigotive Sabband - Sync Cinema (va Motion Studios",27,54,0.3947,2.347,
471498,OXYGEN,1,1,0.9868,0.947,
471533,"SUPERPOWER
Kim Hyejun I Lee Youmi I Kim Siwoon I DIRECTOR Kim Sooyoung
Dong H. Kim I Park Dusghood I ATTO Cla I an Xia Jinying
ORIGINAL MOSTC Man Yorm I SOCIED Rhys Kibwa I COLORIST Sob Byungwook
-
3065VIM",6,40,0.6475,1.406,
471562,"J68
891
ИПОН",3,3,0.3634,1.812,
471714,"S
Leckmi Sometales are better wold",2,6,0.5468,1.291,
471852,"um filme de PATRICK MENDES
A HERDADE
DOS DEFUNTOS
Cláudia Jardim I Victor Gonçalves I Pedro Lacerda Tiago Barbosa
Escrito, produzido 0 realizado por Patrick Mendes
Direcção de fotografia Paulo Abreu: Art Directing Anibal Santos Montagem Cláudia Rita Oliveira:
Som . Mistura Carlos Abrou Caracterização Rita de Castro:
Pós Produção de magem João Pedro Gomes: Correcção de Cor Andreia Martins
Design Grafica Francisco Free",9,64,0.8469,2.213,
471891,"FANTHSPUH
PRODUÇÕES",2,2,0.7229,1.647,
471918,"DANIEL LEHMUSSAARI COLLECTION
""En splatterfylld Slasher som
förverkligats av Norrlands svar
pá Dario Argento""
DEATH
ACADEMY
EXTREME! 2 DISC
LIMITED EDITION
SICK FILMS",9,23,0.9394,1.218,
471925,"Entrei III
Fizeram ao do Verão na da 13 Volta da 2 A
Saber Sexta-leira PARTE
Hora
Vingança
dos Jogos Mortais de Halloween",6,22,0.9003,2.237,
471927,UST,1,1,0.7121,1.027,
471974,"1(4
****
Ji
THE
OFRIK
and
A",7,7,0.2836,1.753,
471978,"DVD
!
!
BE
INE DO NOT CROSS POI CROS
NOT CROSS POLICE LINE DO NOT CROSS",6,16,0.7565,1.554,
471986,"STRETH
**
Re
All
A 9 S CENTER STATE S",5,10,0.2251,3.58,
471988,"AL
g)
****
WY ***
# a 9 E SIGNATURE
KEY
BE * E THE # 3",7,17,0.26,1.356,
472123,,0,0,,1.036,
472185,"um filme 100% barbosense
Wind Of
entrei
em
pânico
ao saber
M
0 que vocês
fizeram na
sexta-feira 13
do verão
passado
NEC
ROFILOS
Production",15,25,0.799,1.286,
472228,LART DON,1,1,0.1642,1.115,
472242,,0,0,,1.848,
472254,"THE
RESURRECTION
OF
MICHAEL MYERS",4,5,0.9631,2.553,
472258,"EN GRAV
FOR JIMMY
CUSTBIN PICTURES PRESENTERAR ""EN GRAV FOR - NICKLAS WALLEN LARK PETERSEN
MUSIK SIMON FRODEBERG FOTO MARKUS WALLEN PRODUCERAT - WALLEN BROS REG# DAN REJMAN
REXOMMENDERAC ALDERSGRANS 15 AR PGA VALO - KOPIOSA MANGGER FULA ORD",5,39,0.7856,1.55,
472388,"SHADOWS
VALLEYOF",2,2,0.968,0.768,
472480,"MIMES
Starring
Sarah Giercksky
Xander Turian
Anne Visuri
A short film produced by the independent film group ""Popcorn short Films (Dweten)'
Written and Directed by Sarah Giercksky
Edited by Xander J Turian
Director Of Photography - Xander J Turian
First Assistant Director - Maria Sol
Second Assistant Director - Linnea Gillberg
Third Assistant Director - Amanda Lindblom
StediCam Operator - Mikael Johansson
Camera A - Nathalie Gustafeson
Gaffer - Jelena Jovanovic
Sound Engineer - Jon JJ Watcher
Sound Assistant - Anna Starrin
MUA- Nathalie Gustafsson + Amanda Lindblom
UnCUT
POPCORN SHORT FILMS
UND FILMPRODURTION
Sweden
OPEN
PRODUCTORS",24,97,0.9219,2.537,
472621,"YEARS
ANGIE YULIA SHEILA MARCIA BRAYN McKENZIE AJI ALFARENT AULIA SAVIRA
A KOYA PAGAYO FILMS
HANTU
JERUR PURUT REBORN
BANGKIT DIBIOSKOP14SEP2017 DIBIOSKOP14SEP2017
-
ACTUALS
-
ARE
8
AND
aven
RENDO
COME
www.digital6immedia.com",16,32,0.6562,1.443,
472668,"1/6
P
#
the
33",5,5,0.2642,0.906,
472689,"RHN
8
:
1",4,4,0.533,0.849,
472746,OF,1,1,0.0927,0.978,
472876,E WOZ,1,2,0.4548,2.737,
472964,"THE LITTLE GIRL
WHO WAS T00
FOND OF MATCHES",3,9,0.9648,0.706,
473353,"PRISON
PART ONE
P",3,3,0.7838,0.79,
473574,"SULE
DEWI PERSSIK SAIPUL JAMIL
ARWAH
KUNTILANAK
DUYUNG
8 DESEMBER 2011",6,11,0.9961,2.968,
473647,"THE OUTER LIMITS:
SANDKINGS
""THIS ONE
IS TERRIFIC...
SCARY,
CREEPY STUFF.""
- -The Hollywood Reporter",7,13,0.928,1.884,
473716,"YALÇIN GÜLHAN
EMEL ÖZDEN
FOREIA EDE NO REAN HUR CREDIT
19616 HAGE 23 ORDER
11 YHAN SUMMIS NUKAN KIMBOST
the TUN RNT NEOP TERIDE
I
VE
AYFER FERAY
PRODUCT FOR
MUFIT LIOZ
CAMBA
ORHAN KAPIO
IDARIO
VOLKAN KREHAN
RENKLI
-
KORKUNC
TECAVÜZ",19,42,0.5372,2.299,
473729,"of
%",2,2,0.3138,2.299,
473741,,0,0,,1.421,
473972,"DOG PRODUCTION in association with DAMAR PUTIH PRODUCTION
PRESENTS
1
UK Short T In By Ant TANG Abimanyu AN
DIRECTED BY AME Abimanyu PRODUCED BY aryo Nugrahotomo CAST Andn Marlina Fany Zanuar Khansa Fadhilah
EDITOR BY Aril Masriarisyah Das MAKE UP Pragita Karuna Khansa Fadhilah
SCRIPT BY ARE Abimanyu CAMERAMAN BY Art Mashancyan Day An Angio THANKS 10 Bayo Sabria Chinba Ayuning Rendy X
SUPPORTED BY GRAHA SINEMA UNTAG SURABAYA",8,68,0.782,1.295,
474279,THE DEVIL'S KNOT,1,3,0.982,1.033,
474344,MURDER,1,1,0.9996,0.574,
474463,"That Night
Changed you And M",2,5,0.771,1.173,
474499,"ORD
TALL
DU
so,
1
it
a
of OHI st &
-
****** 3254
-- .",11,16,0.3381,2.721,
474698,"TÜRKİYE'NIN
ILK 4DX FiLMi
SiCCiN4
FILM
SUNAR
UNITED
80033
MITM - THE
01.09.17",9,13,0.5841,2.952,
474714,"SENARYO M FONETHEN
GOKHAN AKSU
TPEK SIVERY CODE
BALAMIR EMPER
SEMUR
şeytanın kabilesi
ow
SING
a
DON
and
-
YEARS,
-
I
MC
-
8
-
-
Gan
a
ISSUED
-",24,31,0.4837,2.19,
474801,EROS PREVAZiLAZi SMRT,1,3,0.815,1.761,
475249,"Christmas
Blood",2,2,0.658,1.534,
475254,"CERULIA
-",2,2,0.6353,3.022,
475330,"TAS
HOROSCOPE
THE VOICE FROM FELL
SIN
IM SENG
MA
WINNER'S ENTERTAINMENT LIMITED
BOB & Partners Co., Linited
- Mader / - -",9,22,0.5658,2.665,
475413,"Tada
de Los
ientes
(TOOTH FAIRY)",4,6,0.8185,1.853,
475433,"at
ANDRE KAPEL
THAIS S'IMI
FERNANDO PAVÃO
NICOLAS TREVIJANO
SAMANTHA DALSOGLIO",6,11,0.8034,2.061,
475449,"sozinho
&",2,2,0.6727,1.834,
475589,"UNA PELICULA DE ROBERTO SANTIAGO
LA COSECHA
(2014)
KIMS FOCIALES JERY USA BARK SELLA MARIZ SAM MAA VILA FIRESA MARRIZ MANI RESEARCE
RABIE VALUE SANY DATE 15:92 STREET LANE PORT MARIAN an MAIL
ase
AIX
ABILAR
MARRIA
AMANTXA ZABATE
YEARS
aus
MAILA
VISAS
ESTUANA
1992
- - CHARGE REGARDLY
- - CARTAGE LA 202064",18,53,0.365,2.178,
475899,ДО П,1,1,0.1047,1.81,
475930,"KNIFE
+HEART",2,2,0.964,2.463,
475969,"HiJO El DE
GRANDE
g",3,5,0.5739,1.06,
476047,"II MB R P
DO
LENGTH FILM COLLECTION BY DAVID FIRT",3,11,0.7668,1.568,
476122,"1
L'ECOLE MAUDITE
RESERVE AUX ADULTES
ПААНП",4,7,0.838,0.873,
476126,"Um filme de
NEWTON UZEDA
| MBEACH I
MONICA MATTOS
RODRIGO FREIRE
NEWTON VIEDA - COMBEACH - MONICA MATTER . - FREIRE
imple - products por NEWTON UZEDA - expire por MAGRO ***** - NEWTON ...... . - FREISE
- + - RENTOR ***** - - "" MALHO - - exerciente - products BRYAN . MARTING
measurem SAITY LEITAS . BRYAN - MARTING . - - BRYAN - MARTING
aditado - NEWTON .....",10,73,0.6149,2.661,
476268,"2
L'ENFER DES INFIRMIERES
NISHIRA,
ANIGUCHI,
RESERVE AUX ADULTES
FILMS",6,10,0.752,1.187,
476565,"UNA
COMEDIA
МАСАВЯА",3,3,0.9843,1.477,
476596,,0,0,,1.631,
476609,ERS,1,1,0.7404,2.41,
476720,"KILL
PIRACY
ultra
DVD
ORIGINAL
-
@ Rs.69/-
KANTI SHAH'S
A
DIRECTED BY : KANTI SHAH
WRITTEN BY : BASHIR BABAR",11,21,0.925,1.944,
476807,"IIIO
AMALANHIG THE VAMPIRE CHRONICLE",2,3,0.4795,1.062,
476819,"AR ⑉⑉ RY# ** ** ***
6.4 BUR REE ***",2,10,0.5756,1.67,
476839,"SABATH
the",2,2,0.5562,0.722,
476914,"LIBHOOT
HAVELI
DIRECTED BY : ROJA
PRODUCED BY : MADHU PUROHIT",4,11,0.8691,1.119,
477033,"ERREMENTARI
the blacksmith and the devil",2,6,0.987,0.657,
477045,"-
MARS ENTERTAINMENT TONY SOUZA
THE
FINAL
SOMETIMES WHAT YOU SEE
OTHERS DON'T.
EXIT V
22ND SEPTEMBER
DMMANIL MENTA RANA
I
KUNAAL ROY KAPUR
I
BRANATE
-
-
-
CAPADIA
.
am
MATRE
I
ART
SINGH
-
DONS
LLF
AND
PANT
-
KUMAL
BHAN
A CARNIVAL MOTION PICTURES RELEASE",32,49,0.6976,2.463,
477057,"RUSCHEL
produção da CINEMATOGRÁR A SÃO JOSÉ DOS CAMPOS
CARADE FOGO navela
AFONSO SCHMIDT
com lucy reis . anamaria nabuco - gilberto chagas
AX
eugenio kusnet
e apresentando 0 garoto josé de Jesus
participação especial de MILTON RIBEIRO
and",10,38,0.8194,2.493,
477091,"30%
H&R
KAALA
MANDIR
PRODUCED BY : ARVIND J. AGARWAL, DR. DINESH K. DARAK
DIRECTED BY . HEMANT-KAMAL MUSIC : DILIP
JAVED KHAN, NEELAM SAGAR, NEELEEMA AZIM, NEELAM MEHRA,
SURESH OBEROI, SUDHIR, SHAKTI KAPOOR, KISHORE BHANUSHALI",8,36,0.9018,1.291,
477106,"HEM
SAIDHAM MOVIES
PRESENTS
SUNSAN MAHAL
MUSIC SOURABH MUKHERJEE
STORY, PRODUCED & DIRECTED BY OM PRAKASH SHARMA
PRIYANKA, USMAN KHAN, KRISHNA, KIRTI SHARMA",7,23,0.9529,2.67,
477115,"YAS
PRICTOR . RAFI
MUSIC
.
VIJAYANAND
PRODUCER DINESH SALGIA
IUDAIL",7,11,0.7595,1.869,
477116,"MKB
FILMS
KABRASTAN
A FILM BY MOHAN BHAKRI
MUSIC UTTAM JAGDISH
PHOTOGRAPHY ARVIND BHAKRI",6,14,0.9014,2.571,
477187,"DE ROS PRODUCTORES DE
AFTERSHOCK.
THEGREENINFERNO
TAYOCKKNOCK
E L
GUILLERNO AMOEDO
HABITANTE
NO LO DEJES SALIR
1 BH(1) - and PROXIMAMENTE Ell bilim 0 -",9,24,0.663,0.988,
477266,"KIMSE SANA YARDIM EDEMEZ
YAZAN ve YONETEN
MEHMET ALI ZAIM
KAPIDAKI
SIR
SIAR ZAIM
NATALI KAYOVA
MELEK ORHANOGLU
ASUMAN ZAIM
- ASUMAN 2AIM seen MURAT FILDIRM Main FORETHEN 2008 BROTHERS THROMO YONETHER DNIR MALAX
- a 1700 BAX AZAK PENK NAME 2AIM BROTHERS studys MICK SKINDER DRANNOGLE SAMAT relation AYUN ARAS
AOSTON MAY PAINE PRODUCEDYON we MURAT - an am - BEFORE state as ZENEP -
ZAIMBROTHERSFILM - an DOOAN ADNOCLE an with RECORT KAYA as DAN BECKERS SEE WE an DATE INK
MC",14,81,0.5557,1.305,
477284,"MEZARLIK
Fuat YILMAZ
NAME CAMAN SEYSITAN
Monet - - Does Bang Com Fabrie - - Date - lifter
-
CAN
D
-
.
Operatory
EYFY
$
18MAYIS
Because
DERIN",15,28,0.4618,2.997,
477299,"HER
CANLI
OLUMU
TADACAKTIR
ERGAN
MORG
YAKINDA SINEMALARDA
A - N -",8,12,0.6572,1.675,
477440,"БИЛЬ
y
why -
- Read' - Spied Same, FIRS, MARICU
- - - - LEGAR - - -
- disease $ - Serub - sunde Miss - - Agent
-
-
may
legal
-
PRISKS
PINES
0
FUDO
1
quan
I
EXAMINA
1 - wrogo Nationale",20,47,0.4343,1.762,
477467,"DEPOIS DO SILÊNCIO
""DEPOIS DO SILENCIO"" com AGATA PINHO, DANIEL VIANA, PAULO CALATRE. ANTONIO SIMÃO, CUSTODIA GALLEGO
realização, argaments, integrafia GULHERME DANIEL direcção de arte RAQUEL SANTOS
som directo PEDRO MELO caracterização CATARINA SANTIAGO réritos repectats JOAO RAPAZ
mastagem TIAGO COSTA per produção de - JOANA NEA BRAGA música PEDRO ROCHA
producto CULHERME DANIEL, RAQUEL SANTOS 2017
]>|:
:",8,59,0.7539,1.446,
477689,"LA NOTTE ETERNA
DEL CONIGLIO
un film di David Fincher
Naomi Watts Clive Owen Takeshi Kaneshiro Brian Cox
Dean Jones Amy Irving Robert Englund Penelope Ann Miller",5,27,0.9669,1.959,
477810,"ESTELLE
SOPHIA
LINDEN
LATJUBA
WT
- - soyme NAME - any Christion
MEREKA
MERIKA ADA DI SEKITARMU",8,17,0.6527,3.364,
477813,"THE FARM
EN VEETTU THOTTATHIL",2,5,0.9986,0.828,
477982,"DE
VISIUM INDUSTRINAL
FAI
TheYhrid Premise of Two New BN M
Promi with THE
In Possession
An evening of lond memories turned into IN night of
bar.
Lash Hall
Starring
Starring
SUSAN GEORGE
CHRISTORHER
GASINOVE
PA TRICK MOWER
CAROLINNIES",16,39,0.585,3.676,
478045,"JULIA HARTMANN BERNHARD PIESK OSKAR VON SCHÖNFELS
JENSEITS
DES
SPIEGELS
RIGHTS DO spaced EN FOR PRODUCTION
BARTWANN PEDI BOX a SCHONFELS PETRA ISSUE
POSICE 30 JERS PUBLIC - MARIOS 119 FELBERT - NEW - as
can LABS - - me as CHRISTOPE WINKS GLANDER - - - YOUR SPECIMENS
as PELIP CANGE - DANIELA - 00 am - NES
make * BARRER as INTERT DURCH NO. STATES RESTER (N)
NDR
nordmedia
----",13,72,0.5134,1.407,
478149,"UHI
3",2,2,0.3932,0.654,
478161,"08/1/02
M
:
* 1
FBO 28 I
.
****** = 20 PM EE MIFE . ****** MIK MIS
.
E T
10 5
-",11,24,0.3666,2.033,
478179,"NORMA VILA
DREAMS
DIE
BLOOD IS
ETERNAL
uled ct
/ POLLAN
ASSREURGOTA
-
-
name
DEMETERRING
socora LORO",13,17,0.5276,1.301,
478202,"WAST
SA",2,2,0.5835,0.995,
478204,"MASSICH LIVEL LOCA DAVIL COSIC JOOLE BERCKMANS & JACKIE BERROYER
and REPH BARRE - = FSOR - JADE ANTON and ACHICLE URADERBAEEN
MUN once ML SEGADEN - RUCKE MALIEDIC & UNITE BLACK - VIAL NON
DIVID SCHERER WI XN FORNER - JOSENH the ANTRELME NYOS L UNSE PROVING",4,48,0.4346,1.27,
478282,"a
AND
SOV a. and
I , i
R
& <<<<<<<<<<<<<<<<<<<<<<<<<
-
- **** -
- Ell -- - SCAR -
E",10,22,0.3178,1.997,
478706,SPIRIT WARRIOR,1,2,0.9998,1.656,
478821,"RAYMA
DATO JALALUDDIN
SHAHRUL AMRI
SURIANA@AZRREENA
DRIS
HASSAN
FU AWG SABAN
HJ MOHO YASSIN
18.8.2016
WARIS
kau pemilik yang Abadi...
EXXXXXXXXXX
100 PRODUCTION
. 8600 - - PARABO 30 COL CASALERING 100 SALEX 22AM MAZURAR UABO -
40 E.M MOHAMAD
UNI MASAN C SARA un ASSW (M)
-
NO.
WULAN
CHAMAC
AZAL
RODM
AMDELAR HA
ADLABO 5 RECULLAR SKANDAR - FEW 0 SODEK
POLICE - SARAH N MATSAWAN openie 99. E FILAT - - BOULLAR ALMIN.RG
adidas - - - HIGH x a SAME",26,83,0.4761,2.935,
478954,"R N
DEVIL'S SKIN
- . MARE
**
R
*
****** it.",7,12,0.4959,1.346,
479001,"START WITH THE FINALE
IN THEATRES AUGUST 30
GogoL
A TERRIBLE
VENEGEANCE
......
3",7,14,0.8196,0.956,
479216,"MEHMET SELÇUK BILGE SUNAR/PRESENTS
INCUBATION
SENARYO PRODUKSIYON VE REJE/WRITTEN, PRODUCED AND DIRECTED BY
Mehrset Seliçok Bilger
DYUNCULAR/CAST
Dilara From Nor Extem Gokhan Tercant Stefani Terziyan Sercan Can Orge enigun
Sescie T maz Nihan arhan Sermin Elgun Karolin San Tunus Caglar Nicolas Jakubiak
Zeynep arkan
Doguhan Kasap Betigul Ceylan Ash Gokmen Midirim
Tasemier
your Hakan Eksen Abdullah Caliskan Engin Arif Gokge re Namek Takuboghu
ww KULUCKAFILMI.COM
5+
AS",14,66,0.672,2.347,
479365,"BELIAL'S
DREAM",2,2,0.9936,0.951,
479490,"YORK
HJEMSO",2,2,0.4106,0.759,
479636,"Debutantes
8T",2,2,0.6655,1.891,
479700,"MISTERIOS
DE LA
MAGIA NEGRA
Dirección MIGUEL M. DELGADO
Folografia VICTOR HERRERA Múdica JOSE DE LA VEGA
Argumentor Original $ Adaptorion USES PETIT DE MURAT
Dat.por por COLUMBIA PICTURES",7,29,0.8398,1.287,
479948,"K
Human meat - call starsed withing no asher and alid and
NO
Nakamara -
Named -- NO by Shigeyuki Pokumitsu
are
Free Kitchen
***
89:82 Lifes (RHIBS)
CAST
STATE
ese",12,31,0.4844,1.803,
480006,"THE
CEISBA TITA
LIBIRA
BOSALINA
SANDY
RISTAN
HANTU
SEI LADI
MOVIE
KATA ORANG JEMBATAN - TU BANYAK HANTUNYA
1
12 OKTOBER 2017
HSL
""100 sur - - on ""TREETE """"TRE
- a ""That SEE EN 16% , at was
MAR APPLE",16,40,0.5303,1.231,
480007,MATABATIN,1,1,0.9903,2.11,
480009,"GOWA PRODUCTION Asceinal PT.SENINAN FILM INDONESIA
$
Present
IM3
GUNUNG AWAKARAEN
SEBBB ESOK aDaLaH MISTERI
Expedisi Dimulail
SHP
9 OKTOBER 2017
Hanya di Bioskop
EMPLOYED - EMERGER IDEA EURL3 FLOL ROAD
UNITED GROWS LAURDWONT
-",13,34,0.5919,1.06,
480015,"MADHOUSE
MITCHEL
A WILDERNESS WITHIN HELL
AN
AARON DYLAN KEARNS
FILM
\
IIIII",8,12,0.8388,2.009,
480038,"CASO
ESPECIAL
emm
GLOBO
DIBUK,
,
-
19
DEMONIO
-",10,10,0.5756,0.646,
480204,"LAURIE CALVERT'S
MONSTERS
OF THE ID",3,6,0.9872,1.399,
480268,"OF
WORLOWIDE RELEASE
KANNADA FILM WITH ENGLISH SUBTITLE
U/A
pepip - . Mepeo Peteo he popping
772 augos - person . (ep help - -
people and wearings puper ppep coppe citys comp/Dop
pega ACORD per og pluse - person pipole - program
gega DID
Code
person
-
OP#
Em Eg
meet Happy
ama
propr 30%
NOT are
NOR
* as sopse *
open sauge (2 þos 13-01-2017
- as
pop (exp aspa op
сраде",24,75,0.3952,2.246,
480308,OF,1,1,0.0986,1.618,
480370,"HURROR
PANIC
COLLECTION",3,3,0.7943,2.418,
480459,"AMAVASKRAAI
PRODUCED BY
MUSIC
LYRICS
VINAY MAL HOTRA USHA KHANNA HASBAT JAIPURI",5,12,0.7363,3.252,
480461,"INSPIRADO EN LEYENDAS DE
GUSTAVO ADOLFO BECQUER Y OTROS MISTERIOS
LOS
RESUCITADOS
UN FILM DE ARTURO DE BOBADILLA
PAIL
ARTORIO
TONI
MANUEL
PASCRY
MAYANS
PUENTES
Mr
SANTIAGO
TALLAFE
I
SEGURA
RECRUM",18,31,0.7443,1.61,
480478,"-
NA
KHOONI
MAHAL
-
MOHAN BHAKRI ARVING",6,8,0.7314,1.622,
480529,"TO
<|D",2,2,0.2181,1.167,
480644,NSAAN SHAITAN,1,2,0.7318,2.018,
480646,COMPULSION,1,1,1.0,2.762,
480649,,0,0,,0.589,
480654,"RAMSAY MOVIES
pilh
AAKHRI
CHEEKY
Diss",5,6,0.5025,1.138,
480656,"A
and",2,2,0.105,2.178,
480661,"TIU
h
as
KHOFNAK
MAHAL
MUSIC
DIRECTE 0 BY
SUSHIL VYASIUSHA KHANNA",8,12,0.7767,0.751,
480812,"OHMKAR
RAJU GARI GADHI 2",2,5,0.9797,1.367,
481084,"AN
THE
ADDAN NO",3,4,0.6702,1.993,
481415,"DEVIL SEX LOVE
NEWER ,
KKK
E D DD
TO
THEREE
******
711
TAL
**1
EX
***
**
RECEIVE
***
*****
1
III
-
BURRETAGES",20,25,0.3823,2.834,
481564,"MIHREZ
CIN PADIŞAHI
17 NISANDA SINEMALARDA!
Syahma",4,7,0.7587,2.111,
481566,"RICK BLAIN ABBY MUNRO MUSIC BY GERMAINE LIU KATHLE
ROLINE BURTON AMANDA SILCOFF
RECORDED AND
MIXED BY
ALAN
DUCERS NATE WILSON ELLIE ELLWAND DIRECTED BY NATE WILSO",6,23,0.9,2.305,
481567,"- 0
HUDDAM
-- an - una and 2000 and and
used
nve
HATAR
$",7,15,0.4414,1.476,
481789,"GHOST B BRI
- - - -
-",3,7,0.375,2.092,
481877,"CREATURE FROM THE LAKE
00
6",3,6,0.6875,0.972,
481899,PART TWO,1,1,0.8661,0.702,
481931,"-
alright.
One Hell ofa Party.",3,6,0.8996,1.757,
482182,DARWAZA,1,1,0.5285,1.841,
482189,"GHUNGROO
KI WAAZ
Pa3 31101g god
give prigit
elditive
may
niepj RWD
PRESTERIA",8,13,0.3803,1.538,
482191,"DEPARTS
DAY 100 6
YYOX
total
ibha BDC 72 CR",5,10,0.2586,1.903,
482203,"60L ACHRA PRESENTS
SHE WAS BURIED.. BUT ALIVE
1
RAMSAY
ENTERTAINMENT'S
GHUTAN
get
PRODUCED & DIRECTED BY SHYAM RAMSAY
ASSOCIATE PRODUCER: SASHA RAMSAY EXECUTIVE PRODUCER - SANDEEP SANCH MUSC: VSHIAMA DXT
CYRCS: : BRAHIN ASHQ CINDINATOGRAPHER: SANGU RISE ART: URBANT DESHMUCH",10,37,0.696,1.175,
482214,".5141
KIRAN RAMSAYS
DIRECTED BY KESHU RAMSAY
VICE BAPPI LIEIRI name EUMAR RAMIAT PRODUCE If RESIMA RAMSAY",4,17,0.6618,1.596,
482221,"DOLL
THE",2,2,0.9998,1.878,
482233,"DEEPAK BAHRY'S
HUM
SE NA
TAKRANA
I
MUSIC
LYRICS
WRITTEN SYLLETS
LAXMIKANT PYARELAL ANAND BAKSHI K.K SHUKLA",9,17,0.8457,1.225,
482234,"PRO NISHA DUCTIONS
REES
SAAL BAAD",3,5,0.7442,1.779,
482236,"1.7.
mystemous story
Please Come Back
28 WOMA IZING WR !
LIFE",5,11,0.6185,2.028,
482241,"IT
MR IR By
torone
-
SNAKE MONSTER",5,8,0.4374,1.708,
482242,,0,0,,3.687,
482244,"BLACK
Nightmare
DE",3,3,0.7199,1.263,
482247,### Bussa,1,2,0.2695,1.959,
482257,"THE CASE OF THE SPIRIT OF BANANA
HCK
#
S
MR",5,11,0.572,1.065,
482259,"E
THE FLIRTING GHOST
HERE
CHINA STAR ENTERYAINMENT GROUP
32",5,10,0.5828,1.979,
482335,"WOHI
BHAYAANAK
WRITTEN B. DIRECTED BY
VINOD TALWAR
RAAT
PRODUCED ""
-
FROMAR - YAIWAQ SUBINDER конц PAPPIE",8,18,0.5225,1.846,
482337,"new PENIS CUSTBA ATL I use ***) . amount
: I :
I .
:
PAISA
AM -
LITE NNS",7,20,0.4289,0.99,
482352,"ON
OLX TeRROR Л
1.5%
MODE
RN will",5,7,0.4416,0.88,
482354,"Barring A
the DLEUNDLEUNGHON MAN ***
W
JH C
GHOST TIMELESS
58
XXII
directed by DAVID LEUNG
For
20-MIN",10,17,0.5037,1.888,
482366,"415
EI
**
THE AT #x HEE
****** 19 $
********
$
-
M
$ 50
# :",11,17,0.2445,1.599,
482374,"! ! *** ! ! The
TERM
M.
ann
! % ! %
REACE. CH
*** % * 14 IN
THE
MEST
EN
***
ACOS
04
**7*
1**
?
WAY",17,25,0.3129,2.079,
482377,"Й
HR
...
⑉⑉ 7@5 *R=
it
PM",6,8,0.3455,1.097,
482382,"E RJ
11
yes
Lili
:
31.
OF
HSM &
Coo THE PLOT
S",10,14,0.3289,1.259,
