id,title,year,model,text,chars,title_overlap_score,latency_s,status
743757,Blood Orgy of the Damned,2007,gemma4-31b,ABNORMAL ENTERTAINMENT & THE NATIONAL COMEDY THEATER PRESENT\nBLOOD ORGY OF THE DAMNED,85,1.0,1.38,ok
11908,Hatchet,2006,gemma4-31b,HATCHET,7,1.0,1.384,ok
28265,Lovesick: Sick Love,2004,gemma4-31b,LOVESICK\nSICKLOVE,17,0.3333,1.357,ok
28419,Hellbreeder,2004,gemma4-31b,"DOMINIQUE PINON LYNDIE UPHILL DARREN DAY\nHELLBREEDER\nThe dark side\nhas risen.\nAMERICAN WORLD PICTURES CAT N CASE PICTURES presents a film by JOHANNES ROBERTS James GAYES DOMINIQUE PINON LYNDIE UPHILL\nDARREN DAY TINA BARNES ""HELLBREEDER"" with NASH GAYES and CHRISTOPHER VERSLUIS JOHN RAGGETT PETER DOOSON\nR RESTRICTED\nProduced by JOHANNES ROBERTS James GAYES\n© 2001 The Dark Side Pictures All Rights Reserved\nDIGITAL",415,1.0,3.426,ok
53553,The Glow,2002,gemma4-31b,THE GLOW,8,1.0,0.508,ok
77050,Theodore,2009,gemma4-31b,LLOYD KAUFMAN\nIN\nA FILM BY DAVID SHERBROOK\nTHEODORE\nYOU'LL LOSE YOUR HEAD,73,1.0,0.772,ok
278267,The Dead Walk,2008,gemma4-31b,"THE DEAD WALK\n\nROADKILL CINEMA PRODUCTIONS\npresents\nIn Association with KALEIDOSCOPE ENTERTAINMENT GROUP ""THE DEAD WALK""\nStarring Chris Adler, Laura Moore, Bjorn Jiskel Jr., C.J. Swanson and William Markinson\nWritten and Directed by Michael Clicksboard\nMusic by AudioTaurus Sunders Film Editor Adam Thoralmus Production Manager Wanda Genth\nVisual FX Christopher Vantress Special Make-up FX Adam Thoralmus Director of Photography Stephen J. Jantz\nWriting Michael Clicksboard Produced by Adam Thoralmus\nComing to a shelter near you\n2005\nROADKILL CINEMA\nThis film contains graphic content: Gore, Violence and Language",614,1.0,3.328,ok
165078,Legend of Hell,2012,gemma4-31b,OFFICIAL SELECTION WEEKEND OF FEAR FILMFESTIVAL\nOFFICIAL SELECTION MOVIE DAYS FILMFESTIVAL\nOFFICIAL SELECTION CINÉTRANGE FILMFESTIVAL\na film by OLAF ITTENBACH\nLEGEND OF HELL\nONCE IT WAS PARADISE\nDVD VIDEO\n15\nANOTHER WORLD PRESENTS,230,1.0,4.946,ok
225048,Evangeline,2013,gemma4-31b,EVANGELINE\nVENGEANCE IS DARKER\nTHAN DEATH.,42,1.0,1.336,ok
233194,8 Butterflies,2010,gemma4-31b,"LOSE YOUR MIND.\n8 BUTTERFLIES\nCONVERSE FILMS PRESENTS A PHANTASM MEDIA PRODUCTION ""8 BUTTERFLIES"" A SHORT FILM BY NICK MARCOSO\nSTARRING AMY SHE NAHAS CHARLES SCANDURA WITH JEX LAURENWARD MICHEL RED FRANK MIRO NICK ONVARDO CAROLINA V\nMUSIC BY CEREMONY THE CARNIVAL ELIOT SHARP",275,1.0,2.348,ok
286452,Varsity Blood,2014,gemma4-31b,VARSITY\nBLOOD,13,1.0,0.717,ok
300156,The Interrogation of Cheryl Cooper,2014,gemma4-31b,TOMMIE VEGAS SHANE RYAN BRITTANY BOCHART\nTHE INTERROGATION OF CHERYL COOPER,75,1.0,3.119,ok
302019,Crow Hand,2014,gemma4-31b,CROW HAND!!!,12,1.0,1.773,ok
387034,Nasty Nancy,2010,gemma4-31b,NASTY NANCY\nTHE SCHOOL... IS OVER!\nCASTRUM FILMS PRODUCTION\nA FILM BY SANDI MANCE\nNASTY NANCY\nNOVELA L. PETROVIC MARKO JURIC JELJANA SOLDO VALENTINA VUKOVIC BRANISLAV STOJAKOVIC\nJOSIPA SADO SANDI MANCE IVAN MATOŠEVIC PETAR PEŠUT MIA DURČEVIC HANA MILJEYIC\nAMO VERICA ŠALATA AS NASTY NANCY\nPRODUCED BY CASTRUM FILMS EX BY MIROSLAV LAKORNILIJA WRITTEN AND DIRECTED BY SANDI MANCE,377,1.0,1.859,ok
491649,Larry,2017,gemma4-31b,Larry,5,1.0,2.286,ok
505063,Await Further Instructions,2018,gemma4-31b,AWAIT FURTHER INSTRUCTIONS,26,1.0,2.168,ok
547055,Threshold,2016,gemma4-31b,THRESHOLD,9,1.0,0.406,ok
636515,Hidden Mother,2019,gemma4-31b,huluween\nFILM FEST\nHIDDEN\nMOTHER,32,1.0,0.55,ok
653537,Whispers,2019,gemma4-31b,WHISPERS,8,1.0,1.305,ok
772603,Money,2017,gemma4-31b,GEOFILMS ENTERTAINMENT\nCORTOMETRAJE INTERACTIVO\nMONEY\nTÚ ELIGES QUIÉN PAGA\nUN CORTO INTERACTIVO DE ALFONSO GARCÍA ESCRITO POR VINCENT BLONDE\nLIDIA MÉNDEZ * CARLOS HERRANZ * TOMAS MARTÍN\nGEOFILMS ENTERTAINMENT,208,1.0,2.187,ok
974046,House of White Spiders,2010,gemma4-31b,"Meet Stephen Kramer...\nHe's young, he's talented, and he's going to spend the night at the\nHOUSE OF WHITE SPIDERS\nGod help him.",127,1.0,1.164,ok
976209,Midnight Thirst,2016,gemma4-31b,DEANNA MESKE\nKAITLYN COVEY\nMIDNIGHT THIRST\nWRITTEN & PRODUCED BY DAN PAZ DIRECTED BY DEANNA MESKE,97,1.0,1.275,ok
77677,Escapee,2011,gemma4-31b,ESCAPEE,7,1.0,0.487,ok
94910,Magnificat,2011,gemma4-31b,MAGNIFICAT,10,1.0,0.573,ok
207475,The Ouija Experiment,2011,gemma4-31b,THE OUIJA EXPERIMENT\nTHEY THOUGHT IT WAS JUST A GAME,52,1.0,0.843,ok
259675,Belly of the Wolf,2013,gemma4-31b,BELLY OF THE WOLF\nOCEANSKY PICTURES PRESENTS A MARK FISHER FILM STARRING FINN MORRELL JIM CRICK MAYA ELSEY\nSUPERVISING PRODUCER BENNET MAPLES MUSIC BY JOSUE M MARTIN ART DIRECTOR PAUL PEARSON PRODUCER EILEEN ALDOUS CINEMATOGRAPHY STEVEN HALL\nEXECUTIVE PRODUCER JOHN FISHER TERESA FISHER WRITTEN AND DIRECTED BY MARK FISHER,322,1.0,13.312,ok
343674,Gerald's Game,2017,gemma4-31b,GERALD'S GAME,13,1.0,1.464,ok
356486,Lumberjack Man,2015,gemma4-31b,LUMBERJACK MAN,14,1.0,0.576,ok
384756,Rabid,2019,gemma4-31b,"Laura Vandervoort\nin\nRabid\n""A Film By The Soska Sisters""",56,1.0,3.715,ok
472015,Hunting for Shadows,2016,gemma4-31b,HUNTING FOR SHADOWS\nA DAVO HARDY FILM\nSAGE AMETHYST MATCHETT\nSAGE GODREI\nPAUL MERCURIO\nSEPTEMBER 2016,101,1.0,3.881,ok
487439,Itch,2017,gemma4-31b,"ITCH\nA SEAN KELLY FILM\nOFFICIAL SELECTION\nTHE BLOOD IN THE SNOW\nCANADIAN FILM FESTIVAL\n2017\nSEAN KELLY PRODUCTIONS PRESENTS IN ASSOCIATION WITH STARCENTRAL FILMS ""ITCH""\nSTARRING SEAN C. DWYER\nALSO STARRING WERNER ARTINGER AND LEAH RADDA\nMAKE-UP AND SFX BY TRICIA GANG-ROSOS STORY EDITOR ASSISTANT NATALIA LOPEZ-WOODSIDE\nSOUND DESIGN AND EDITING KEITH RYLAND MUSIC COMPOSER EVERETT DUGEON\nEDITORS JONATHAN CHIOVITTE AND SEAN PATRICK KELLY STILLS NOEL ARAQUEL\nDIRECTOR OF PHOTOGRAPHY DENNIS HINSBERG\nEXECUTIVE PRODUCER DAVID HOLLAND\nPRODUCERS DENNIS HINSBERG AND SEAN PATRICK KELLY\nWRITTEN AND DIRECTED BY SEAN PATRICK KELLY",622,1.0,4.529,ok
682809,Under the Table,2011,gemma4-31b,"DINNER IS SERVED.\nUNDER THE TABLE\nGLASS CITY FILMS PRESENTS A FILM BY DARREN CALLAHAN\n""UNDER THE TABLE""\nDANIELLE DOBETSCH · SASHA CHICHKOUN-DANCE · COLE SIMON\nwith PAUL E. MARTINEZ and BRIAN AMBER · MUSIC BY SAMAN GRAH with ELLEN GREEN\nPRODUCTION DESIGN by ASHLEY ANN WOODS · COSTUMES by STEFIN STEBERL · SPECIAL MAKEUP EFFECTS by CHRIS DU FACE FX\nCINEMATOGRAPHY by JOHN KLEIN · EDITED by MIKE MOLENDA · SOUND by MATT OLIVA · PRODUCED by JOHN KLEIN\nWRITTEN & DIRECTED by DARREN CALLAHAN\n© 2012 DARREN CALLAHAN W/ GLASS CITY FILMS\nWWW.GLASSCITYFILMS.COM\n""UNDER THE TABLE""",570,1.0,3.221,ok
748251,Vamp Bikers Dos,2015,gemma4-31b,Vamp Bikers\nDOS,15,1.0,1.697,ok
861413,A Dream...,2012,gemma4-31b,"When reason sleeps it gives birth to monsters\n\nA Dream...\n\nLopdell Gallery, Auckland - June 16th to August 5th 2012\nA video installation by SHAUN GARTA featuring CHYANE CAMERON with STEG CLOWD\nFILMED AT TALKING BOOK created by KEVIN WHEELER\nPRODUCED BY CREATIVE COMMUNITIES & ESTRATA PRODUCTIONS\nSupported by Auckland Council Creative NZ\nWWW.A DREAM.CO.NZ | FACEBOOK/ADREAM.AMZ\n\nAuckland Council\ncreative\nkoolarrow records",422,1.0,2.809,ok
940187,THE INQUISTION,2019,gemma4-31b,INQUISITION\nMMXIX BY B18&UP FILM PRODUCTIONS. ALL RIG,53,0.0,12.159,ok
972244,Darkness of Day,2010,gemma4-31b,STARRING CASEY AGER AND MATT LYNCH\nHe's a Vampire with One Day in the Light\nDarkness of Day\nPrepare to be Sucked.....In!\nA POSSESSED HAND PRODUCTION ALSO STARRING AARON SPRINGFIELD DIONTE BROWN ERIC HINDOJOS MEGHAN MARCHAND VERONICA KELLY LINDA McQUADE AND JASON SPRINGFIELD MUSIC BY DARKER DAYS TOMORROW THE SIREN PROJECT COLD DRIVE DIE BRUCKE WRITTEN AND\nRESTRICTED\nUNDER 17 REQUIRES ACCOMPANYING PARENT OR ADULT GUARDIAN\nDIRECTED BY A.J. AGER WWW.DARKNESSOFDAY.COM,467,1.0,4.124,ok
748589,Housesitter: The Night They Saved Siegfried's Brain,2020,gemma4-31b,HOUSESITTER...\nThe Night They Saved Siegfried's Brain\nThere's a party at Doc's\nand it's B.Y.O.B.\n...bring your own brain!\nBSMT. PRODUCTIONS and HOUSESITTER LTD present\nHOUSESITTER... THE NIGHT THEY SAVED SIEGFRIED'S BRAIN\nWRITTEN AND DIRECTED BY RICHARD GASPARIAN DAVID KARSTEN HOLLY KAPLAN PETER STRONG\nPRODUCED BY RICHARD GASPARIAN AND ROBIN NOYEN\nDIRECTOR OF PHOTOGRAPHY THOMAS D. DENOY SCOTT GUTHRIE EDITING BY Marc Nuvin\nPRODUCED BY RICHARD GASPARIAN AND ROBIN NOYEN,471,1.0,3.111,ok
796250,Confinement,2022,gemma4-31b,CONFINEMENT\n\nSCREEN AND FILM SCHOOL PRESENTS CONFINEMENT\nPRODUCED BY WILL MORRIS WRITTEN BY TOM ROWE STORY BY MATT ALAIN BOYD & TOM ROWE\nFEATURING FREDDIE HILL & SOPHIA TYNDALL-BRISTOW EDITED BY PASCAL BAUER\nMUSIC BY MATT ALAIN BOYD DIRECTOR OF PHOTOGRAPHY GEORGIA CLARK\nPRODUCED AND DIRECTED BY MATT ALAIN BOYD,311,1.0,4.894,ok
802851,Charles,2022,gemma4-31b,Good Guys\nCHARLES\nFAN FILM\nCHUCKY IS ONE SCARY S.O.B.!,54,1.0,0.92,ok
854417,Bearry,2021,gemma4-31b,I LOVE YOU BEARRY MUCH\nBEARRY,29,1.0,15.588,ok
863406,The Blue Rose,2024,gemma4-31b,THE BLUE ROSE,13,1.0,2.05,ok
918096,"Hemet, or the Landlady Don't Drink Tea",2024,gemma4-31b,"HEMET,\nOR\nThe Landlady\nDon't Drink\nTea",38,1.0,5.077,ok
931049,Beware the Woods,2022,gemma4-31b,"BE SCARED\nBE AFRAID\nBEWARE THE WOODS\nCarlos Leos Ronna Burrows Emily Lauziere\nWritten, Produced & Directed\nby Tanner McGarr\nS\nF\nDVD\nVIDEO DISC",142,1.0,13.743,ok
1022479,You're Melting!,2022,gemma4-31b,A JAMES BALSAMO FILM\nYOU'RE MELTING,35,1.0,1.148,ok
1083119,The Lost Chronicles,2023,gemma4-31b,THE\nLOST\nCHRONICLES,19,1.0,12.053,ok
1125186,Home Education,2023,gemma4-31b,IL MALE\nHA UN COMPITO\nDA SVOLGERE\nHOME EDUCATION\nLE REGOLE DEL MALE,67,1.0,0.825,ok
1193824,Rabbit Trap,2025,gemma4-31b,Rabbit Trap,11,1.0,0.716,ok
1289969,The Battle of Grovers Mill,2024,gemma4-31b,"A GHOUL CAPONE PICTURES PRODUCTION presented by\nWILLIAM HUBBARD AND NOLEN STERNKOPF\nBEN KROON\nALEXIEL DE RAVENSWOOD\nTHE BATTLE of GROVERS MILL\nBased on\n""The War of the Worlds""\nBY H. G. WELLS\n""The Radio Broadcast"" by\nOrson Welles & The Mercury\nTheatre on the Air\nWritten & Directed by\nNOLEN STERNKOPF",299,1.0,4.589,ok
1298819,Clickbait: Unfollowed,2024,gemma4-31b,CLICKBAIT\nUNFOLLOWED,20,1.0,0.517,ok
1307154,Sinister Surgeon,2024,gemma4-31b,SINISTER SURGEON,16,1.0,0.91,ok
1375109,Darby After Dark,2024,gemma4-31b,"MACABRE PRODUCTIONS\nPRESENTS\nDARBY After Dark\nMACABRE PRODUCTIONS PRESENTS A SHORT FILM BY ANNA HAMMILL ""DARBY AFTER DARK""\nSTARRING MEGAN FARLEY CLAIRE DORER WITH DANIEL SALAME AND KYLE JOHNSON SPHERICS MARTIN LOREBEN DOBROSKI AND JARED ESTRADA\nPRODUCED BY JOHNSON COOLEY AND JOHN MICHEL BASTIE CASTING BY LINDA POSER MUSIC BY HANNAH LYNN GONZALEZ EDIT BY ALPHIE MICHELL COLORIST KARENE CHASE\nWRITTEN BY ANNA HAMMILL JOHNSON COOLEY AND MEGAN FARLEY DIRECTED BY ANNA HAMMILL\nMACABRE",481,1.0,8.285,ok
1397562,Coreys,2024,gemma4-31b,COREYS,6,1.0,0.603,ok
1441287,House Rules,2024,gemma4-31b,HOMERSON PICTURES\nHOUSE RULES\nA FILM BY\nANDY ROWLAND,52,1.0,0.819,ok
1443966,How Was Your Weekend?,2025,gemma4-31b,SXSW\nFILM & TV FESTIVAL 2021\nWORLD PREMIERE\n\nHOW WAS YOUR WEEKEND?\n\nA SHORT FILM BY CAM BANFIELD\nSTARRING JAMES MOROSINI & RACHAEL HARRIS,137,1.0,12.724,ok
1475231,Bonehead,2025,gemma4-31b,"GREENLIGHT SPECIAL PROJECTS PRESENTS\nA Breyden Boyd... thing...\nBONEHEAD\nSlashin' is his passion!\nLUCAS BOOTH\nYAY!\nRIPLEY COOLEY\nGREENLIGHT CREATIVE PRODUCTIONS PRESENTS A GREENLIGHT PRODUCTION IN ASSOCIATION WITH WAYFORD COLLEGE RIPLEY COOLEY LUCAS BOOTH ""BONEHEAD""\nGLOSS THE MAYOR LUCAS BOOTH Breyden Boyd... thing... Breyden Boyd... thing... Nathan Miller\nSasha-Lee Moore Breyden Boyd... thing... Breyden Boyd... thing... Breyden Boyd... thing... Breyden Boyd... thing...\nMAY 2\nGREENLIGHT+",492,1.0,2.93,ok
1718150,Curfew,2025,gemma4-31b,"DIRECTED BY JULIAN MEANS\nCURFEW\nIS THIS CREATURE REAL?\nCREATURE SIGHTINGS IN COLDBROOK!\nTown folks have been raving about this ""creature"" that is sneaking around Coldbrooks surrounding forest area. Multiple people say they have seen it running as fast as a leopard and tall as a basketball hoop and louder than a school bell ringing. The noises that it makes during the night echo throughout the town.\nA Coldbrook citizen said, ""I can't sleep at night, the only thing I can think about is where that creature is, and if it's going to attack me."" No sightings have actually been proven true at this time, but be aware if these rumors are true who knows what's out there?\nATTENTION\nPLEASE STAY OUT OF THE WOODS\nTOWN CURFEW AT 9:00PM\nuntil further notice\nSTARRING\nALEXIS VANLEUVEN\nSYDNEY LOVERING\nCHUCK GRIFFITH\nKATIE GRIFFITH\nDo NOT engage with this creature if you see it. Immediately go back into your houses and stay inside.\nBOOK AN AD!\nThe creature hasn't been seen since yesterday 11th, at 10:45 AM.\nTHE COLDBROOK TIMES",1022,1.0,3.054,ok
652004,The Wolf of Snow Hollow,2020,gemma4-31b,The Wolf of Snow Hollow,23,1.0,0.611,ok
931940,The Fix,2024,gemma4-31b,PROCESSING\nTHE FIX,18,1.0,0.928,ok
949486,Doors,2020,gemma4-31b,"DOORS\nDeath comes knocking.\nURBAN PEBBLE PRODUCTIONS presents\n""DOORS"" starring CHRISTIAN MAHON DELMAR FEARS BAILEY INMAN\nSEAN ZELINSKI and NATARA EASTER written by ADAM PEBORA\nand MILES STRONG-AUSTIN produced by ADAM PEBORA MILES STRONG-AUSTIN\nby KYLE HINTON PANTHER director of photography CARTEEN MAALY\ndirected by ADAM PEBORA and MILES STRONG-AUSTIN",352,1.0,3.046,ok
988142,The Five Fingers of a Dog,2022,gemma4-31b,THE FIVE FINGERS OF A DOG,25,1.0,0.885,ok
1085262,Our House,2023,gemma4-31b,OUR HOUSE\nA FILM BY FELIX SHAW ZAC PILE,39,1.0,1.136,ok
1148920,Trial 22,2023,gemma4-31b,"A THREE WHEEL ENTERTAINMENT PRODUCTION\nCORINNA BROWN GRAHAM O'CONNOR ISABELLA LAKE FELIX GARCIA GOYER\nA SHORT FILM BY JOHN FERBER\nTRIAL 22\nTHREE WHEEL ENTERTAINMENT PRESENTS A JOHN FERBER SHORT FILM ""TRIAL 22"" CORINNA BROWN GRAHAM O'CONNOR ISABELLA LAKE FELIX GARCIA GOYER\n#SAVAGE & SPIES SOCIETY BRING YOU ""DIGITAL DRIVING"" #JOHN FERBER JOSH CHARLIE MARTIN #SAGE REBECCA MILLER\n#JOHN OTESON #NATHAN M LEGGER #HARRY METCALFE JOHN FERBER\nJOHN FERBER",448,1.0,2.99,ok
1229586,Stutter,2024,gemma4-31b,STUTTER,7,1.0,0.741,ok
1273536,Theoretical: The Invisible Man,2024,gemma4-31b,Theoretical\nTHE INVISIBLE MAN,29,1.0,0.912,ok
1294319,Shades of Red,2024,gemma4-31b,Shades of Red,13,1.0,0.693,ok
1346645,Lupo,2024,gemma4-31b,LUPO,4,1.0,2.148,ok
1351896,Sally,2024,gemma4-31b,"She escaped one nightmare,\nonly to end up in another...\n\nSALLY\nNever again.\n\nA Ragtag Pictures Production of a Chad O'Bara Film ""Sally""\nMackenzie Wynn • Lee Braithwaite • David Brown-King • Brian Gunter",202,1.0,6.142,ok
1363776,Paralysis,2024,gemma4-31b,PARALYSIS,9,1.0,2.389,ok
1379480,Oliver's Basement,2024,gemma4-31b,Oliver's Basement,17,1.0,3.165,ok
1405670,xOxExFx,2024,gemma4-31b,A Film by Reverend Ray,22,0.0,2.739,ok
1463113,Bone,2023,gemma4-31b,BONE,4,1.0,6.848,ok
1483020,Camp Baloney,2025,gemma4-31b,CAMP BALONEY\nCAMP BALONEY\nCAMP\nCAMP BALONEY,43,1.0,3.798,ok
1483743,"up here, disappear",2025,gemma4-31b,"OFFICIAL SELECTION\nACADEMIC\nSundance\ndisappear\nIntroducing BARBIE Q starring RAW ARANALDO CLARK HERRERA AYANA CABELL a film by ARNEX NICOLAS\nproduced by ARNEX NICOLAS and BARBIE Q executive producer BARBIE Q\ncasting by BARBIE Q and ARNEX NICOLAS\ncostume design by BARBIE Q and ARNEX NICOLAS\nset design by BARBIE Q and ARNEX NICOLAS\nart direction by BARBIE Q and ARNEX NICOLAS\ncinematography by JORY SING. TOM CABRERA\nfilm editor PHIA RIVERA\nsound design by STEPHEN EVANGELISTA\nsound mix by STEPHEN EVANGELISTA\nmusic by ARNEX NICOLAS\nwritten and directed by ARNEX NICOLAS\nup here,\nup here,\nup here,\nup here,\nup here,\nup here.\nA FILM BY\nARNEX NICOLAS\ndisappear\ndisappear\ndisappear\ndisappear\ndisappear\ndisappear",708,1.0,24.258,ok
1541944,A Hollow Tree,2023,gemma4-31b,A HOLLOW TREE,13,1.0,2.239,ok
1578643,Cymophane,2024,gemma4-31b,a film by Ghazal Yousefi\nCYMOPHANE,34,1.0,2.748,ok
