id,title,original_title,year,original_language,ocr_lang,ocr_chars,overlap_max,overlap_max_local,model,model_id,status,verdict,confidence,poster_title_guess,reason,latency_s,error
40338,Naked Massacre,Die Hinrichtung,1976,en,en,21,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Born for Hell,"Poster clearly displays 'BORN FOR HELL' title text, which is a different 1976 film, not 'Naked Massacre'.",1.579,
42735,Fanatic,Fanatic,1965,en,en,20,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Die! Die! My Darling!,"Poster clearly shows 'DIE! DIE! MY DARLING!' title text, which is the 1965 film also known as 'Fanatic,' but the artwork and branding do not match the catalog entry for 'Fanatic' - this is the alternate English-language release title poster.",2.182,
45511,Teacher's Pet,Teacher's Pet,2000,en,en,20,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Devil in the Flesh 2,"Poster clearly displays 'Devil in the Flesh 2' title, not 'Teacher's Pet' (2000).",2.502,
47431,To Make a Killing,To Make a Killing,1988,en,ro,592,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.85,Vicious,"The poster clearly displays 'Vicious' in red text at the bottom, not 'To Make a Killing', and the OCR language detection (Romanian) with zero overlap suggests this is a different film's artwork.",1.75,
48808,Closet Space,Closet Space,2008,en,en,154,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Between Two Worlds,"Poster clearly displays 'Between Two Worlds' title and credits H.P. Lovecraft, not matching the catalog film 'Closet Space' (2008).",1.879,
50604,Dark Woods,Dark Woods,2010,en,en,294,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Forbidden Attraction,"Poster clearly displays 'FORBIDDEN ATTRACTION' as the title, not 'Dark Woods', with different tagline and imagery.",1.646,
51176,Hellborn,Hellborn,2003,en,en,106,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Asylum of the Damned,"Poster clearly displays 'Asylum of the Damned' as the title, not 'Hellborn', and credits 'Jeepers Creepers' special effects creators.",2.326,
56383,"Lisa, Lisa","Lisa, Lisa",1974,en,en,22,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,California Axe Massacre,"Poster clearly displays 'California Axe Massacre' title, which does not match the catalog film 'Lisa, Lisa' (1974).",1.584,
56673,Unborn Sins,Unborn Sins,2007,en,en,143,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Tomb of Terrors,"Poster clearly displays 'Tomb of Terrors' title and is part of a 50-movie collection, not the 2007 film 'Unborn Sins'.",1.623,
58010,A Judgment in Stone,A Judgment in Stone,1986,en,en,78,0.3333,0.3333,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Housekeeper,"Poster clearly shows 'The Housekeeper' title with Rita Tushingham, not 'A Judgment in Stone' from 1986.",2.012,
58796,Canes,Canes,2006,en,en,32,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Covenant: Brotherhood of Evil,"Poster clearly displays 'The Covenant: Brotherhood of Evil' title, which is a different film from the 2006 catalog entry 'Canes'.",1.996,
64623,Vendetta,Zai shi zhui hun,1993,cn,de,36,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Morbidia,"Poster clearly displays 'MORBIDIA' as the title with German subtitle, not 'Vendetta' or 'Zai shi zhui hun'.",3.01,
68028,Thralls,Thralls,2005,en,en,78,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Blood Angels,"Poster clearly displays 'Blood Angels' title with tagline 'Being Wild Is In Their Blood', not 'Thralls'.",1.832,
69117,Unseen Evil 2,Unseen Evil 2,2004,en,en,34,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Alien 3000,"Poster clearly displays 'ALIEN 3000' as the title, not 'Unseen Evil 2', with completely different sci-fi alien imagery.",1.678,
69142,The Wrath,The Wrath,2008,en,en,49,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Beast Beneath,"Poster clearly displays 'BEAST BENEATH' as the title, not 'The Wrath'.",2.162,
71234,Greed,Greed,2006,en,en,93,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,AXE,"Poster clearly displays 'AXE' as the title with Jason London, Darlena Tejeiro, and Andrea Bogart, which does not match the catalog film 'Greed' (2006).",2.078,
72654,Parents,Foreldrar,2007,is,en,571,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,ELTERN,"Poster clearly shows 'ELTERN' (German for 'Parents') by Ragnar Bragason, which is a different film from the 2007 Icelandic 'Foreldrar'.",1.606,
74650,Fantasmi,Fantasmi,2014,it,it,176,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Paranormal Stories,"Poster clearly displays 'PARANORMAL STORIES' as the title, not 'Fantasmi', and the visual style and branding do not match the catalog entry.",1.453,
76659,Beautiful Swordswomen: Double Seppuku,美女剣士・二人切腹,1990,ja,fr,64,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Harakiri (Onna Harakiri Sakuhinshu),"Poster clearly shows 'HARAKIRI' title and appears to be for a different film, not 'Beautiful Swordswomen: Double Seppuku' from 1990.",2.429,
80528,The Darkening,The Darkening,1995,en,en,28,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Black Gate,"Poster clearly displays 'The Black Gate' as the title, not 'The Darkening', with completely different artwork and branding.",2.047,
81489,Carnivorous,Carnivorous,2007,en,en,80,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Hell's Labyrinth,"Poster clearly displays 'HELL'S LABYRINTH' as the title, not 'Carnivorous', with different cast and imagery.",1.621,
82828,Melancholia,メランコリア,2004,ja,en,502,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Doppelgänger (ザ・ドッペルゲンガー),"Poster clearly displays 'THE DOPPELGÄNGER' in English and Japanese katakana, with credits indicating a different film entirely (director Takaaki Koumen, writer Osahito Sarimu), not matching the catalog entry for Melancholia (2004).",2.892,
82972,Curio,Curio,2010,en,en,35,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Bad Mommy,"Poster clearly displays 'BAD MOMMY' as the title, which does not match the catalog film 'Curio' (2010).",1.614,
83833,Nostrum,Nostrum,2010,en,en,436,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,PSYCHOTICA,"Poster clearly displays 'PSYCHOTICA' as the title with cast names (Christian Bako, Megan Hutchings, Tara Joshi, Jordan Hayes), which does not match the catalog film 'Nostrum' (2010).",2.432,
84233,Don't Hang Up,Don't Hang Up,1974,en,en,156,0.3333,0.3333,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Don't Open the Door,"Poster clearly reads 'DON'T OPEN THE DOOR' with tagline about returning home after 13 years, not 'Don't Hang Up' (1974).",1.893,
92312,Django the Bastard,Django il bastardo,1969,it,en,21,0.3333,0.3333,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,THE STRANGERS GUNDOWN,"Poster clearly displays 'THE STRANGERS GUNDOWN' as the title, which does not match the catalog film 'Django the Bastard' (1969).",1.46,
95008,Scream... and Die!,Scream... and Die!,1973,en,en,23,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The House That Vanished,"Poster clearly displays 'The House That Vanished' as the title, which does not match the catalog film 'Scream... and Die!' (1973).",1.888,
100467,The Hand That Feeds the Dead,La mano che nutre la morte,1974,it,en,24,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Evil Face,"Poster clearly shows 'EVIL FACE' title and credits Klaus Kinski, but catalog film is 'The Hand That Feeds the Dead' (1974), a different Italian horror film.",3.152,
101152,Whodunit?,Whodunit?,1986,en,en,84,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,error,,,,,17.417,"JSONDecodeError: Expecting ',' delimiter: line 4 column 35 (char 83)"
101730,Henge,Henge,2011,ja,de,32,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,METAMORPHOSIS,"Poster clearly displays 'METAMORPHOSIS' title with subtitle text, not 'Henge' (2011 Japanese film).",1.755,
102762,Awakening,Awakening,2006,en,en,488,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Zombie Night II,"Poster clearly displays 'ZOMBIE NIGHT II' as the title, which does not match the catalog film 'Awakening' (2006).",2.578,
109703,Cadaver Bay,Cadaver Bay,2003,en,en,86,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Hellbound: Book of the Dead,"Poster clearly displays 'HELLBOUND: BOOK OF THE DEAD' with cast names (Jeff Dylan Graham, Elizabeth North, Lucien Eisenach), which does not match the catalog film 'Cadaver Bay' (2003).",2.194,
109707,Flora,Flora,1989,cs,en,117,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Collected Shorts of Jan Svankmajer,"Poster is for Jan Svankmajer's collected short films, not the 1989 Czech film Flora.",2.075,
110772,Stille Nacht IV: Can't Go Wrong Without You,Stille Nacht IV: Can't Go Wrong Without You,1993,en,en,68,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Phantom Rustums: The Short Films of the Quay Brothers,"Poster clearly advertises a Quay Brothers film collection, not 'Stille Nacht IV' from 1993.",1.653,
113241,"Chloe, Love Is Calling You","Chloe, Love Is Calling You",1934,en,en,140,0.2,0.2,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,match,0.95,CHLOE,"Poster prominently displays 'CHLOE' as the main title with horror imagery consistent with a 1934 film, and the tagline references voodoo which aligns with the catalog entry's full title.",1.485,
122742,El asesino del parking,El asesino del parking,2006,en,en,172,0.25,0.25,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,THROTTLE,"Poster clearly displays 'THROTTLE' as the title with Japanese text, not 'El asesino del parking' (The Parking Lot Killer).",1.467,
124046,B.O.R.N.,B.O.R.N.,1989,en,en,21,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Merchants of Death,"Poster clearly displays 'Merchants of Death' as the title, not 'B.O.R.N.'",1.56,
125294,Rough Draft,Rough Draft,,,en,90,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Diary of a Serial Killer,"Poster clearly displays 'diary of a serial killer' in red text, which does not match the catalog film 'Rough Draft'.",2.019,
125752,,,,,en,73,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,uncertain,0.3,Superball / Sweet 16 Teenage Porno Queens,Poster shows adult film titles but lacks sufficient identifying information to definitively match against a catalog entry with missing metadata.,2.067,
128655,Haunted High,Haunted High,2012,en,en,68,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Ghostquake,"Poster clearly displays 'GHOSTQUAKE' as the title with Danny Trejo, not 'Haunted High' from 2012.",2.132,
131575,Fear Has 1000 Eyes,Skräcken har 1000 ögon,1970,sv,en,85,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Sensuous Sorceress,"Poster clearly displays 'The Sensuous Sorceress' as the title, not 'Fear Has 1000 Eyes', with no matching visual or textual elements.",2.398,
131815,The Sea Serpent,Serpiente de mar,1985,es,en,27,0.3333,0.3333,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,HYDRA - MONSTER FROM THE DEEP,"Poster clearly displays 'HYDRA' as the title, not 'The Sea Serpent,' and the subtitle 'Monster from the Deep' does not match the catalog film.",2.218,
135973,Pennhurst,Pennhurst,2012,en,en,55,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Lost Episode,"Poster clearly displays 'THE LOST EPISODE' as the title, which does not match the catalog film 'Pennhurst' (2012).",1.982,
144839,Evil Stalks This House,Evil Stalks This House,1981,en,sw,20,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Tales of the Haunted,"Poster clearly displays 'Tales of the Haunted' title with distinctive book and moon imagery, not matching the catalog film 'Evil Stalks This House'.",1.895,
144909,Charm,Charm,2013,en,en,109,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Random Acts of Violence,"Poster clearly displays 'Random Acts of Violence' title with cast names (Rebecca Dayan, Jennifer Murray, Jake Hoffman, Kirsten Dunst) and Ashley Cahill branding, not 'Charm' (2013).",2.072,
163543,Shelf Life,Shelf Life,2004,en,en,98,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Subhuman,"Poster clearly displays 'SUBHUMAN' as the title with cast names (MacDonald, Pastko, Cook, McLaughlin) and tagline 'Now the human harvest begins,' which does not match the catalog film 'Shelf Life' (2004).",2.106,
164423,Ghost of the Needle,Ghost of the Needle,2003,en,es,207,0.25,0.25,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Asfixia,"Poster clearly displays 'ASFIXIA' as the title, which does not match 'Ghost of the Needle' (2003).",2.174,
179344,Bitten,Bitten,2008,en,en,144,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Ultimate Zombie Feast,"Poster clearly advertises a zombie film compilation ('five hours of outstanding new zombie films'), not the 2008 film 'Bitten'.",2.182,
179358,KidZ,KidZ,2010,en,en,144,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Ultimate Zombie Feast,"Poster clearly advertises a zombie film compilation ('Ultimate Zombie Feast - Five Hours of Outstanding New Zombie Films'), not a film titled 'KidZ'.",1.967,
192252,The Princess and Toxicant,蛇山蠱女,1977,zh,en,47,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Witchcraft of Miao People,"Poster clearly displays 'WITCHCRAFT OF MIAO PEOPLE' as title, which does not match the catalog film 'The Princess and Toxicant' (蛇山蠱女).",1.64,
192573,Zapatlela,झपाटलेला,1993,mr,en,171,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Khilona Bana Bihalnayak,"Poster clearly shows 'Khilona Bana Bihalnayak' as the title, not 'Zapatlela', and features different artwork and cast.",2.345,
199347,Pulse Pounders,Pulse Pounders,1988,en,en,91,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Evil Clergyman / Trancer II,"Poster clearly shows titles for different films (The Evil Clergyman, Trancer II, Seonmaster II) with no visible reference to 'Pulse Pounders'.",2.241,
200377,The Evolution of Snuff,The Evolution of Snuff,1978,de,en,46,0.25,0.25,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Confession of a Blue Movie Star,"Poster clearly shows 'Confession of a Blue Movie Star' by Roman Polanski, not 'The Evolution of Snuff' (1978).",2.008,
200672,Torro. Torro. Torro!,Torro. Torro. Torro!,1981,en,en,185,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Sam Raimi's Short Films,"Poster clearly advertises Sam Raimi's Super-8 shorts collection, not a film titled 'Torro. Torro. Torro!'",1.622,
200803,Altered Species,Altered Species,2001,en,en,26,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,RODENTZ,"Poster clearly displays 'RODENTZ' as the title, not 'Altered Species', and the tagline 'Hide the cheese' suggests a different film entirely.",2.026,
204611,The McPherson Tape,The McPherson Tape,1989,en,en,78,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,UFO Abduction,"Poster clearly shows 'UFO ABDUCTION' title with three UFOs over a desert highway, which does not match The McPherson Tape (a found-footage alien encounter film from 1989).",1.889,
208703,Rufus,Rufus,2013,en,en,118,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,HUNTED,"Poster clearly displays 'HUNTED' as the title with vampire imagery, not 'Rufus' (2013).",1.652,
210587,Yellow,Yellow,2013,en,en,96,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,City of Lust,"Poster clearly displays 'City of Lust' as the title with cast names (Margaret Grace, Chloe Nixon, H.B. Ward, Heather Dorff), which does not match the catalog film 'Yellow' (2013).",2.369,
210734,Battlefield Death Tales,Battlefield Death Tales,2012,en,en,41,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Angry Nazi Zombies,"Poster clearly displays 'Angry Nazi Zombies' as the title, not 'Battlefield Death Tales'.",2.009,
213811,The Crate,The Crate,,,en,138,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Decrepit Crypt of Nightmares,"Poster clearly shows 'Decrepit Crypt of Nightmares' title, not 'The Crate', and appears to be from a 50-movie horror collection rather than a standalone film.",2.514,
214680,Convergence,Convergence,2000,en,en,103,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Premonition,"Poster clearly displays 'PREMONITION' as the title, not 'Convergence', with different cast and artwork.",1.432,
215280,Billy Badd,Billy Badd,1992,en,es,413,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Motor Psycho,"Poster clearly displays 'MOTOR PSYCHO' as the title, not 'Billy Badd', and the Spanish tagline and imagery are inconsistent with the catalog entry.",1.798,
216139,Burned at the Stake,Burned at the Stake,1981,en,en,355,0.25,0.25,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Coming,Poster clearly displays 'The Coming' as the title and shows different artwork/styling inconsistent with a 1981 film about being burned at the stake.,1.71,
217903,El virus del poder,El virus del poder,1988,es,es,185,0.25,0.25,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Síndrome del Apocalipsis,"Poster clearly shows 'Síndrome del Apocalipsis' as the title, not 'El virus del poder'.",1.692,
219961,Sonata,Sonata,,,pt,56,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,GRITOS de HORROR,"Poster clearly displays 'GRITOS de HORROR' (Screams of Horror), not 'Sonata'.",1.254,
222861,Terminal Virus,Terminal Virus,,,it,171,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Generazione Zero,"Poster clearly displays 'Generazione Zero' as the title, not 'Terminal Virus', with different cast and desert/apocalyptic imagery.",2.015,
223281,The Unspeakable,The Unspeakable,1996,en,en,121,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Shadow of a Scream,"Poster clearly displays 'Shadow of a Scream' as the title with cast names Chokachi, Massey, and Busfield, not matching the catalog film 'The Unspeakable'.",1.833,
223344,Maxie,Maxie,1973,en,en,203,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Butchers,Poster clearly displays 'THE BUTCHERS' as the title with different cast and horror imagery unrelated to the 1973 film 'Maxie'.,1.737,
226023,The Men Who Fell,The Men Who Fell,2007,en,de,105,0.25,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Planet des Schreckens - Die Rückkehr,"Poster clearly shows German title 'Planet des Schreckens' (Planet of Terror), not 'The Men Who Fell', and depicts a sci-fi desert setting inconsistent with the catalog film.",2.594,
227433,Hong-Do Mirror,홍도경,1985,ko,en,22,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Dragon Against Vampire,"Poster clearly displays 'Dragon Against Vampire' title in English, not a Korean film from 1985 titled 'Hong-Do Mirror'.",2.269,
239973,Cold Blood Canyon,Cold Blood Canyon,2007,en,fr,51,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,Paranormal Apparition,"Poster clearly displays 'Paranormal Apparition' as title with supernatural/ghost imagery, not matching 'Cold Blood Canyon' (2007).",2.109,
244305,The Ice House,The Ice House,1969,en,en,197,0.3333,0.3333,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,The Passion Pit,"Poster clearly shows 'The Passion Pit' with Sabrina, David and Robert Story, Scott Brady and Jim Davis - not 'The Ice House' from 1969.",1.756,
250172,Martyris,Martyris,2010,es,es,652,0.0,0.0,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,mismatch,0.95,CERULIA,"Poster clearly displays 'CERULIA' as the title, not 'Martyris', and credits indicate a different film by Sofia Carrillo.",2.045,
