id,width,height,bytes
821783,1000,1500,102576
1015482,1280,1920,466910
85173,1206,1809,493252
129298,500,750,76907
261746,1000,1500,162579
265470,1000,1500,296529
271041,1167,1751,635954
306747,500,750,104333
367251,500,750,50234
386782,888,1347,145675
451173,785,1161,134772
464890,641,962,84587
479344,565,849,141763
749120,500,750,125213
776497,1015,1522,408522
999640,500,750,187858
104887,1196,1794,299134
292876,500,750,58395
320176,693,1000,128028
352881,1018,1568,404925
363935,510,751,72542
451293,667,1000,98578
184165,502,889,144385
232406,1333,1975,734227
300996,2000,2997,1068535
315449,503,750,137052
374833,500,750,74066
413839,500,750,79700
415618,1000,1500,340265
418409,1000,1500,435944
419958,533,800,118250
485622,1000,1500,144350
498264,500,750,17275
637168,767,1150,151843
996619,1566,2231,1201321
1018055,600,849,128976
28077,1000,1500,179612
28865,1000,1407,193315
85562,600,901,149207
90064,506,765,91032
115123,500,750,108714
120582,800,1200,246578
124635,600,900,148505
235339,1200,1800,296838
308787,2000,3000,923394
393798,787,1236,331632
409168,636,954,216952
418256,1314,1972,478813
479322,600,902,119267
487910,500,750,100960
891704,500,750,71999
28336,2000,3000,788919
29759,996,1494,351863
29772,500,750,96451
226257,1218,1827,433629
278961,1124,1644,456952
312395,534,751,95361
324430,594,891,222660
623591,1057,1500,373739
657343,500,750,65613
719829,500,750,80554
795444,800,1067,186737
27690,2000,3000,540550
29652,600,902,118701
224688,1000,1426,140506
309083,1400,2100,234008
417065,2000,3000,761920
444946,1311,1966,414484
452046,1061,1642,247497
479326,1144,1715,254381
479332,500,750,100733
482130,500,750,103264
934841,500,750,94600
155537,600,897,110587
224690,690,1024,278362
363277,561,861,99565
370091,677,1000,161861
386521,1200,1600,180984
401067,856,1184,339236
483126,500,750,78517
523827,500,750,152330
533035,1000,1500,271655
533182,500,750,86536
580283,500,750,18748
597684,500,750,79543
611349,1000,1412,250407
651016,2000,3000,1160914
732231,801,1111,207845
27537,1000,1500,170933
99725,1000,1500,232427
108537,559,800,78464
211560,1000,1500,414956
225724,500,750,91170
227565,700,1051,92408
289548,1022,1535,358915
369164,678,960,240149
415890,1000,1500,288403
419165,667,1000,104020
444884,567,851,88082
446489,1056,1627,260904
464104,653,980,164306
466609,1001,1500,406774
533008,1000,1500,372628
589775,500,750,86629
663240,500,750,71878
710743,566,792,102116
732233,600,900,130561
946317,502,750,109205
972601,500,750,75344
28230,1000,1500,459105
29765,600,900,267982
29768,1000,1500,385690
143139,594,868,102529
229335,1300,1950,435057
336654,914,1287,130352
426520,600,916,146169
434534,504,757,95869
444949,794,1190,145320
444950,528,750,79777
446485,1000,1500,336751
461379,500,750,84114
631059,500,750,55268
632110,1026,1500,462900
799182,947,1424,144668
805620,529,750,107067
864750,583,875,159144
878576,500,750,66580
29767,550,826,141107
29770,600,900,114378
113627,570,843,100825
212016,800,1200,261099
250414,1000,1500,234466
264598,700,1050,142403
309073,500,750,65437
323689,1000,1500,224101
426524,526,777,77723
434915,1000,1500,476459
444945,700,1050,123588
451368,746,1101,105790
708788,624,936,105659
759123,500,750,87272
801449,500,750,92046
27627,500,750,69175
329703,700,1000,76383
363282,500,750,117343
444663,600,900,103122
451141,1023,1528,220749
464105,586,879,143488
471363,800,1200,168616
479494,600,901,144883
489239,600,900,63273
521514,1000,1500,155468
523830,500,750,198207
532366,1000,1500,392453
634115,840,1260,267122
875903,500,750,105598
888452,950,1425,248815
971148,507,750,98464
37930,650,975,92789
84007,960,1440,197405
198181,560,875,61835
341833,500,750,77831
415903,550,853,112993
426503,1000,1412,136945
426539,530,797,85951
445882,1632,2450,388218
447409,694,1045,132419
483934,1000,1500,262079
521588,500,750,107973
652891,600,900,101304
691151,750,1000,126426
707446,500,750,84975
783061,500,750,84896
27682,704,1056,194023
27689,501,750,96276
27763,1062,1500,240976
27803,600,900,215413
374933,600,900,123247
400705,2000,3000,729452
507096,534,750,80276
521357,1000,1500,279622
556203,512,750,103588
649119,900,1350,132107
781362,500,750,107835
848842,1000,1500,335684
854240,500,750,77003
871624,696,1045,154505
28184,2000,3000,442348
29434,960,1440,259901
43743,934,1400,458636
73519,1500,2250,450300
227623,1113,1668,178328
251559,1014,1457,245301
253453,500,750,77509
261090,500,750,65731
264249,1200,1701,274245
278665,1200,1600,524899
291567,1066,1600,385623
294310,841,1243,160495
297480,2000,3000,638682
385459,1043,1488,474567
415888,550,815,75821
421779,500,750,81880
452066,500,750,66222
508827,2000,3000,1252098
527612,600,800,77370
569329,500,750,66174
574492,1000,1500,361856
576358,710,1000,146929
577905,550,802,35837
602777,540,758,100470
785885,913,1215,169743
837382,650,923,180419
859839,526,750,81609
973480,1103,1500,306393
28181,500,750,83126
29505,500,750,67471
82802,500,750,71759
213766,500,750,23929
213775,500,762,84894
227858,650,971,134717
253999,1000,1546,176632
305805,2000,3000,656429
317793,2000,3000,476713
338394,1000,1498,172445
364422,500,750,96128
403159,1000,1500,265693
448939,500,750,92657
453659,650,999,83617
459898,1200,1600,283632
479867,569,854,114129
480299,778,1036,45167
488754,700,1050,149579
556515,1024,1441,224742
579089,2000,3000,390848
579535,2000,3000,438434
617638,1000,1500,373361
642287,1000,1500,265225
664617,1240,1760,420441
848839,600,850,129451
960788,1000,1500,275446
59093,564,872,79260
59546,1000,1500,613673
74715,1000,1500,149502
82210,568,852,142605
88559,500,750,81282
132035,700,1050,185335
211676,1057,1500,294384
227670,813,1212,129101
262423,500,750,111238
288500,1500,2100,836560
290623,1432,2012,729678
310917,1000,1500,314080
421267,1441,2164,267094
478818,814,1222,200827
488748,525,754,87161
489456,500,750,68887
521358,1000,1500,210136
555878,526,800,127141
640960,500,750,40721
663924,500,750,52325
705283,550,779,56301
715181,500,751,68188
858856,500,750,97865
923672,639,958,118498
974706,500,750,64832
74021,500,750,103300
145650,500,750,96410
197011,619,879,104047
211682,1461,2172,583789
227841,500,750,105192
239722,851,1276,165315
277579,2000,3000,785759
289476,1000,1500,349104
330990,500,750,63594
352707,500,750,61598
367797,500,750,104829
390599,1064,1508,647660
393010,500,750,146073
393927,530,750,108164
394546,500,750,47811
424079,550,825,114385
439772,500,750,84885
448811,879,1298,129837
449445,679,1014,125217
466316,500,750,84605
478692,500,750,89386
478968,700,1050,159375
478974,600,898,140646
480289,600,900,130549
486453,1000,1500,633795
521360,2000,3000,701309
543203,560,795,95697
605587,1057,1500,371306
607967,1200,1600,489126
642055,1184,1600,337052
642061,500,750,63118
731653,750,1062,73432
787277,560,795,117174
862065,500,750,61107
866027,916,1266,193142
939811,500,750,66641
953211,500,750,82161
979728,500,750,81128
1022024,564,799,80843
27289,500,750,83426
27479,2000,3000,2210164
33876,562,750,127940
36794,500,750,99809
57061,2000,3000,702245
69235,500,750,43797
96446,500,750,37313
156969,960,1440,190858
167036,536,750,74631
211678,512,768,86053
227608,531,797,130741
227864,666,1000,78356
270595,600,900,97974
273786,1000,1500,227814
273923,1065,1500,581773
274513,500,750,82674
275897,1200,1600,353381
278806,2000,3000,882053
308135,1000,1500,298445
309554,2000,3000,394620
320442,1000,1500,367036
339588,500,750,69760
354326,500,750,134840
364424,500,750,65981
366067,562,842,83607
367799,598,800,65268
443114,500,750,44292
448144,500,750,65388
451267,500,750,79168
453387,500,750,86047
501762,2000,3000,472521
505816,666,1000,120537
521482,2000,3000,653421
523852,1000,1413,161508
586483,500,750,88967
588696,550,780,108729
589451,1019,1528,78505
590473,1000,1500,385783
642106,500,750,102251
662183,500,750,100804
685592,534,750,92768
708697,500,759,83479
732114,600,900,74061
918007,972,1296,256836
972200,500,750,108538
27564,1000,1500,436252
54211,923,1385,195818
70012,600,900,148486
97967,1000,1500,131585
99885,807,1210,165584
108780,500,750,83846
111405,1152,1600,298730
131212,500,750,187600
153740,500,750,126194
155834,2000,3000,594568
213785,1057,1500,400068
226023,528,750,109143
244766,1000,1500,268397
270442,707,1060,222359
294840,1078,1534,496868
307544,553,750,53864
334245,1013,1519,84032
339644,525,800,139836
347425,500,750,97510
357964,667,1000,175203
362385,2000,3000,785914
367080,500,750,80692
370194,1005,1500,389225
370209,640,960,241960
426200,550,825,68235
457010,555,831,121242
460597,1057,1500,242890
477329,571,853,99195
483969,600,900,148124
543467,533,799,94628
568140,600,900,81016
568574,500,750,112726
576411,500,750,116029
640963,1000,1500,127324
642131,748,1122,211395
647593,2000,3000,562030
765704,2000,3000,657842
885187,1000,1500,205834
923321,505,750,51142
936444,2000,3000,678398
985329,500,750,119962
995302,500,750,93759
1010708,500,750,40971
7181,1000,1500,121498
27694,550,825,107802
27784,1000,1466,233578
30393,700,1040,152115
34552,500,750,24196
54923,508,750,59478
69142,1000,1416,238218
206139,1200,1600,94791
218720,684,1000,183516
277113,500,750,119311
329807,500,750,73202
361763,667,1000,187434
458985,600,850,92800
476510,750,1082,184399
521479,1000,1500,461092
535476,500,750,106495
548560,600,924,188561
568573,500,750,111759
590663,550,791,109928
597687,943,1415,294622
603681,500,750,64447
609627,709,1000,211658
634525,500,750,70695
647931,678,1000,132261
683016,720,960,183182
683699,706,1000,190522
697798,500,750,78209
705586,750,1000,102981
705863,500,750,71418
736381,543,750,88684
738746,588,818,103221
751062,1000,1335,140910
759951,2000,3000,1338075
765695,2000,3000,489727
766814,1000,1500,157186
788635,500,750,70795
857240,500,750,84605
866661,500,750,118955
974021,500,750,88936
1014648,1007,1428,432567
29433,960,1440,355010
35160,1200,1600,341597
72385,500,750,62102
173285,800,1200,112583
225035,500,750,113216
249220,1000,1500,303227
269586,1016,1500,405034
272296,600,900,94745
279181,1587,2245,320604
281309,500,750,118583
296803,600,900,119727
301655,552,766,138039
332233,1000,1500,167035
340462,500,750,90415
344342,2000,3000,353871
348157,500,750,67315
371386,500,750,107639
401024,1000,1500,197206
432802,1500,2250,222631
446074,542,760,75658
452379,720,1080,130608
458830,500,750,72840
464248,500,750,48107
471920,711,1000,86155
479736,600,900,171422
484484,1000,1500,238120
505770,593,800,107134
521499,500,750,80608
525641,1688,2400,474104
541062,695,1000,146380
543904,750,1000,118256
586779,500,750,174032
593676,500,750,48228
620067,1000,1429,108502
631057,500,750,85553
637174,500,750,107926
647932,684,1000,109389
685044,679,960,153735
705871,500,750,100721
705873,500,750,72468
705877,500,750,44232
713478,530,750,111868
718134,500,750,73189
718138,500,750,46644
746891,500,750,67666
774108,500,750,26781
859347,1170,1755,386703
859428,600,800,214246
882431,931,1397,181622
942907,507,750,121477
971294,500,750,54070
976798,500,750,66813
977052,500,750,44115
977845,500,750,75707
982869,500,750,95657
108482,943,1396,241469
142593,1000,1500,279085
144171,500,750,92471
193579,2000,3000,1387755
232789,1000,1500,252180
232802,1400,2100,355994
281888,780,1206,139849
291418,1057,1500,385988
316157,667,1000,238066
323508,1000,1434,291319
329104,718,1024,218835
341114,667,1000,72529
341650,900,1278,293765
409560,2000,3000,965541
417265,500,750,92377
438953,1008,1440,188993
478579,665,1000,222470
481097,600,902,88231
492633,1001,1500,450282
498716,668,1000,182106
510346,666,1000,113973
542445,671,960,150199
543906,750,1000,126147
552840,564,750,62739
579662,1078,1600,279577
587506,1000,1500,394526
616318,700,1000,154909
620616,500,750,112616
729878,675,1000,197578
756283,2000,3000,649197
802363,2000,3000,823239
855192,2000,3000,789844
857382,789,1183,210525
858653,500,750,112685
861507,500,750,76710
879878,887,1344,248365
913878,1000,1501,493353
928778,2000,3000,659253
952876,2000,3000,524925
968094,500,750,102446
968604,508,750,72342
971466,500,750,39313
974046,500,750,71499
1022767,500,750,75722
65535,800,1200,254070
85710,600,900,141271
97240,600,900,36833
257047,500,750,83088
268091,1400,2100,491749
272713,1280,1921,304257
276916,1057,1500,254555
277189,810,1200,226536
287798,2000,3000,390222
306185,600,800,86127
323443,1476,2033,1066833
333817,1365,2048,314489
353948,738,1094,240845
416506,500,750,67914
443356,1067,1600,332218
451262,500,750,71817
476363,731,1000,203315
480209,541,813,115791
480295,600,900,192000
483246,630,1200,110273
484040,500,750,67770
517473,726,1089,114541
525912,1200,1600,767210
526507,500,750,63218
529144,500,750,54189
544781,800,1141,102649
605479,562,806,81695
636508,1000,1500,199906
637180,1066,1599,601486
641991,500,750,66676
643728,1200,1600,324775
647935,698,1000,109044
648427,500,750,150223
662802,600,901,194188
664833,750,1000,122569
687372,529,750,66430
704618,1000,1500,430430
750219,2000,3000,1321791
765699,2000,3000,803727
783262,2000,3000,884748
788176,500,750,65094
799959,2000,3000,243802
851124,1000,1432,183361
853590,1000,1326,217880
918749,1000,1482,236898
977147,500,750,76843
982552,600,900,132970
984081,500,750,78397
985726,1070,1500,436465
986859,534,800,47874
1012560,1000,1500,281883
232804,1080,1440,306102
262284,500,750,124404
269012,1000,1423,267659
281160,1000,1500,252535
288049,797,1181,257605
294346,600,851,151042
316724,2000,3000,1108006
343489,507,750,66898
346939,754,1070,156181
381640,600,800,102446
416545,751,1001,112505
417169,500,750,78099
449854,766,1139,178730
451263,500,750,67198
451494,500,750,87005
452389,586,895,83396
453402,666,1000,76497
454009,1000,1500,113547
473238,500,750,93494
492523,563,750,117572
495868,644,960,185861
539528,500,750,50549
551556,532,794,120037
568281,700,1050,220316
568578,700,1050,195377
578320,1200,1600,106389
580340,674,1000,222848
596039,708,1000,179193
639461,600,900,126878
639473,630,945,30014
642046,1024,1450,247940
642556,667,1000,98542
646109,700,1000,110456
683204,500,750,80435
687377,562,799,60194
698968,1000,1333,188925
708623,666,1000,126178
723538,500,750,64837
744571,1442,2048,546155
765534,1400,2100,501441
765707,2000,3000,324536
767615,2000,3000,194171
781353,658,986,128556
928776,1000,1424,175008
971757,500,750,79451
977394,500,750,42232
983421,1920,2880,702671
987401,500,750,79430
993056,502,750,98058
1018169,500,750,113783
1023241,2000,3000,300259
191298,1027,1500,330361
209956,960,1440,133785
212693,639,966,177064
217849,1108,1600,267853
220139,500,750,77595
220682,667,1000,118851
227369,500,750,27581
268758,900,1285,140723
279932,707,999,109378
294616,1000,1419,238442
302428,648,960,213028
309921,693,1000,127040
329110,500,750,107754
339373,600,900,244700
356444,1200,1600,329100
381654,537,750,84823
397282,1000,1333,188268
413312,1000,1500,51421
422618,1476,2197,347068
432804,1024,1554,178704
447559,637,964,97907
461606,500,750,76838
477902,742,1088,93825
479260,1999,2820,559701
544976,703,1000,114359
547331,666,1000,112197
556461,1365,2048,771867
565398,500,750,64340
567584,753,1130,192539
568135,500,750,87212
590278,857,1278,371462
590476,500,750,42799
627324,702,1000,267029
629843,500,750,84643
637179,2000,3000,1207311
639489,2000,3000,497833
651008,2000,3000,677590
653544,500,750,105181
668055,550,814,84516
714870,599,1140,177123
738756,588,818,94179
762758,2000,2963,890638
765771,2000,3000,715199
767243,2000,3000,396350
782172,2000,3000,881103
789375,677,960,95319
792772,1000,1484,115866
810045,1400,2100,637457
841657,651,960,96668
848239,500,750,42934
852850,849,1274,210768
855197,2000,3000,331482
953165,500,750,83034
985060,560,760,55440
1032490,714,960,108412
253057,832,1248,293940
270594,500,750,60764
280860,500,750,95064
288238,1400,2100,131746
293249,600,900,78747
293852,680,1000,114824
294910,2000,3000,355988
295789,1066,1600,392911
298577,1500,2000,296951
300049,1150,1725,431317
300994,2000,3000,1008072
305175,522,783,86483
305862,500,750,129688
306109,1500,2250,1025461
306932,500,750,73157
323478,960,1440,257425
328936,500,750,57122
337530,500,750,121992
347854,1000,1500,424498
358724,1000,1500,182491
384075,640,960,78476
445135,750,1000,68285
481023,600,900,132323
489122,700,1050,166599
499190,500,750,86351
505922,1000,1500,198765
522945,1334,2000,544506
538382,637,960,171987
545899,991,1486,50387
547482,727,1000,239051
568575,700,1050,215517
585197,710,1000,87325
586781,500,750,101193
605554,500,750,113103
609368,500,750,122289
634527,500,750,140889
652841,700,1050,188813
661237,620,960,96237
713138,960,1440,353916
756303,2000,3000,492482
781372,750,1125,108274
799102,2000,3000,944352
799139,1200,1600,456889
810047,802,1203,217509
829370,501,750,52582
853682,1920,2560,765149
853688,500,750,36935
853691,636,954,85596
855033,500,750,100302
915967,500,750,59800
955224,960,1280,224066
982151,500,750,77112
998403,2000,3000,1109354
1031838,1465,2048,513483
217789,2000,3000,1014048
320507,1000,1500,103085
326217,1280,1920,547279
334751,1000,1402,340989
337692,660,990,178185
344559,1200,1600,417740
345154,1067,1600,317506
354888,678,960,134486
361930,1000,1500,567610
364197,1000,1498,204447
364465,1000,1500,202346
364840,681,998,296063
365720,692,1038,55570
368575,2000,3000,474249
372074,818,1200,145945
380078,1000,1500,201423
382044,2000,3000,297671
393395,630,945,172227
440063,1000,1333,189015
451344,600,900,86117
454420,500,750,70985
479731,996,1494,528644
482773,637,960,155056
482809,600,900,71537
491901,1000,1500,443532
499278,500,750,97378
499438,666,1000,146483
501911,2000,3000,674138
502312,500,750,92501
539145,652,1000,169178
556972,640,960,86900
558889,698,960,156854
571911,720,1000,180406
581664,658,1000,70068
581993,694,1000,143467
609616,1064,1500,534426
616587,654,872,50501
682662,684,1000,254317
697027,576,960,143229
707037,1000,1500,139063
733615,600,853,134744
733699,586,879,126461
748251,500,750,26830
753443,2000,3000,673761
756237,2000,3000,585595
756331,500,750,46192
780748,680,1000,110520
793786,1200,1600,186003
795604,2000,3000,425366
799134,1200,1600,289343
824063,500,750,84996
875236,640,960,120087
881855,532,750,88659
904924,539,792,86588
971152,500,750,88628
975265,561,750,88961
341963,500,750,72739
382184,707,1000,241253
385976,2000,3000,486780
386269,647,971,181330
387854,524,750,107026
392356,500,750,90766
396120,500,750,71306
397572,654,931,136995
397797,554,750,87714
404548,1450,2175,812039
408278,1963,2945,560729
413799,567,794,71364
415703,500,750,73630
416873,1064,1597,538877
418882,1565,2224,308799
418895,669,1000,123829
419228,1000,1500,340484
420132,562,1000,134742
424054,1000,1500,490526
427539,680,1000,190891
429991,598,885,151987
431849,600,900,160431
432281,510,750,131100
443377,1000,1481,592516
443724,1057,1500,462312
448474,500,750,165789
448523,1050,1500,580839
452112,731,1024,60430
456515,706,1000,115128
461369,1400,2100,428274
467320,500,750,156495
467834,735,1000,127183
471610,566,800,135115
475949,1000,1500,349888
479576,700,1050,182408
484479,706,1000,159919
488111,700,1050,200672
490271,527,800,57277
493446,500,750,112735
494678,536,750,101072
496364,500,750,65098
496594,854,1280,173226
503659,500,750,106958
506400,750,1000,205284
508592,706,1000,137003
519647,500,750,85716
560903,500,750,39923
568524,900,1285,261223
571939,691,1000,214679
572949,551,764,66605
588068,533,802,68268
603524,647,1000,162748
646334,562,798,146592
663099,1000,1500,158834
667054,500,750,133161
674385,500,750,110711
675853,707,1000,172834
691646,707,1000,158100
709786,500,750,127219
715275,600,900,18931
733858,1200,1600,560204
746161,640,960,69283
788470,2000,3000,709382
793462,550,814,141594
823359,1034,1551,223990
824923,1000,1500,141462
825193,1200,1600,296498
827525,578,768,114167
831017,900,1275,140527
851275,661,1000,144677
855560,1365,2048,449677
963637,1053,1500,409129
1005367,720,1080,282289
1007272,1000,1415,211925
410832,673,1000,125486
425758,1566,2231,712385
434447,1200,1600,520902
443617,1000,1500,503271
448089,1200,1600,144958
449478,500,750,133199
449772,506,750,92573
449954,1521,2158,268799
451452,801,1200,111421
451716,533,758,95062
452890,2000,3000,1349583
455188,1000,1500,270447
461628,699,1000,123158
469208,1192,1789,322603
472750,625,1000,135037
475531,1000,1500,234440
476341,707,1000,78637
476542,675,1000,205015
476608,1000,1477,435778
476662,665,1000,115442
479574,1000,1500,268392
483400,642,953,68718
483422,706,1000,84019
483790,750,1000,95019
483965,621,933,120009
484779,742,1100,200247
485245,550,814,58041
485751,2000,3000,644705
486511,621,960,125087
486772,675,1000,157616
487187,600,900,53497
488008,1448,2048,189917
488247,800,1200,323009
489123,700,1050,197136
493494,706,1000,197619
495303,667,1000,110566
498110,710,1000,147796
502429,1043,1565,441784
506404,750,1000,88495
506413,800,1200,154713
507434,2000,3000,1098048
509166,500,750,81079
513508,745,1000,155649
515781,1000,1500,154430
516833,1983,2975,1200822
521458,500,750,113738
524882,647,1000,149032
526749,600,900,149468
529280,1200,1600,604536
534425,630,1200,189018
535412,652,1000,212337
539185,758,1011,97791
554060,563,750,121568
555175,1000,1500,475724
557498,1566,2231,744155
562231,2000,3000,791563
565244,686,958,139289
571907,709,1000,206280
573875,1294,1831,329202
574124,674,1000,174934
583642,750,1000,147052
589565,500,750,90188
594090,666,1000,142553
604514,750,1000,252120
605314,500,750,182151
612861,1260,1890,131878
633100,680,1000,103436
642087,1000,1500,278306
645240,658,1000,89059
656211,500,750,30724
676704,1000,1500,415915
689285,675,1000,73098
697123,500,750,34310
707455,1000,1500,451901
727714,1728,2560,562979
729881,608,900,88340
736853,750,1000,215170
765905,1000,1500,147928
792103,1000,1414,375152
793376,2000,3000,241231
800681,2000,3000,877276
808207,1200,1600,314907
809654,2000,2963,434554
810402,500,750,65555
818999,1566,2231,980675
831207,2000,3000,639174
850127,688,1032,167287
853413,1481,2221,347618
858524,1067,1600,173738
879209,1000,1415,115074
980062,2000,3000,215283
984862,1566,2231,1038903
999131,1067,1600,235525
462310,600,900,144452
464466,1972,2864,815638
466274,1200,1600,447843
499915,1152,2048,161725
500269,658,1000,188607
506048,1200,1600,395183
506049,1066,1600,386147
507981,1060,1590,183052
510969,1200,1600,385663
513741,1000,1500,115422
516023,1200,1600,510524
516695,500,750,170114
517046,674,1000,126371
519027,1365,2048,333191
519988,888,1332,116470
524785,864,1152,231013
526411,525,750,102408
526463,1728,2592,579074
528665,667,1000,294629
532650,2000,3000,1963704
532668,666,1000,118415
532891,1078,1600,329079
533139,500,750,66253
534321,2000,3000,654746
534424,750,1000,193420
538698,820,1230,409521
540306,1000,1500,209636
542675,500,750,70337
543998,500,750,70792
546278,2000,3000,1055070
547118,960,1440,281006
549078,960,1440,228695
549669,500,750,102181
552102,1200,1600,289010
552476,750,1000,195677
553079,750,1000,231282
555752,2000,3000,682514
558448,600,900,105301
558482,1044,1500,347875
558774,900,1265,308183
558909,707,1000,70022
559844,550,815,112508
560038,706,1000,79729
562597,1200,1600,330558
562786,960,1440,470824
563575,834,1258,233673
564446,1000,1500,252308
567248,500,750,169692
568120,685,960,176061
572293,1000,1500,313439
572485,1348,2048,374211
573307,750,1000,225967
574137,500,750,14327
574798,501,750,39530
575437,1104,1694,320143
578400,500,750,73318
582621,666,1000,162665
585537,642,960,90440
588783,750,1000,105606
590756,2000,3000,788296
604518,500,750,63583
605553,601,836,126181
611141,711,1000,185037
612196,750,1000,301293
623493,500,770,107417
638254,2000,2733,551304
641688,750,1000,200829
641697,647,1000,153489
644265,688,1000,170105
644426,960,1440,404404
644452,637,1000,126421
644670,1000,1500,290855
652118,720,1080,150291
654731,2000,3000,1278817
655344,666,1000,211548
658975,647,1000,90467
692830,707,1000,101829
700424,501,751,58698
705072,662,1000,163774
711813,890,1335,130008
716820,702,1000,112267
716822,702,1000,160306
720929,1944,2880,1745107
725543,500,750,84642
729872,1200,1600,331048
733506,675,1000,236609
750206,2000,3000,1435171
750512,2000,3000,813896
756267,2000,3000,558341
756290,2000,3000,869185
769664,1066,1599,462844
770452,859,1280,324812
775501,2000,3000,408960
777537,511,750,66447
785614,2000,3000,859446
786050,500,750,91629
786966,2000,3000,640347
791615,1000,1509,216277
794925,788,1182,304498
820725,500,750,81861
842098,500,752,156951
857391,1028,1542,101088
857614,600,900,105031
860292,686,1016,171961
860346,500,750,49489
885755,1000,1500,355777
897871,1000,1519,372094
941723,543,800,68480
956469,1280,1920,207401
975957,700,1000,60231
982966,500,750,80426
987294,1000,1415,222393
459410,666,1000,53170
484061,1365,2048,936915
512650,2000,3000,369736
514507,2000,3000,421471
515389,530,808,81075
545308,2000,3000,1428367
567212,500,750,115505
572428,750,1000,269653
578982,1516,2250,198911
579957,750,1000,265975
579959,646,1000,133782
596318,706,1000,51603
603312,1708,3000,746622
603457,640,960,58583
604012,714,1000,143790
604076,1280,1920,464673
605124,563,750,71283
608537,600,820,111349
611596,1000,1500,241152
614015,2000,3000,1611662
614209,1600,2400,397922
619265,1008,1792,301539
619430,1200,1600,337061
620495,692,1000,122564
623017,1145,1800,227081
625423,508,750,94009
626963,500,752,57447
629121,2000,3000,926897
629363,600,820,104523
632570,500,750,89282
633489,1120,1600,152563
634494,640,895,121907
635896,2000,3000,722480
637926,1066,1600,223210
638106,1000,1500,309737
638732,576,890,156222
639052,1000,1500,203981
643088,1038,1557,292248
643213,666,1000,194064
643587,647,1000,198994
643657,666,1000,107229
644009,666,1000,69332
644144,750,1000,131138
644748,1000,1500,174938
644752,643,999,120831
644876,1000,1500,216304
649182,750,1000,281225
650672,1400,2100,304970
652034,658,1000,83311
652847,700,1050,210996
653537,1362,2048,525194
653842,600,800,55500
654082,2000,3000,537656
654954,1348,2047,311929
656145,960,1440,124230
657611,1066,1600,408775
657701,750,1000,195769
658110,648,960,83810
658596,666,1000,123377
659502,1200,1600,525175
659506,750,1000,77079
663200,2000,3000,1566635
664336,1000,1425,400638
664994,500,750,95032
671104,700,1000,73266
674472,1224,1803,167789
675777,500,750,141900
678792,706,1000,163533
679893,1079,1618,321833
683100,501,750,104008
689968,1067,1600,411904
690481,534,799,142053
691196,1000,1425,350800
694673,800,1200,254758
709427,1000,1500,353828
712079,750,1000,97006
730227,1200,1600,429864
731391,500,750,40560
731776,2000,3000,776191
734001,1350,2026,266067
734707,562,843,102551
735979,1067,1600,320666
