id,title,year
395483,Flat 6,2004
396041,Dead Is Dead Again,2011
397392,Return of the Curse,2006
398896,Nobody Ordered Love,1972
398986,Break My Bones,2016
399130,Campground: The Requel,2015
399592,Instruments of Evil,2016
400871,Maxwell,2015
401422,Lilith's Awakening,2016
402195,Anorexia,2010
402735,The Man's Name is Spade,2016
403830,Under Dark,2014
404205,The Picture in the House,2010
405930,Crimson Dance,2016
406137,Tik-Tik,2016
407326,I Dream of Zombies,2016
407802,City of the Dream Demons,2014
408060,All You Can Eat,2014
408064,The Cyclist,2014
408139,Testimony of the Unspeakable,2015
410865,Eight Clouds Rising,1997
412351,I Love You So Much It's Killing Them,2016
413840,Meth to Madness,2011
413995,Goblin?,2014
414600,Blood Bath,2016
414609,Burlap,2016
414763,Heavy Makeup,2016
414836,Lasiurus,2016
415480,Urban Nightmare,2003
415907,Stella Buio,2012
416209,Scientifically Perfect,1996
416219,"Post Mortem, America 2021",2013
416277,Liquid Memories,2010
416360,Teddy Scares,2006
416459,The Cabinet in the Woods,2016
416504,Scrotal Vengeance,2001
416674,Miss Strangelove,2013
416681,Psychotic State,2014
416725,For Christ's Sake,2010
416915,Tortured Soul 3: The Willing Flesh,2004
417072,The Landlady,2013
417304,Help Me First,2016
417821,Mind Games,1996
418258,Curse of the Swamp Creature,1993
418263,The Vegas Showgirl Strangler,2002
418450,Grave Walkers,2015
418567,Valerie,1992
418984,Visions,1989
419918,Eve,2016
420742,Scary Clown,2016
420766,Leaning,2014
420772,Creeping,2015
420847,Sharkasaurus,2014
420916,Popo,2008
420928,Deep 6,2016
421054,The Sleeping Plot,2013
421080,Bloody Snow,2016
422873,Adam Peiper,2015
422943,Death Beach,2016
423340,The Call of Charlie,2016
423389,The Day I Vanished,1959
423391,Wrath of the Sun Demon,1965
423543,Cured,2016
423654,Semblance,2014
424305,Blood Bonding,2016
424596,Under the Apple Tree,2015
424654,Tainted Milk,2009
425163,I've Killed Before,1995
425565,I Am Alone,2016
425829,Project,1986
426331,Ding Dong Dead,2011
426513,Lesbos Slaughter,1998
426529,The New York Butcher,2016
428394,The Parting Glass,2015
428898,Turn Around,2016
428923,Take Back the Knife,2015
429713,The Void,2016
429960,Remnants,2016
430122,The Kingdom Of Shadows,2016
430483,Night Night Nancy,2015
430612,Condo Hell,2016
432212,Pine Bros. Presents: Cinema Insomnia Haunted House Special,2013
435515,Crush,2015
437712,Big Fucking Monster,2017
440659,Catalina,2016
440978,Fleurs du Mal,2011
442560,Grampa’s Monster Movies,1988
442732,Big Dog,2016
443391,Primal Instinct X,2016
444829,Gags,2016
444879,Curse of the Swamp Creature 2,1997
444910,Monophobia,2016
444947,Psycho Charlie's Revenge,1997
444955,Perforations,1992
445365,Aberration,2015
451811,Satanic Sluts: The Black Order Cometh,2008
476718,Lex Talionis,2016
484373,Kusah Hakwaan,1999
499142,The Association,2018
499770,Transcendent,2013
505898,Devil's Night,2014
506960,This Changed Earth,2011
507582,Scuttlers,2022
524619,Behind the Veil,2016
526969,Alien Vows,1996
529366,The Devil's Lettuce 2: Edible Evil,2019
550348,Cold Fish,2018
551632,Electric Flesh,1996
551635,Joanna Died and Went to Hell,1996
551744,Sebastian,2018
561081,Who Decides,2018
566102,Play With Me,2018
570056,My Haunted Vacation,2013
572755,Me,2017
578912,La Fracture,2015
578919,Shriek of the Lycanthrope,1995
587921,Three Tickets to Hell,1997
593432,The Tell-tale Heart,2011
611342,House Guests,2018
632926,Have You Checked On Denny?,2016
637165,The Deep Dark Woods,2003
639471,Detour to Hell,2006
644064,Tall Betsy,2019
659358,Trailer Terror,2011
659411,Two-Lane Trash Stop,2008
659412,Bonehead,2008
659413,Trash Day of the Dead,2008
659419,Butt-Head,2010
663283,Evil Brew,2012
665040,A Woman in Love,1968
671713,Strigoii,2009
683154,The Knock,2020
683630,Tumbal Jailangkung,2011
684812,Vermin,2015
684822,Squatters Last Rights,2019
685289,The Horror of It All: The Visual F/X of The Mist,2008
685454,The Mist: Taming the Beast - The Making of Scene 35,2008
692774,Burial Island,2011
710734,Dead Summer,2005
714440,Levande Skuggrik Död,2012
718083,The Fungus Among Us,2018
719950,"Stop It, You're Killing Me",2000
724479,Bautizo,2012
725851,Crawler,2020
728948,The Thing at 2:37,2018
739453,Ronald,2019
741278,Mark of the Devil: Mark of the Times,2014
745407,The Great American Serial Killer,2011
746240,Saw Misgivings,2012
746666,The Path,2020
755794,Special Delivery,2019
756566,Crop Dust,2018
758022,Be My Eyes,2020
759365,In the Shadow It Waits,2020
759776,Flashlight,2016
767069,The Adopted One,2020
799344,Mr. Soul,2006
800472,UnTooned,2020
802963,Stalker,2002
808340,Pig Face,2018
808793,Snatched Away,2015
809610,Yesterday Is Tomorrow,2018
811755,"Jingle, Jingle",2018
811914,The Birthday Boy,2018
812310,EAS,2020
813289,Grinder,2009
816820,Live Alone,2015
817348,Under the Parasol,2019
824254,What It Takes,2020
832458,Shattered,2020
832615,Where the Shadows Fall,2019
836439,Martel's Movie Madness The Movie Part One: The Beginning,2021
836738,Breathe,2018
839342,The Watcher,2020
845123,The Familiar Fingers of Culture,2018
849059,The Summertime Falsehoods,2019
850782,Terror Telly: Chopping Channels,2015
852431,Dreamer's Journey,2020
853854,The Haunting of Four Points,2017
856090,Performance Anxiety,2021
857427,The Haunting,2021
857444,Vengeful Love,2019
857922,Heavy Metal,2016
860303,#iKllr,2014
869618,Pipeline,2007
872514,Sunburn,2020
873343,Nightmares in the Makeup Chair,2021
873559,Z-Stuy,2018
873784,Brass Knuckles,2019
875986,Santayana's Passage,2021
880324,Revenge,2019
880329,The Reason for Living,2018
886317,The Provider,2002
888117,X,2009
889681,Killer Abs,2021
895158,Last Dance,2020
895267,Pictures of You,2021
895895,The Program,2015
913487,The Night of Nightmares,2021
919817,The Mystery Gang,2017
931318,Cold Caller,2020
931922,S.K.B.,2019
936933,The Prince of Darkness,1900
939648,Beach Blanket Armageddon,1980
955341,Dead by Dawn,2004
961172,Cabin Fever: Beneath the Skin,2004
966342,Banned from Television: Prison Files,1998
972625,Monstrum,2013
978097,The Apartment,2022
991743,Silhouette,2021
994551,I’ll Never Be Alive Again,2022
1001922,Slice,2022
1007963,Ghost Flight,2021
1019173,Reflected Visions,1996
1025946,Suspicion,2018
1030677,Second Chances: New Beginnings,2017
1039803,The Color Of Blood,2006
1040616,Boris Karloff:  The Rest of the Story,2022
1045244,Sisterhood of the Shewolf,2002
1050610,Mortal Nightmare,2016
1061261,Home Is Where I Lay,2022
1062384,Misguided,2018
1062962,Torment,2022
1063040,Black Star,2016
1066113,Deeper into the Darkness: The Making of Heartland of Darkness,2022
1068471,Rougge the Vampyre,2009
1077723,Legend of the Wendigo,2019
1080193,The Calling of the Things Beyond,2019
1084890,Don't Let It In,2021
1088143,The Vault of Horror: Horror Bites,1992
1094089,Penelope,2021
1100124,File Not Found,2023
1101700,The Hollow World,2018
1102615,Coronapocalypse,2021
1104044,I Spill Your Guts 2,2020
1118516,The Slit Mouthed Woman,2022
1132375,The Dentist,2023
1133651,Twelve,2001
1140097,Sally's Lullaby,2022
1147473,The Old God!,2022
1153770,Hack The Living Dead,2020
1160140,The Terminal Game,1982
1161097,Biters and Bleeders,2023
1162232,Girl Trip,2016
1162479,A Ben Evans Film,2024
1165181,Rising Up: The Story of the Zombie Rights Movement,2009
1174423,Prom of the Dead,2022
1176216,Mostenire,2022
1186289,Starr,2023
1186657,Christmas Eve Massacre,2017
1188918,Girl At The Door,2013
1189797,The Witches of Eastwick,1992
1190611,Five Minutes to Five Steps,2007
1196108,Bhoo,2014
1198727,Eye Catcher,2023
1207000,The Deep,2023
1214717,Jack the Ripper,2023
1216952,Sentinel,2023
1224968,How To,2023
1225154,Cajun Fried Werewolf,2019
1238091,The Woods,2022
1238559,Golden Pen,2020
1241327,It Came From the Tap,2023
1241821,Iris,2024
1244548,Swarm,2019
1249018,Minus Distance,2006
1249036,Nightmare Halloween Spectacular,1972
1251416,Zits,9999
1251882,Crimson Charlotte,2022
1253503,Lilies,2018
1254863,A Slice of Heaven,2023
1254948,"Murder, Madness and Mayhem",2023
1255337,The Keys,2022
1259409,Storage,2023
1269640,Dracula,1979
1271048,Eidolon,2020
1271350,Hellswine 2,2021
1272814,Fraudulent Conversion,2023
1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,1967
1278443,Killer,1996
1287426,The Tunnel: Beneath the Surface,2011
1287481,Black Ewe,2022
1296665,Providence,2006
1297467,The Exorcist: Martyrs,2027
1297599,Sweet Brother,2023
1305764,The Festival,2010
1305942,An Archivist's Search for Meaning,9999
1307632,Wrong Ones,2021
1309211,The Alien,1979
1311987,Dead Slate: Beginnings,2022
1313024,The Return of Roland,1985
1313027,Kindred Spirits,1984
1315515,Shoes,2024
1316185,The Whisperer in Darkness,1975
1316760,Resident Evil: The Final Chapter Retaliation Mode,2017
1318253,Happy Halloween,1989
1319023,Ghost Factory,2024
1319366,What Lies Within the Darkness,2024
1319368,The Night the Dead Walked,2023
1319370,House of Wrathiticus,2011
1325456,Would You?,2024
1328546,What Happens After Midnight,2024
1329583,Mirror Image: What Do You See in the Mirror,2003
1329586,Silver Scream,2003
1333098,Dead of Night,2001
1335856,Prone,9999
1339904,Weed of the Living Dead,2010
1354000,Prayer,2023
1356296,Resurrection Mary,2002
1358226,Stranglehold,1981
1366502,The Crypt Keeper Presents: A Spine-Tingling Look at Tales from the Crypt,1995
1367532,The Terrible Old Man,2001
1369844,Contrition,2018
1369852,Invisible Man,2018
1372005,Freaky Black Friday Spook Special,1970
1373434,The Last Man,2010
1373982,Agatha Christie’s The Last Seance,1986
1375715,Dr. Madblood's Halloween Film Festival,1986
1375716,Dr. Madblood's Halloween Howl,1984
1375718,Dr. Madblood's Halloween,1994
1375720,Doctor Madblood's Halloween Horror Express,2007
1375722,Doctor Madblood's Haunted Halloween,2009
1378053,Talk of the Dead,2016
1382895,Grandma's Cookies: A Christmas Tale,2024
1383845,No Shark,2022
1388439,Mafia Exorcist,2017
1395649,The Resurrectionist,2016
1404424,"Battle of Evil, Part 2",2014
1406754,Call of Tutu,2006
1412515,Slayground,2012
1412648,She Looks Familiar,2018
1416976,The Banshee Bride,2013
1421804,Rebeccah's Statement,2018
1430327,Bad Deal,2019
1430640,Don't Skimp on the Undead,2016
1433258,Croatoan: Origins,2015
1433273,Cthulhu's Witnesses,2013
1446762,Apples,2016
1446995,Tremble,2019
1449641,The Hereditary,2024
1449833,Walking After Midnight,2012
1451555,The Corrupt Half,2017
1452659,Goth Girls,2005
1465188,Show Me,2011
1479143,The Gifted,1989
1480271,The Unlucky,9999
1498024,Victim No More,2022
1499587,Dark Vengeance,1980
1499590,The Lurking,1985
1499591,The Stalker,1985
1502304,Scary Film,2015
1502447,Viewer Discretion Advised,2025
1505092,Sock Monster,2017
1511801,Gaggle,2021
1512385,Powerless,2019
1519151,Sounds Like A Great Project!,2024
1528693,Very Cool,9999
1530394,Zombies from Ireland,2013
1538806,Ominous,2017
1540310,ScareBNB,9999
1549895,Survival of the Wolves,2022
1551697,Sundowning,9999
1553772,The Performance,2025
1557571,Does a Pig have a Name?,2021
1558944,Y103,2017
1564988,Devil's Gateway,2007
1565084,In Blood,2002
1570504,Claws,9999
1571290,Cherry Pie,2025
1571876,Run Over,2025
1572067,Pluto's Outbreak,9999
1572582,Invader,9999
1582437,Wuthering Heights: The House of the Damned,9999
1584267,G.M.O.,2015
1585763,Meet the Eye,2009
1593656,Roadkill,2025
1596482,Happy Birthday,2014
1607722,Rats,2011
1611041,Claustra,2024
1620126,Paradies,2023
1620816,Promises,2021
1623640,Pieces of Amy,2025
1624000,Dead Ink,2010
1629250,A Very Don't Get Out Christmas,2025
1631935,Misplaced,2016
1632189,Blood Rush,9999
1632290,Ascendant,9999
1634860,Izzi,9999
1636838,Sonny Lovejoy,9999
1637268,Saints,2025
1641832,"Goodbye, Monster",9999
1642568,The Last Temptation of Becky,2026
1647494,Jason vs Pennywise,2019
1648180,Surviving,2006
1649063,Nightwatch,1985
1649192,Friday the 13th: Origin of Evil,2022
1649198,Friday the 13th: Origin of Evil - Part 2,2022
1649689,Friday the 13th: Origin of Evil - Part 3,2023
1655094,Fantasma,2025
1656228,Tammy's Slumber Party,2004
1659063,Carter's Glass,2017
1659128,Sad Satan,2018
1667915,Monkey Trailer Man,2025
1681703,Meat,2012
1683150,Inside Chopped,9999
1689617,Bolted,9999
1690244,Danny Hall the Killer Crab Elf,2021
1696290,Hammered: A True Story,2017
1698087,Jason Bloodtrails,2020
1700567,Burrow,2026
1701682,Miasma,2026
1703533,Mr Homanand,2018
1703553,The Tahquitz Myth,2026
1705872,Toe Tags,2026
1706739,The Monster,2015
1708503,The Iron Sheik Massacre,2022
1708678,The Not-So-Grim Reaper,2001
1712606,The Ghost Is a Lie,2023
1724881,Ghost Written,9999
1725145,The Parrot,9999
1727906,Backrooms Bigfoot,2026
1736037,Future Days,2026
1244523,Beware Boiúna,2026
439384,The Python,2003
1423577,Gremlins 3,2027
1376425,Hidden,2018
418404,Evil Dark,2014
363809,Abed,2012
330972,Hancur,2005
322050,Human Affairs Are Nothing,1975
1428221,Untitled Beetlejuice 3,9999
1529259,The Flood,2028
396003,Grotesque Fantasies,2003
212908,Ludlow,2010
297431,Kamandag Ni Venus,2014
114153,Rapid Eye Movement,2006
416281,The Alien Within,1990
407323,The Shrieking,2008
641684,Shadow,2018
319213,A Vault of Victims,2014
1645732,IN DREAMS,2023
398473,Alienography,2017
232331,Black Magic Woman,2004
228678,Caídos,2013
223050,Zombie Girl Diary,2013
222316,Eternity,2010
62990,Lesbos Slaughter 2: Satan's Hostages,1999
830184,Homemade,2020
311699,Video Macumba,1991
418259,A Mother's Vengeance,1993
340646,Super Hell 3,2014
344680,Jendela,2015
390639,Pagan Holidays,2014
955323,Dead by Dawn 2 - the Return,2009
1279150,Seclusion,2023
753131,Empire of Dirt,2017
592960,Cannibal Vampire School Girls from Outer Space,1999
119142,A Way Out,2011
871034,Il monastero,2004
213783,I Hate You,2004
282960,Mr. Stitches,2006
444932,Cannibal Sacrifice,2004
361424,The Harvestman,2012
945443,Sweetest Day,2022
213324,Containment,2006
1312481,A Vampire's Kiss,2024
97722,Cockhammer,2009
372579,Watch This,2013
350073,The Ballad of Jeffrey,2015
346826,The Pink Hotel,2010
287937,The Cuckoo in the Clock,2014
348317,Flesh&Blood,1999
433926,Night of Horror,2010
57827,Static Blood,2011
341989,The Face at the Window,1932
213792,Wishbone,2000
1317834,Angel's Tide,1995
1043675,The Making of a Horror Film,1984
444872,Dungeon of Death,1989
346567,Pain Shack,2015
423359,Loop,2016
444876,Legal Entrapment,1996
354328,Run,2015
1375985,Damsel of the Doomed,2025
1290575,Down for the Count,2024
1323984,The Accident,2024
745986,Sharkmania: The Top 15 Biggest Baddest Bloodiest Bites,2014
1276960,Apocalypse Unknown,2022
375829,Shoals,2011
444903,Strangled 3: Blood Test,1996
1650027,First Moon,2025
352850,Letters to the Dead,2012
1605022,The Maize 2: Forever Yours,2006
1730156,The Witness,2026
444924,The Hanging Wife,2000
418261,Psycho Dance,1992
1383830,The Night Butcher Volume 2: A Bloody Honeymoon,2023
950125,Venus,2022
1362422,Beware! The Devil's Wrath,2024
1557189,Home Sweet Home,2025
332295,Il Mondo Perduto,2014
401053,Pumpkin Eyes,2011
1221014,Fucked in the Face,2000
46895,Biggie Smalls: Rap Phenomenon,2009
418260,Psycho Vampire,1992
1707206,Dread,2026
543447,The Enfield Poltergeist,2008
674370,Abducted,2018
405057,Y2K: Shutdown Detected,1999
1314739,Benediction,2022
1280000,The Hammer,2023
1311994,Devils Are We,2023
1043313,Insomnia,2018
1367384,Blind,2022
1390022,The Damned Lands,2024
1430326,Nachay Nagin,1987
1312030,Once Passed On,2024
1176369,Rabbit Hole,2023
1352378,Visions,2015
1301441,House of Dolls,2023
1501973,Helter Skelter,2012
1487189,Pithan,2025
1504973,Identity,2024
1641436,The Deal,2025
1282772,Manhunt,2019
1581988,The Stranger,2025
1027933,Blight,2022
1569475,The Vampire Who Loves,2024
1413003,Lunch Break,2013
