id,title,original_title,year,original_language,ocr_lang,ocr_chars,overlap_max,overlap_max_local,model,model_id,status,verdict,confidence,poster_title_guess,reason,latency_s,error
27028,Living Dead Lock Up,Living Dead Lock Up,2005,en,en,51,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,,"The image shows a person with a gun, not related to the horror movie 'Living Dead Lock Up'.",1.624,
27468,Zombiegeddon,Zombiegeddon,2003,en,en,315,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Zombie Geddon,The poster displays the exact title 'Zombie Geddon' and features the expected cast and visual style for the film.,1.488,
27476,Nightmare Sisters,Nightmare Sisters,1988,en,en,24,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NIGHTMARE SISTERS,The poster prominently displays the exact title 'NIGHTMARE SISTERS' matching the catalog entry.,1.355,
27477,Thirteen Erotic Ghosts,Thirteen Erotic Ghosts,2002,en,en,62,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,13 Erotic Ghosts in 3D,The poster displays the exact title '13 Erotic Ghosts' and branding matching the catalog entry.,3.347,
27528,Colic,โคลิค เด็กเห็นผี,2006,th,en,166,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,โคลิค เด็กเห็นผี,"The poster displays the Thai title ""โคลิค เด็กเห็นผี"" matching the catalog entry, and the imagery aligns with the film's theme.",1.742,
27617,Splatter Disco,Splatter Disco,2007,en,en,70,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SPLATTER DISCO,The poster displays the exact title 'SPLATTER DISCO' and matches the expected visual style of the film.,0.958,
27627,Animals,Animals,1999,en,en,32,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ANIMALS,"The poster displays the exact title 'ANIMALS' and matches the expected horror theme with a menacing, bloodied face.",1.527,
27677,Gut Pile,Gut Pile,2000,en,en,35,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Gut Pile,"The poster displays the exact title 'Gut Pile' and matches the dark, eerie aesthetic typical of horror films from the year 2000.",1.506,
27712,Killjoy 2: Deliverance from Evil,Killjoy 2: Deliverance from Evil,2002,en,en,24,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KILLJOY 2,The poster displays the title 'KILLJOY 2' and features the iconic clown imagery associated with the Killjoy series.,1.581,
27714,Scar,Scar,2005,en,en,125,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SCAR,"The poster displays the exact title 'SCAR' and the tagline 'It was just Bad Timing,' matching the catalog entry.",1.429,
27731,B-Witched,B-Witched,2001,en,en,49,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.8,B-Witched,The poster text 'BETWEEN THE DUSK AND THE DAWN IS THE... B-WITCHED' matches the catalog title.,2.126,
27739,The Zombie Chronicles,The Zombie Chronicles,2002,en,en,54,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ZOMBIE CHRONICLES,The poster clearly displays the title 'Zombie Chronicles' and features iconic zombie imagery consistent with the film's branding.,2.425,
27784,Savaged,Savaged,2008,en,en,58,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SAVAGED,"The poster prominently displays the title 'SAVAGED' and features intense, horror-themed imagery consistent with the film's genre.",2.135,
27788,My Vampire Lover,My Vampire Lover,2002,en,en,103,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MY VAMPIRE LOVER,The poster displays the exact title 'MY VAMPIRE LOVER' and features a stylized vampire-themed image consistent with the film's genre.,1.633,
27812,Kakurenbo: Hide & Seek,カクレンボ,2005,ja,en,32,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Kakurenbo,The poster prominently displays the title 'Kakurenbo' matching the catalog entry.,1.459,
27844,Drainiac!,Drainiac!,2000,en,en,134,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DRAINIAC,"The poster clearly displays the title 'DRAINIAC' and attributes the film to Brett Piper, matching the catalog entry.",1.78,
27851,Vampiyaz,Vampiyaz,2004,en,en,70,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VAMPIYAZ,The poster displays the exact title 'VAMPIYAZ' and features a vampire-themed visual style consistent with the film.,1.484,
27877,Zombie Bloodbath,Zombie Bloodbath,1993,en,en,274,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Zombie Blood Bath,The poster displays the exact title 'Zombie Blood Bath' and matches the expected horror theme with gory imagery and branding.,1.636,
27879,Zombie Bloodbath 3: Zombie Armageddon,Zombie Bloodbath 3: Zombie Armageddon,2000,en,en,36,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Zombie,"The poster features zombie imagery and the word 'Zombie' prominently, aligning with the catalog title.",1.303,
27880,Zombie Hunter Rika,最強兵器女子高生　ＲＩＫＡ,2008,ja,es,29,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,最強兵器女子高生　ＲＩＫＡ,The poster displays the exact original Japanese title and features the iconic schoolgirl protagonist with zombie imagery consistent with the film.,1.549,
27905,Island of the Fishmen,L'isola degli uomini pesce,1979,it,en,29,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ISLAND OF FISHMAN,The poster displays the exact title 'ISLAND OF FISHMAN' and features the iconic fish-like creature from the film.,2.099,
27951,Ghostwood,Ghostwood,2006,en,en,468,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Ghostwood,The poster displays the exact title 'Ghostwood' and matches the expected horror theme with forest imagery.,1.52,
28077,Feast,Feast,1992,en,en,42,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FEAST,The poster displays the exact title 'FEAST' and features iconic imagery consistent with the film's branding.,1.005,
28196,The Avenging Conscience,The Avenging Conscience,,,en,23,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Avenging Conscience,The poster displays the exact title 'The Avenging Conscience' and features iconic imagery consistent with the film's themes.,1.752,
28232,Stitches,Stitches,2001,fr,en,456,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,STITCHES,"The poster clearly displays the title 'STITCHES' and features the same iconic imagery of a haunted house and a ghostly face, matching the catalog entry.",1.875,
28352,Hellroller,Hellroller,1992,en,en,56,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HELLROLLER,The poster displays the exact title 'HELLROLLER' and matches the expected visual style and elements for this film.,1.452,
28369,,,,,en,139,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HEROES OF HORROR,The poster title and iconic imagery of classic horror figures align with the catalog entry.,2.178,
28397,Empusa,Empusa,2010,es,en,466,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,EMPUSA,The poster displays the exact title 'EMPUSA' and matches the visual style and branding of the film.,2.319,
28529,Sorceress,Sorceress,1995,en,en,46,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SORCERESS,"The poster displays the exact title 'SORCERESS' and features the lead actresses Linda Blair, Michelle Parks, and Julie Strain, matching the catalog entry.",1.549,
28530,Sorceress II: The Temptress,Sorceress II: The Temptress,1997,en,en,21,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Sorceress The Temptress,The poster title matches the catalog entry and features iconic imagery consistent with the film.,1.65,
28584,Crawler,Crawler,2009,en,en,403,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CRAWLER,The poster clearly displays the title 'CRAWLER' and features iconic horror imagery consistent with the film's branding.,1.155,
28624,Embrace the Darkness,Embrace the Darkness,1999,en,en,33,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Embrace the Darkness,The poster features the exact title 'Embrace the Darkness' and matches the visual style typical of the film.,1.408,
28646,Spoiler,Spoiler,1998,en,en,380,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SPYDER,The poster displays the title 'SPYDER' and matches the visual style and branding of the film.,1.695,
28656,"Greta, the Mad Butcher",Greta - Haus ohne Männer,1977,de,en,26,0.25,0.25,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.95,"Ilsa, the Wicked Warden","The poster clearly shows the title 'Ilsa, the Wicked Warden', which does not match the catalog film 'Greta, the Mad Butcher'.",1.34,
28719,Daimajin,大魔神,1966,ja,en,124,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE HIDEOUS IDOL MAJIN,The poster features the title 'The Hideous Idol Majin' and imagery consistent with the 1966 Japanese kaiju film Daimajin.,1.516,
28721,Zodiac Killer,Zodiac Killer,2005,en,en,26,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Zodiac Killer,"The poster clearly displays the title 'Zodiac Killer' and features a stylized eye, aligning with the catalog entry.",1.969,
28792,Man Eaters,Mangeuses d'hommes,1988,en,de,317,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DIE MÄNNER-FRESSER,The poster displays the exact title 'DIE MÄNNER-FRESSER' matching the catalog film's translated title and features the expected jungle-themed imagery.,2.192,
28807,White Jungle Slave,La esclava blanca,1985,es,en,22,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,LA ESCLAVA BLANCA,The poster displays the exact original title 'La esclava blanca' and features jungle-themed imagery consistent with the catalog entry.,1.267,
28879,Nostradamus and the Destroyer of Monsters,Nostradamus y el destructor de monstruos,1962,es,es,27,0.3333,0.2,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NOSTRADAMUS Y EL DESTRUCTOR DE MONSTROS,The poster displays the exact title in Spanish matching the catalog entry.,2.68,
28893,Galaxy of Terror,Galaxy of Terror,1981,en,mg,23,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,GALAXY OF TERROR,"The poster title matches the catalog entry exactly, and the imagery aligns with the film's known sci-fi horror theme.",1.842,
28900,Halloween: 25 Years of Terror,Halloween: 25 Years of Terror,2006,en,en,159,0.2,0.2,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HALLOWEEN YEARS OF TERROR,The poster prominently displays the title 'HALLOWEEN YEARS OF TERROR' and features iconic imagery associated with the Halloween franchise.,1.347,
28930,Live Evil,Live Evil,2009,en,en,617,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.95,Samurai Priest Vampire Hunter,Poster clearly shows a different title and artwork.,1.352,
28947,,,,,en,105,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Brink's Tales of Horror,"The poster title and tagline match the catalog entry, and the visual style aligns with horror genre branding.",3.287,
29046,Scorpius Gigantus,Scorpius Gigantus,2006,en,en,96,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SCORPIUS GIGANTUS,The poster displays the exact title 'Scorpius Gigantus' and features military-themed imagery consistent with the catalog entry.,1.3,
29214,Echoes,Echoes,1982,en,en,107,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.95,Living Nightmare,"The poster clearly shows the title 'Living Nightmare', which does not match the catalog film 'Echoes'.",2.082,
29221,Indiscretions,Indiscretions,2009,en,en,147,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,INDISCRETIONS,The poster displays the exact title 'INDISCRETIONS' and features the expected visual style and tagline for the film.,1.685,
29338,No One Heard the Scream,Nadie oyó gritar,1973,es,en,21,0.2,0.2,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NO ONE HEARD THE SCREAM,The poster displays the exact title 'NO ONE HEARD THE SCREAM' matching the catalog entry.,1.282,
29354,Reflections in Black,Il vizio ha le calze nere,1975,it,es,154,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,EL VICIO TIENE MEDIAS NEGRAS,Title matches the original Italian title 'Il vizio ha le calze nere' and the poster design aligns with typical 1970s Italian exploitation film aesthetics.,2.515,
29394,Homicidal,Homicidal,1961,en,en,43,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HOMICIDAL,"The poster prominently displays the title 'HOMICIDAL' and features the iconic imagery associated with the film, including a knife and dramatic composition.",1.442,
29409,22 Weeks,22 Weeks,2009,en,en,575,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,22 Weeks,"The poster clearly displays the title '22 Weeks' and the tagline 'Based on a true story,' matching the catalog entry.",1.49,
29432,Killer Hoo-Ha!,Killer Hoo-Ha!,,,no,317,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KILLER HOO-HA,The poster clearly displays the exact title 'KILLER HOO-HA' and features branding consistent with the film's presentation.,2.531,
29433,The Good Sisters,The Good Sisters,2009,en,en,81,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Good Sisters,The poster displays the exact title 'The Good Sisters' and features imagery consistent with the film's themes.,2.493,
29640,Magus,Magus,,,sv,45,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,MAGOVÉ,"The poster prominently displays the title 'MAGOVÉ,' which is a close match to the catalog title 'Magus,' and the visual style aligns with typical horror/thriller aesthetics.",1.952,
29693,Psycho Cop Returns,Psycho Cop Returns,1993,en,en,30,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PSYCHO COP RETURNS,The poster title matches the catalog film title exactly.,1.8,
29771,Goblin,Goblin,1993,en,no,465,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,GOBLIN,The poster prominently displays the title 'GOBLIN' and features horror-themed imagery consistent with the film's genre.,1.285,
29779,Bimbos B.C.,Bimbos B.C.,1990,en,en,52,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BIMBOS B.C.,"The poster displays the exact title 'BIMBOS B.C.' in large, prominent text, matching the catalog entry.",1.679,
29799,Project Shadowchaser III,Project Shadowchaser III,1995,fr,en,27,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SHADOWCHASER III,"The poster displays the exact title 'SHADOWCHASER III' and features the lead actor Frank Zagarin, matching the catalog entry.",1.869,
29814,Terror on Alcatraz,Terror on Alcatraz,1986,en,et,601,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TERROR ON ALCATRAZ,The poster clearly displays the exact title 'TERROR ON ALCATRAZ' and features imagery consistent with the film's theme.,1.643,
29867,Vampire Femmes,Vampire Femmes,1999,en,id,30,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VAMPIRE FEMMES,"The poster clearly displays the title 'VAMPIRE FEMMES' and features a stylized, horror-themed image consistent with the film's branding.",1.586,
