id,title,original_title,year,original_language,ocr_lang,ocr_chars,overlap_max,overlap_max_local,model,model_id,status,verdict,confidence,poster_title_guess,reason,latency_s,error
48808,Closet Space,Closet Space,2008,en,en,154,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Between Two Worlds,"Poster clearly shows title 'Between Two Worlds' and references H.P. Lovecraft, not 'Closet Space' from 2008.",3.002,
50604,Dark Woods,Dark Woods,2010,en,en,294,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,FORBIDDEN ATTRACTION,"Poster clearly displays title 'FORBIDDEN ATTRACTION' with tagline about rescuing Alicia, not 'Dark Woods'.",2.566,
51176,Hellborn,Hellborn,2003,en,en,106,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Asylum of the Damned,Poster clearly shows title 'Asylum of the Damned' which does not match catalog entry 'Hellborn'.,2.802,
56383,"Lisa, Lisa","Lisa, Lisa",1974,en,en,22,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,California Axe Massacre,"Poster clearly shows title 'California Axe Massacre' which does not match catalog film 'Lisa, Lisa' from 1974.",2.472,
56673,Unborn Sins,Unborn Sins,2007,en,en,143,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,Tomb of Terrors,"Poster clearly shows 'Tomb of Terrors' title and is a 50-movie collection, not the 2007 film 'Unborn Sins'.",4.152,
58010,A Judgment in Stone,A Judgment in Stone,1986,en,en,78,0.3333,0.3333,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,match,0.95,the Housekeeper,"The poster shows 'the Housekeeper' starring Rita Tushingham, which is the alternate US release title for 'A Judgment in Stone' (1986).",3.502,
58796,Canes,Canes,2006,en,en,32,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,The Covenant: Brotherhood of Evil,Poster clearly shows title 'THE COVENANT: Brotherhood of Evil' which does not match catalog film 'Canes' from 2006.,2.985,
64623,Vendetta,Zai shi zhui hun,1993,cn,de,36,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,MORBIDIA,"Poster clearly shows title 'MORBIDIA' with German subtitle, not matching the catalog film 'Vendetta/Zai shi zhui hun' from 1993.",2.816,
68028,Thralls,Thralls,2005,en,en,78,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,match,0.95,Blood Angels,"Thralls was released under the alternate title Blood Angels, and the poster shows this title with matching 2005 horror film imagery.",3.895,
69117,Unseen Evil 2,Unseen Evil 2,2004,en,en,34,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,ALIEN 3000,Poster clearly shows title 'ALIEN 3000' which does not match catalog entry 'Unseen Evil 2'.,3.579,
69142,The Wrath,The Wrath,2008,en,en,49,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Beast Beneath,Poster clearly shows title 'BEAST BENEATH' which does not match catalog film 'The Wrath'.,2.834,
71234,Greed,Greed,2006,en,en,93,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,AXE,"Poster clearly shows title 'AXE' with cast names Jason London, Darlena Tejeiro, Andrea Bogart, not matching catalog film 'Greed' (2006).",3.253,
72654,Parents,Foreldrar,2007,is,en,571,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,ELTERN,"Poster clearly shows title 'ELTERN' (German for 'Parents') directed by Ragnar Bragason, but catalog entry is for 'Foreldrar' (Icelandic, 2007), though these may be the same film with different language titles.",3.618,
74650,Fantasmi,Fantasmi,2014,it,it,176,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,PARANORMAL STORIES,Poster clearly shows title 'PARANORMAL STORIES' which does not match catalog film 'Fantasmi'.,3.181,
76659,Beautiful Swordswomen: Double Seppuku,美女剣士・二人切腹,1990,ja,fr,64,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,HARAKIRI ONNA HARAKIRI SAKUHISSHO,"Poster clearly shows 'HARAKIRI' as the main title with 'UNEARTHED FILMS' branding, not matching the catalog film 'Beautiful Swordswomen: Double Seppuku' from 1990.",3.643,
80528,The Darkening,The Darkening,1995,en,en,28,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,The Black Gate,Poster clearly displays title 'The Black Gate' which does not match catalog entry 'The Darkening'.,3.093,
81489,Carnivorous,Carnivorous,2007,en,en,80,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Hell's Labyrinth,Poster clearly shows title 'Hell's Labyrinth' which does not match catalog entry 'Carnivorous'.,2.925,
82828,Melancholia,メランコリア,2004,ja,en,502,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,ザ・ドッペルゲンガー (The Doppelganger),"Poster clearly shows title 'THE DOPPELGANGER' in English and Japanese katakana, not 'Melancholia'.",3.749,
82972,Curio,Curio,2010,en,en,35,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,BAD MOMMY,"Poster clearly displays title 'BAD MOMMY' with tagline 'SECRETS NEVER STAY BURIED', which does not match catalog film 'Curio' (2010).",3.422,
83833,Nostrum,Nostrum,2010,en,en,436,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,PSYCHOTICA,"Poster clearly displays the title 'PSYCHOTICA' with cast names and production credits, not 'Nostrum'.",2.982,
84233,Don't Hang Up,Don't Hang Up,1974,en,en,156,0.3333,0.3333,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Don't Open the Door,Poster clearly shows title 'DON'T OPEN THE DOOR' which is a different film than 'Don't Hang Up'.,2.44,
92312,Django the Bastard,Django il bastardo,1969,it,en,21,0.3333,0.3333,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,THE STRANGERS' GUNDOWN,Poster clearly displays 'THE STRANGERS' GUNDOWN' which is a different film title than 'Django the Bastard'.,2.907,
95008,Scream... and Die!,Scream... and Die!,1973,en,en,23,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,THE HOUSE THAT VANISHED,Poster clearly shows title 'THE HOUSE THAT VANISHED' which does not match catalog entry 'Scream... and Die!' from 1973.,3.524,
100467,The Hand That Feeds the Dead,La mano che nutre la morte,1974,it,en,24,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,EVIL FACE,Poster clearly shows title 'EVIL FACE' which does not match 'The Hand That Feeds the Dead' or its Italian title.,4.035,
101152,Whodunit?,Whodunit?,1986,en,en,84,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Evil Laugh,Poster clearly shows 'Evil Laugh' title which does not match catalog entry 'Whodunit?' from 1986.,2.197,
101730,Henge,Henge,2011,ja,de,32,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,METAMORPHOSIS,Poster clearly displays title 'METAMORPHOSIS' which does not match catalog film 'Henge' from 2011.,2.23,
102762,Awakening,Awakening,2006,en,en,488,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,ZOMBIE NIGHT II,Poster clearly shows title 'ZOMBIE NIGHT II' which does not match catalog entry 'Awakening' from 2006.,3.372,
109703,Cadaver Bay,Cadaver Bay,2003,en,en,86,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,Hellbound: Book of the Dead,"Poster clearly shows title 'Hellbound: Book of the Dead' with cast names, not 'Cadaver Bay'.",3.578,
109707,Flora,Flora,1989,cs,en,117,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,The Collected Shorts of Jan Svankmajer,"Poster clearly shows 'The Collected Shorts of Jan Svankmajer' from The Kimstim Collection, not the 1989 film 'Flora'.",3.489,
110772,Stille Nacht IV: Can't Go Wrong Without You,Stille Nacht IV: Can't Go Wrong Without You,1993,en,en,68,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,Phantom Museums: The Short Films of the Quay Brothers,Poster clearly shows 'Phantom Museums: The Short Films of the Quay Brothers' which is a different film than 'Stille Nacht IV: Can't Go Wrong Without You' from 1993.,3.144,
113241,"Chloe, Love Is Calling You","Chloe, Love Is Calling You",1934,en,en,140,0.2,0.2,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,match,0.85,CHLOE,Poster clearly displays title 'CHLOE' with horror/exploitation imagery and taglines referencing 'virgin dance of death' and 'altar of voodoo' consistent with this 1934 exploitation film.,2.574,
122742,El asesino del parking,El asesino del parking,2006,en,en,172,0.25,0.25,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,THROTTLE,"Poster clearly shows title 'THROTTLE' with Japanese text, not matching 'El asesino del parking' from 2006.",3.533,
124046,B.O.R.N.,B.O.R.N.,1989,en,en,21,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Merchants of Death,Poster clearly displays title 'Merchants of Death' which does not match catalog film 'B.O.R.N.' from 1989.,3.006,
125294,Rough Draft,Rough Draft,,,en,90,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,diary of a serial killer.,Poster clearly shows title 'diary of a serial killer.' which does not match catalog entry 'Rough Draft'.,3.006,
125752,,,,,en,73,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,uncertain,0.3,Sweet 16 Teenage Porno Queens,Poster shows exploitation film artwork but no catalog film information provided to compare against.,3.437,
128655,Haunted High,Haunted High,2012,en,en,68,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,GHOSTQUAKE,"Poster clearly shows title 'GHOSTQUAKE' with Danny Trejo, not 'Haunted High'.",2.4,
131575,Fear Has 1000 Eyes,Skräcken har 1000 ögon,1970,sv,en,85,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,The Sensuous Sorceress,Poster clearly shows title 'The Sensuous Sorceress' which does not match 'Fear Has 1000 Eyes' or 'Skräcken har 1000 ögon'.,3.32,
131815,The Sea Serpent,Serpiente de mar,1985,es,en,27,0.3333,0.3333,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,HYDRA MONSTER FROM THE DEEP,"Poster clearly shows title 'HYDRA' not 'The Sea Serpent' or 'Serpiente de mar', indicating different film.",3.399,
135973,Pennhurst,Pennhurst,2012,en,en,55,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,THE LOST EPISODE,Poster clearly displays title 'THE LOST EPISODE' which does not match catalog film 'Pennhurst'.,2.358,
144839,Evil Stalks This House,Evil Stalks This House,1981,en,sw,20,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Tales of the Haunted,Poster clearly shows 'Tales of the Haunted' title which does not match 'Evil Stalks This House' from 1981.,2.828,
144909,Charm,Charm,2013,en,en,109,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,Random Acts of Violence,Poster clearly shows title 'Random Acts of Violence' which does not match catalog film 'Charm' from 2013.,1.994,
163543,Shelf Life,Shelf Life,2004,en,en,98,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,SUBHUMAN,"Poster clearly shows title 'SUBHUMAN' with tagline 'Now the human harvest begins', not 'Shelf Life'.",3.201,
164423,Ghost of the Needle,Ghost of the Needle,2003,en,es,207,0.25,0.25,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,ASFIXIA,Poster clearly shows title 'ASFIXIA' which is a different film than 'Ghost of the Needle'.,2.991,
179344,Bitten,Bitten,2008,en,en,144,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,Ultimate Zombie Feast,Poster clearly shows title 'Ultimate Zombie Feast' which does not match catalog film 'Bitten' from 2008.,2.777,
179358,KidZ,KidZ,2010,en,en,144,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Ultimate Zombie Feast,Poster clearly shows title 'Ultimate Zombie Feast' which does not match catalog entry 'KidZ'.,3.038,
192252,The Princess and Toxicant,蛇山蠱女,1977,zh,en,47,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,WITCHCRAFT OF MIAO PEOPLE,Poster clearly shows title 'WITCHCRAFT OF MIAO PEOPLE' which does not match 'The Princess and Toxicant' or '蛇山蠱女'.,2.556,
192573,Zapatlela,झपाटलेला,1993,mr,en,171,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Khilona Bana Khalnayak,Poster clearly shows title 'Khilona Bana Khalnayak' which does not match catalog film 'Zapatlela'.,3.478,
199347,Pulse Pounders,Pulse Pounders,1988,en,en,91,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,match,0.85,"BEANMASTER II, The Evil Clergyman, TRANCERS","Poster shows three film titles (Beastmaster II, The Evil Clergyman, Trancers) which matches Pulse Pounders being an anthology compilation of these segments.",3.528,
200377,The Evolution of Snuff,The Evolution of Snuff,1978,de,en,46,0.25,0.25,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Confession of a Blue Movie Star,"Poster clearly shows title 'Confession of a Blue Movie Star' by Roman Polanski, which does not match 'The Evolution of Snuff' from 1978.",3.26,
200672,Torro. Torro. Torro!,Torro. Torro. Torro!,1981,en,en,185,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,SAM RAIMI'S SHORT FILMS,"Poster clearly shows 'SAM RAIMI'S SHORT FILMS' with Super-8 shorts compilation, not 'Torro. Torro. Torro!' from 1981.",3.033,
200803,Altered Species,Altered Species,2001,en,en,26,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,RODENTZ,Poster clearly displays title 'RODENTZ' which does not match catalog entry 'Altered Species'.,3.224,
204611,The McPherson Tape,The McPherson Tape,1989,en,en,78,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,UFO ABDUCTION,"Poster clearly shows title 'UFO ABDUCTION' not 'The McPherson Tape', though these may be alternate titles for the same 1989 film.",2.511,
208703,Rufus,Rufus,2013,en,en,118,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,HUNTED,"Poster clearly shows title 'HUNTED' with vampire fangs imagery, not 'Rufus' from 2013.",2.865,
210587,Yellow,Yellow,2013,en,en,96,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,1.0,City of Lust,Poster clearly shows title 'CITY OF LUST' which does not match catalog entry 'Yellow' from 2013.,2.501,
210734,Battlefield Death Tales,Battlefield Death Tales,2012,en,en,41,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,Angry Nazi Zombies,Poster clearly displays title 'Angry Nazi Zombies' which does not match catalog entry 'Battlefield Death Tales'.,2.888,
213811,The Crate,The Crate,,,en,138,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Decrepit Crypt of Nightmares,Poster clearly shows title 'Decrepit Crypt of Nightmares' which does not match catalog entry 'The Crate'.,3.398,
214680,Convergence,Convergence,2000,en,en,103,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,PREMONITION,"Poster clearly displays title 'PREMONITION' with cast names Christopher Lloyd, Cynthia Preston, and Adrian Paul, which does not match catalog entry 'Convergence'.",3.774,
215280,Billy Badd,Billy Badd,1992,en,es,413,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,MOTOR PSYCHO,Poster clearly shows title 'MOTOR PSYCHO' which does not match catalog film 'Billy Badd'.,2.655,
216139,Burned at the Stake,Burned at the Stake,1981,en,en,355,0.25,0.25,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,The Coming,"Poster clearly shows title 'The Coming' and credits for a different film, not 'Burned at the Stake'.",3.165,
217903,El virus del poder,El virus del poder,1988,es,es,185,0.25,0.25,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,SINDROME DEL APOCALIPSIS,Poster clearly shows title 'SINDROME DEL APOCALIPSIS' which does not match catalog film 'El virus del poder'.,2.215,
219961,Sonata,Sonata,,,pt,56,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,GRITOS de HORROR,Poster clearly displays title 'GRITOS de HORROR' which does not match catalog film 'Sonata'.,3.136,
222861,Terminal Virus,Terminal Virus,,,it,171,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Generazione Zero,Poster clearly shows title 'Generazione Zero' which does not match catalog entry 'Terminal Virus'.,2.558,
223281,The Unspeakable,The Unspeakable,1996,en,en,121,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Shadow of a Scream,Poster clearly shows title 'Shadow of a Scream' which does not match catalog entry 'The Unspeakable'.,2.355,
223344,Maxie,Maxie,1973,en,en,203,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,The Butchers,"Poster clearly shows title 'The Butchers' with director Paul Michael Miekle and cast names, not 'Maxie' from 1973.",3.844,
226023,The Men Who Fell,The Men Who Fell,2007,en,de,105,0.25,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,Planet des Schreckens: Die Rückkehr,Poster clearly shows German title 'Planet des Schreckens: Die Rückkehr' which does not match 'The Men Who Fell'.,3.163,
227433,Hong-Do Mirror,홍도경,1985,ko,en,22,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,Dragon Against Vampire,Poster clearly shows English title 'Dragon Against Vampire' which does not match the Korean film 'Hong-Do Mirror' (홍도경) from 1985.,3.114,
239973,Cold Blood Canyon,Cold Blood Canyon,2007,en,fr,51,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,PARANORMAL APPARITION,"Poster clearly shows title 'PARANORMAL APPARITION' with tagline, which does not match catalog entry 'Cold Blood Canyon'.",2.714,
244305,The Ice House,The Ice House,1969,en,en,197,0.3333,0.3333,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.98,The Passion Pit,"Poster clearly shows title 'The Passion Pit' with cast names Sabrina, David and Robert Story, Scott Brady and Jim Davis, not 'The Ice House'.",3.133,
250172,Martyris,Martyris,2010,es,es,652,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,CERULIA,Poster clearly displays title 'CERULIA' which does not match catalog film 'Martyris'.,3.225,
250788,Savage Encounter,Savage Encounter,1980,en,en,53,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,DEMON LUST,Poster clearly displays title 'DEMON LUST' which does not match catalog entry 'Savage Encounter'.,3.437,
251526,The Mutagen,The Mutagen,1988,en,es,86,0.0,0.0,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,mismatch,0.95,GENES ASESINOS,"Poster clearly shows title 'GENES ASESINOS' (Killer Genes in Spanish), which does not match 'The Mutagen' despite similar sci-fi/horror theme.",2.837,
