id,width,height,bytes
580283,500,750,18748
597684,500,750,79543
732231,801,1111,207845
108537,559,800,78464
225724,500,750,91170
227565,700,1051,92408
369164,678,960,240149
419165,667,1000,104020
444884,567,851,88082
464104,653,980,164306
589775,500,750,86629
663240,500,750,71878
710743,566,792,102116
732233,600,900,130561
946317,502,750,109205
972601,500,750,75344
29765,600,900,267982
143139,594,868,102529
336654,914,1287,130352
426520,600,916,146169
434534,504,757,95869
444949,794,1190,145320
444950,528,750,79777
461379,500,750,84114
631059,500,750,55268
799182,947,1424,144668
805620,529,750,107067
864750,583,875,159144
878576,500,750,66580
29767,550,826,141107
29770,600,900,114378
113627,570,843,100825
212016,800,1200,261099
264598,700,1050,142403
309073,500,750,65437
426524,526,777,77723
444945,700,1050,123588
451368,746,1101,105790
708788,624,936,105659
759123,500,750,87272
801449,500,750,92046
27627,500,750,69175
329703,700,1000,76383
363282,500,750,117343
444663,600,900,103122
464105,586,879,143488
471363,800,1200,168616
479494,600,901,144883
489239,600,900,63273
523830,500,750,198207
634115,840,1260,267122
875903,500,750,105598
888452,950,1425,248815
971148,507,750,98464
37930,650,975,92789
84007,960,1440,197405
198181,560,875,61835
341833,500,750,77831
415903,550,853,112993
426539,530,797,85951
447409,694,1045,132419
521588,500,750,107973
652891,600,900,101304
691151,750,1000,126426
707446,500,750,84975
783061,500,750,84896
27682,704,1056,194023
27689,501,750,96276
27803,600,900,215413
374933,600,900,123247
507096,534,750,80276
556203,512,750,103588
649119,900,1350,132107
781362,500,750,107835
854240,500,750,77003
871624,696,1045,154505
29434,960,1440,259901
43743,934,1400,458636
253453,500,750,77509
261090,500,750,65731
294310,841,1243,160495
415888,550,815,75821
421779,500,750,81880
452066,500,750,66222
527612,600,800,77370
569329,500,750,66174
576358,710,1000,146929
577905,550,802,35837
602777,540,758,100470
785885,913,1215,169743
837382,650,923,180419
859839,526,750,81609
28181,500,750,83126
29505,500,750,67471
82802,500,750,71759
213766,500,750,23929
213775,500,762,84894
227858,650,971,134717
364422,500,750,96128
448939,500,750,92657
453659,650,999,83617
479867,569,854,114129
480299,778,1036,45167
488754,700,1050,149579
848839,600,850,129451
59093,564,872,79260
82210,568,852,142605
88559,500,750,81282
132035,700,1050,185335
227670,813,1212,129101
262423,500,750,111238
478818,814,1222,200827
488748,525,754,87161
489456,500,750,68887
555878,526,800,127141
640960,500,750,40721
663924,500,750,52325
705283,550,779,56301
715181,500,751,68188
858856,500,750,97865
923672,639,958,118498
974706,500,750,64832
74021,500,750,103300
145650,500,750,96410
197011,619,879,104047
227841,500,750,105192
239722,851,1276,165315
330990,500,750,63594
352707,500,750,61598
367797,500,750,104829
393010,500,750,146073
393927,530,750,108164
394546,500,750,47811
424079,550,825,114385
439772,500,750,84885
448811,879,1298,129837
449445,679,1014,125217
466316,500,750,84605
478692,500,750,89386
478968,700,1050,159375
478974,600,898,140646
480289,600,900,130549
543203,560,795,95697
642061,500,750,63118
731653,750,1062,73432
787277,560,795,117174
862065,500,750,61107
866027,916,1266,193142
939811,500,750,66641
953211,500,750,82161
979728,500,750,81128
1022024,564,799,80843
27289,500,750,83426
33876,562,750,127940
36794,500,750,99809
69235,500,750,43797
96446,500,750,37313
156969,960,1440,190858
167036,536,750,74631
211678,512,768,86053
227608,531,797,130741
227864,666,1000,78356
270595,600,900,97974
274513,500,750,82674
339588,500,750,69760
354326,500,750,134840
364424,500,750,65981
366067,562,842,83607
367799,598,800,65268
443114,500,750,44292
448144,500,750,65388
451267,500,750,79168
453387,500,750,86047
505816,666,1000,120537
586483,500,750,88967
588696,550,780,108729
642106,500,750,102251
662183,500,750,100804
685592,534,750,92768
708697,500,759,83479
732114,600,900,74061
918007,972,1296,256836
972200,500,750,108538
54211,923,1385,195818
70012,600,900,148486
99885,807,1210,165584
108780,500,750,83846
131212,500,750,187600
153740,500,750,126194
226023,528,750,109143
270442,707,1060,222359
307544,553,750,53864
339644,525,800,139836
347425,500,750,97510
357964,667,1000,175203
367080,500,750,80692
370209,640,960,241960
426200,550,825,68235
457010,555,831,121242
477329,571,853,99195
483969,600,900,148124
543467,533,799,94628
568140,600,900,81016
568574,500,750,112726
576411,500,750,116029
642131,748,1122,211395
923321,505,750,51142
985329,500,750,119962
995302,500,750,93759
1010708,500,750,40971
27694,550,825,107802
30393,700,1040,152115
34552,500,750,24196
54923,508,750,59478
218720,684,1000,183516
277113,500,750,119311
329807,500,750,73202
361763,667,1000,187434
458985,600,850,92800
476510,750,1082,184399
535476,500,750,106495
548560,600,924,188561
568573,500,750,111759
590663,550,791,109928
597687,943,1415,294622
603681,500,750,64447
609627,709,1000,211658
634525,500,750,70695
647931,678,1000,132261
683016,720,960,183182
683699,706,1000,190522
697798,500,750,78209
705586,750,1000,102981
705863,500,750,71418
736381,543,750,88684
738746,588,818,103221
788635,500,750,70795
857240,500,750,84605
866661,500,750,118955
974021,500,750,88936
29433,960,1440,355010
72385,500,750,62102
173285,800,1200,112583
225035,500,750,113216
272296,600,900,94745
281309,500,750,118583
296803,600,900,119727
301655,552,766,138039
340462,500,750,90415
348157,500,750,67315
371386,500,750,107639
446074,542,760,75658
452379,720,1080,130608
458830,500,750,72840
464248,500,750,48107
471920,711,1000,86155
479736,600,900,171422
505770,593,800,107134
521499,500,750,80608
541062,695,1000,146380
543904,750,1000,118256
586779,500,750,174032
593676,500,750,48228
631057,500,750,85553
637174,500,750,107926
647932,684,1000,109389
685044,679,960,153735
705871,500,750,100721
705873,500,750,72468
705877,500,750,44232
713478,530,750,111868
718134,500,750,73189
718138,500,750,46644
746891,500,750,67666
774108,500,750,26781
859428,600,800,214246
882431,931,1397,181622
942907,507,750,121477
971294,500,750,54070
976798,500,750,66813
977052,500,750,44115
977845,500,750,75707
982869,500,750,95657
108482,943,1396,241469
144171,500,750,92471
281888,780,1206,139849
316157,667,1000,238066
329104,718,1024,218835
341114,667,1000,72529
341650,900,1278,293765
417265,500,750,92377
478579,665,1000,222470
481097,600,902,88231
498716,668,1000,182106
510346,666,1000,113973
542445,671,960,150199
543906,750,1000,126147
552840,564,750,62739
616318,700,1000,154909
620616,500,750,112616
729878,675,1000,197578
857382,789,1183,210525
858653,500,750,112685
861507,500,750,76710
879878,887,1344,248365
968094,500,750,102446
968604,508,750,72342
971466,500,750,39313
974046,500,750,71499
1022767,500,750,75722
65535,800,1200,254070
85710,600,900,141271
97240,600,900,36833
257047,500,750,83088
277189,810,1200,226536
306185,600,800,86127
353948,738,1094,240845
416506,500,750,67914
451262,500,750,71817
476363,731,1000,203315
480209,541,813,115791
480295,600,900,192000
483246,630,1200,110273
484040,500,750,67770
517473,726,1089,114541
526507,500,750,63218
529144,500,750,54189
544781,800,1141,102649
605479,562,806,81695
641991,500,750,66676
647935,698,1000,109044
648427,500,750,150223
662802,600,901,194188
664833,750,1000,122569
687372,529,750,66430
788176,500,750,65094
977147,500,750,76843
982552,600,900,132970
984081,500,750,78397
986859,534,800,47874
262284,500,750,124404
288049,797,1181,257605
294346,600,851,151042
343489,507,750,66898
346939,754,1070,156181
381640,600,800,102446
416545,751,1001,112505
417169,500,750,78099
449854,766,1139,178730
451263,500,750,67198
451494,500,750,87005
452389,586,895,83396
453402,666,1000,76497
473238,500,750,93494
492523,563,750,117572
495868,644,960,185861
539528,500,750,50549
551556,532,794,120037
568281,700,1050,220316
568578,700,1050,195377
580340,674,1000,222848
596039,708,1000,179193
639461,600,900,126878
639473,630,945,30014
642556,667,1000,98542
646109,700,1000,110456
683204,500,750,80435
687377,562,799,60194
708623,666,1000,126178
723538,500,750,64837
781353,658,986,128556
971757,500,750,79451
977394,500,750,42232
987401,500,750,79430
993056,502,750,98058
1018169,500,750,113783
209956,960,1440,133785
212693,639,966,177064
220139,500,750,77595
220682,667,1000,118851
227369,500,750,27581
268758,900,1285,140723
279932,707,999,109378
302428,648,960,213028
309921,693,1000,127040
329110,500,750,107754
339373,600,900,244700
381654,537,750,84823
447559,637,964,97907
461606,500,750,76838
477902,742,1088,93825
544976,703,1000,114359
547331,666,1000,112197
565398,500,750,64340
567584,753,1130,192539
568135,500,750,87212
590278,857,1278,371462
590476,500,750,42799
627324,702,1000,267029
629843,500,750,84643
653544,500,750,105181
668055,550,814,84516
714870,599,1140,177123
738756,588,818,94179
789375,677,960,95319
841657,651,960,96668
848239,500,750,42934
852850,849,1274,210768
953165,500,750,83034
985060,560,760,55440
1032490,714,960,108412
253057,832,1248,293940
270594,500,750,60764
280860,500,750,95064
293249,600,900,78747
293852,680,1000,114824
305175,522,783,86483
305862,500,750,129688
306932,500,750,73157
323478,960,1440,257425
328936,500,750,57122
337530,500,750,121992
384075,640,960,78476
445135,750,1000,68285
481023,600,900,132323
489122,700,1050,166599
499190,500,750,86351
538382,637,960,171987
545899,991,1486,50387
547482,727,1000,239051
568575,700,1050,215517
585197,710,1000,87325
586781,500,750,101193
605554,500,750,113103
609368,500,750,122289
634527,500,750,140889
652841,700,1050,188813
661237,620,960,96237
713138,960,1440,353916
781372,750,1125,108274
810047,802,1203,217509
829370,501,750,52582
853688,500,750,36935
853691,636,954,85596
855033,500,750,100302
915967,500,750,59800
955224,960,1280,224066
982151,500,750,77112
337692,660,990,178185
354888,678,960,134486
364840,681,998,296063
365720,692,1038,55570
372074,818,1200,145945
393395,630,945,172227
451344,600,900,86117
454420,500,750,70985
479731,996,1494,528644
482773,637,960,155056
482809,600,900,71537
499278,500,750,97378
499438,666,1000,146483
502312,500,750,92501
539145,652,1000,169178
556972,640,960,86900
558889,698,960,156854
571911,720,1000,180406
581664,658,1000,70068
581993,694,1000,143467
616587,654,872,50501
682662,684,1000,254317
697027,576,960,143229
733615,600,853,134744
733699,586,879,126461
748251,500,750,26830
756331,500,750,46192
780748,680,1000,110520
824063,500,750,84996
875236,640,960,120087
881855,532,750,88659
904924,539,792,86588
971152,500,750,88628
975265,561,750,88961
341963,500,750,72739
382184,707,1000,241253
386269,647,971,181330
387854,524,750,107026
392356,500,750,90766
396120,500,750,71306
397572,654,931,136995
397797,554,750,87714
413799,567,794,71364
415703,500,750,73630
418895,669,1000,123829
420132,562,1000,134742
427539,680,1000,190891
429991,598,885,151987
431849,600,900,160431
432281,510,750,131100
448474,500,750,165789
452112,731,1024,60430
456515,706,1000,115128
467320,500,750,156495
467834,735,1000,127183
471610,566,800,135115
479576,700,1050,182408
484479,706,1000,159919
488111,700,1050,200672
490271,527,800,57277
493446,500,750,112735
494678,536,750,101072
496364,500,750,65098
496594,854,1280,173226
503659,500,750,106958
506400,750,1000,205284
508592,706,1000,137003
519647,500,750,85716
560903,500,750,39923
568524,900,1285,261223
571939,691,1000,214679
572949,551,764,66605
588068,533,802,68268
603524,647,1000,162748
646334,562,798,146592
667054,500,750,133161
674385,500,750,110711
675853,707,1000,172834
691646,707,1000,158100
709786,500,750,127219
715275,600,900,18931
746161,640,960,69283
793462,550,814,141594
827525,578,768,114167
831017,900,1275,140527
851275,661,1000,144677
1005367,720,1080,282289
410832,673,1000,125486
449478,500,750,133199
449772,506,750,92573
451452,801,1200,111421
451716,533,758,95062
461628,699,1000,123158
472750,625,1000,135037
476341,707,1000,78637
476542,675,1000,205015
476662,665,1000,115442
483400,642,953,68718
483422,706,1000,84019
483790,750,1000,95019
483965,621,933,120009
484779,742,1100,200247
485245,550,814,58041
486511,621,960,125087
486772,675,1000,157616
487187,600,900,53497
488247,800,1200,323009
489123,700,1050,197136
493494,706,1000,197619
495303,667,1000,110566
498110,710,1000,147796
506404,750,1000,88495
506413,800,1200,154713
509166,500,750,81079
513508,745,1000,155649
521458,500,750,113738
524882,647,1000,149032
526749,600,900,149468
534425,630,1200,189018
535412,652,1000,212337
539185,758,1011,97791
554060,563,750,121568
565244,686,958,139289
571907,709,1000,206280
574124,674,1000,174934
583642,750,1000,147052
589565,500,750,90188
594090,666,1000,142553
604514,750,1000,252120
605314,500,750,182151
633100,680,1000,103436
645240,658,1000,89059
656211,500,750,30724
689285,675,1000,73098
697123,500,750,34310
729881,608,900,88340
736853,750,1000,215170
810402,500,750,65555
850127,688,1032,167287
462310,600,900,144452
500269,658,1000,188607
516695,500,750,170114
517046,674,1000,126371
519988,888,1332,116470
524785,864,1152,231013
526411,525,750,102408
528665,667,1000,294629
532668,666,1000,118415
533139,500,750,66253
534424,750,1000,193420
538698,820,1230,409521
542675,500,750,70337
543998,500,750,70792
547118,960,1440,281006
549078,960,1440,228695
549669,500,750,102181
552476,750,1000,195677
553079,750,1000,231282
558448,600,900,105301
558774,900,1265,308183
558909,707,1000,70022
559844,550,815,112508
560038,706,1000,79729
562786,960,1440,470824
563575,834,1258,233673
567248,500,750,169692
568120,685,960,176061
573307,750,1000,225967
574137,500,750,14327
574798,501,750,39530
578400,500,750,73318
582621,666,1000,162665
585537,642,960,90440
588783,750,1000,105606
604518,500,750,63583
605553,601,836,126181
611141,711,1000,185037
612196,750,1000,301293
623493,500,770,107417
641688,750,1000,200829
641697,647,1000,153489
644265,688,1000,170105
644426,960,1440,404404
644452,637,1000,126421
652118,720,1080,150291
655344,666,1000,211548
658975,647,1000,90467
692830,707,1000,101829
700424,501,751,58698
705072,662,1000,163774
711813,890,1335,130008
716820,702,1000,112267
716822,702,1000,160306
725543,500,750,84642
733506,675,1000,236609
770452,859,1280,324812
777537,511,750,66447
786050,500,750,91629
794925,788,1182,304498
820725,500,750,81861
842098,500,752,156951
857614,600,900,105031
860292,686,1016,171961
860346,500,750,49489
941723,543,800,68480
975957,700,1000,60231
982966,500,750,80426
459410,666,1000,53170
515389,530,808,81075
567212,500,750,115505
572428,750,1000,269653
579957,750,1000,265975
579959,646,1000,133782
596318,706,1000,51603
603457,640,960,58583
604012,714,1000,143790
605124,563,750,71283
608537,600,820,111349
620495,692,1000,122564
625423,508,750,94009
626963,500,752,57447
629363,600,820,104523
632570,500,750,89282
634494,640,895,121907
638732,576,890,156222
643213,666,1000,194064
643587,647,1000,198994
643657,666,1000,107229
644009,666,1000,69332
644144,750,1000,131138
644752,643,999,120831
649182,750,1000,281225
652034,658,1000,83311
652847,700,1050,210996
653842,600,800,55500
656145,960,1440,124230
657701,750,1000,195769
658110,648,960,83810
658596,666,1000,123377
659506,750,1000,77079
664994,500,750,95032
671104,700,1000,73266
675777,500,750,141900
678792,706,1000,163533
683100,501,750,104008
690481,534,799,142053
694673,800,1200,254758
712079,750,1000,97006
731391,500,750,40560
734707,562,843,102551
736447,608,888,101451
740130,666,1000,102424
756885,708,1000,161809
773769,693,961,129367
851296,501,750,154495
852676,500,750,66453
853730,670,1005,215518
873787,500,750,84440
884356,501,750,80179
935020,824,1236,182875
954914,501,750,39098
971773,500,750,54512
975502,550,781,72147
411326,675,1000,108488
462604,587,800,102464
500759,666,1000,75069
645732,500,750,41739
659309,750,1000,83458
668040,750,1000,123163
669906,500,750,81605
675347,690,1000,150587
679974,642,999,146292
680297,500,750,72285
683915,675,1000,183196
687301,648,960,164960
688898,500,756,55697
690085,642,963,40073
691734,500,750,86608
693071,550,799,136160
694662,752,1000,117422
696845,547,821,113451
698663,666,1000,176270
698676,679,960,173880
699651,666,1000,102034
700522,714,1000,90150
709147,676,1000,87633
713197,750,1000,128240
717319,960,1440,295946
718055,640,960,59294
723337,750,1000,247256
724492,500,750,104408
727353,680,1000,95864
731158,500,750,126940
731204,667,1000,89746
731216,675,1000,218119
731222,708,1000,181398
731230,707,1000,75702
731741,500,750,94927
733914,666,1000,151619
734216,640,960,158125
737974,857,1200,157201
738156,666,1000,94051
738162,500,750,61404
738467,666,1000,142074
738730,566,850,106498
741174,500,750,61752
741178,627,896,59572
741422,536,750,90201
746132,500,750,121637
746729,707,1000,73400
751073,720,1080,146714
756783,666,1000,230748
759413,500,750,101371
763531,500,750,56846
763747,526,779,72693
764065,900,1350,236160
767528,500,750,70058
776041,500,750,90015
777828,500,750,81054
781346,500,750,113877
832672,760,1140,213418
835875,500,750,99036
838322,522,750,119409
844697,524,799,131105
848440,800,1067,170729
851466,904,1280,233327
852986,500,750,85345
862250,500,750,45613
929030,700,1050,171167
944568,584,832,79412
975302,527,750,69535
997620,528,750,130873
331432,531,800,124288
701481,675,1000,51784
758823,864,1296,291532
780318,666,1000,156167
781329,500,750,83692
781332,702,1000,191714
781345,500,750,109801
785869,960,1440,152200
795206,854,1280,131185
799144,550,814,98212
800891,800,1200,364064
801808,750,1125,184356
803442,639,941,42295
804261,500,750,90922
814406,892,1337,250744
816450,828,1113,80832
828691,600,900,138387
830806,849,1280,201555
846278,600,799,189264
847163,800,1200,23259
851839,501,750,85536
853155,800,1200,107229
860764,500,750,144013
862239,506,750,84308
865672,500,750,107059
876286,500,750,82600
878367,500,750,69684
880393,683,1024,125187
885468,900,1200,257870
886514,500,750,50977
887445,500,750,63194
891195,682,1024,103455
891989,500,750,73057
892087,500,750,58736
892175,666,1000,142005
894239,511,768,97231
898100,500,750,135212
904926,500,750,89792
904929,500,750,90553
904931,530,796,84520
911425,680,1000,120665
912937,658,1000,65852
934665,500,750,89711
937306,540,750,62551
972040,500,750,65106
973899,552,827,138175
998224,593,800,96621
1022634,960,1440,299588
663064,828,1242,299109
729454,702,1000,166087
754408,682,1024,135325
762640,540,800,122360
773409,667,1000,87668
799051,505,757,105441
805429,611,917,31761
854748,702,1000,188980
878900,716,941,67589
895862,813,1221,354693
898714,892,1338,151799
921213,500,750,108166
928796,500,750,148878
929334,800,1200,125807
930253,565,751,113514
931049,704,1000,149426
932276,500,750,40690
933140,500,750,75817
935347,629,943,195286
936783,500,750,69961
941516,960,1440,244463
950636,666,1000,97711
962458,980,1397,388967
966364,500,750,55300
971065,783,1174,195161
975801,889,1333,452873
977398,500,750,60584
980128,960,1440,613341
982909,940,1410,300133
985102,972,1458,398063
988233,979,1468,181904
988586,750,1000,232149
997553,960,1440,363217
997887,800,1200,259776
999308,667,1000,173122
1000723,844,1200,288874
1001755,712,1068,58343
1004563,680,978,208497
1005545,500,750,125763
1007983,600,900,135879
1011604,750,1000,98487
1014422,800,1200,305151
1015872,621,932,223328
1027873,667,1000,164270
1027899,691,1024,135285
1029132,500,750,98584
1029659,866,1299,357565
1031393,561,800,153418
1031488,500,750,84983
1032385,500,750,76747
1032620,639,959,89541
1032664,960,1440,342508
328939,667,1000,227551
801548,500,750,137690
1043746,987,1480,135159
1073752,942,1413,143154
1077433,500,750,18353
1082828,533,800,101961
1090222,500,750,48580
1094355,500,750,65585
1097354,572,765,154438
1100213,600,900,93900
1102910,500,750,137149
1106350,500,750,94180
1107717,500,750,169919
1112234,996,1500,287154
1116628,810,1200,185197
1124887,700,1052,112508
1126234,623,928,69288
1128165,501,751,57981
1128209,650,984,133553
1135381,800,1190,219206
1139133,533,800,95523
1140556,669,1003,217972
1144435,500,750,84755
1152050,500,750,58742
1154296,566,800,102172
1155107,500,755,124591
1165543,790,1200,149621
1175000,500,750,39847
1175996,500,750,86031
1183372,522,782,81995
1184982,500,750,121669
1185029,992,1488,165060
1185432,500,750,64804
1185623,720,1022,186257
1185780,500,757,55681
1189159,567,832,64460
1192224,500,750,80725
1194185,800,1131,295624
1196450,500,750,76262
1197547,504,750,125198
1200554,900,1286,248577
1203829,516,775,79039
1205369,506,750,93248
1206921,500,750,89711
1214625,857,1285,275836
1225091,512,768,60637
1234861,500,750,122758
1244381,500,750,134599
1246366,554,831,154608
1246839,988,1480,168496
1250441,500,750,128012
1252289,500,750,106865
1252436,500,750,77711
1254354,960,1440,237578
1276793,500,750,67529
1288629,871,1305,113521
1293242,718,1024,194382
1295437,739,1080,191679
1301393,500,750,119712
1312437,805,1207,261990
1320661,960,1440,209847
1326352,800,1200,255903
1336344,900,1350,198098
1353989,500,750,80325
1354072,500,750,47414
1387716,500,750,123786
1400005,935,1242,136313
1407426,667,1000,195691
1471742,900,1350,302795
1509235,558,836,85674
1527080,791,1107,150024
1559593,767,1080,147947
1564458,805,1208,250251
1566017,600,900,96736
1735209,565,845,122836
962691,847,1200,161964
1094293,865,1225,342182
1152222,600,900,147072
1157784,993,1324,270050
1166953,695,927,141067
1175574,512,768,62929
1180255,719,1025,197676
1190128,500,750,95184
1194420,768,1024,177969
1196555,988,1482,470083
1198717,600,900,184261
1205911,500,750,175973
1208134,500,750,77535
1215026,500,750,58015
1216624,500,750,72087
1226762,500,750,78712
1229906,694,1041,126421
1232322,500,750,60039
1235665,500,750,101498
1237397,500,750,62221
1237814,500,750,68959
1239944,500,750,68949
1242571,500,750,72031
1246490,895,1253,341009
1251300,800,1142,152243
1252113,500,750,63021
1252908,501,750,44203
1259850,800,1200,147939
1265438,750,1000,69436
1267030,952,1420,267095
1269173,695,988,148156
1273802,500,750,105602
1278047,500,750,121687
1293038,813,1135,189522
1297706,666,1000,91599
1307178,848,1200,220873
1309031,500,750,69006
1310853,652,923,100799
1315381,604,807,167730
1316072,540,800,84928
1320320,832,1248,206534
1320322,540,800,41302
1322156,500,750,51113
1323189,640,960,88202
1328717,500,750,12756
1336707,718,1024,131326
1337800,500,750,69637
1340774,500,750,100522
1353226,533,800,166213
1353970,500,750,125484
1354031,720,1080,187267
1365582,546,814,97795
1380545,900,1350,255247
1382583,500,750,56596
1392898,600,900,114084
1398008,563,750,64435
1399444,828,1224,153359
1401207,718,1024,105382
1406987,500,750,123256
1409213,500,750,142374
1411353,682,1024,192505
1417683,996,1494,270960
1419239,750,1125,164989
1424883,562,830,57291
1427726,500,750,100435
1436276,500,750,165075
1440427,702,1000,82585
1442992,973,1372,452860
1449636,600,900,45294
1450940,520,779,129566
1470820,655,868,89378
1501578,533,800,163141
1516261,887,1321,190470
1520053,555,834,85111
1528581,672,1008,153360
1545203,714,1080,76457
1590957,713,1020,103907
1591121,800,1200,151542
1680798,710,1062,170059
1688640,600,900,91424
1712608,500,750,158325
508258,931,1378,291668
1052169,791,1200,144351
1165544,755,1132,197783
1174492,500,750,58538
1174811,500,750,95101
1195638,985,1478,463410
1218176,500,750,60543
1224455,500,750,127830
1252359,500,750,74938
1264548,648,954,72477
1282777,970,1438,231147
1323800,666,1000,89650
1326353,561,841,116441
1326468,600,888,109200
1328870,533,800,70619
1340367,500,750,201539
1357952,932,1399,523493
1364835,695,927,157484
1365229,772,1159,216594
1373016,500,750,91592
1380845,500,750,63306
1380850,675,1000,224887
1388542,720,1080,40520
1395736,555,833,51731
1398309,800,1067,166314
1407616,900,1200,132856
1408257,996,1494,278505
1408389,500,750,99293
1416758,750,1129,104370
1427537,500,750,80736
1428948,508,759,57111
1436797,990,1320,251288
1437414,540,800,102740
1438013,666,999,191643
1447643,500,750,93738
1448812,500,750,127431
1454046,857,1285,125414
1456104,500,750,63333
1467997,932,1319,197131
1473817,720,1080,158847
1476689,900,1285,246540
1486752,521,779,79856
1487348,600,900,122517
1488314,691,1024,163366
1489362,572,846,66178
1494716,683,1024,81561
1500505,597,897,119947
1500948,960,1280,157006
1503329,914,1378,107086
1505533,500,750,129666
1512010,987,1481,235142
1512024,695,983,173828
1514057,533,800,90541
1518462,537,806,130425
1519087,517,755,52316
1520123,555,754,143580
1525109,853,1280,137760
1526193,832,1248,197573
1533491,894,1204,241345
1539708,700,1050,180012
1541212,620,924,84223
1543939,592,882,226964
1543942,620,872,51109
1547602,540,800,80852
1552525,960,1440,90991
1554640,801,1200,144710
1558103,576,767,104066
1559160,706,989,50327
1567607,864,1292,252479
1569888,500,750,46664
1575321,900,1285,302232
1577796,540,800,123518
1580912,593,831,86219
1586794,600,900,131455
1586962,500,750,78506
1587010,610,930,132221
1602752,540,800,111244
1607507,580,871,99576
1613246,504,750,158731
1622202,780,1098,224421
1629261,500,759,51145
1651837,512,778,91119
1683091,525,783,85526
1686028,600,900,82903
2957,946,1418,197428
3119,660,990,115080
5470,600,900,54399
13151,666,1000,210520
20608,500,750,44204
23985,780,1108,64816
24132,600,911,95974
24498,600,900,72564
26472,500,750,88290
27227,667,1000,69056
27685,991,1487,168616
27717,881,1321,214158
27782,600,900,112251
27836,667,1000,195152
28185,500,750,119741
28191,960,1440,233154
28231,680,1000,157201
28277,960,1440,280369
28310,780,1188,152604
28350,648,973,238598
28383,834,1168,194051
28579,500,750,88509
28653,668,1002,99862
28757,984,1476,431141
28953,736,1104,135592
28957,500,751,69574
29203,637,956,132372
29222,694,1000,173487
29227,887,1330,366976
29397,960,1440,402629
29899,500,750,97516
30379,960,1440,224790
30392,960,1440,325065
30399,642,947,101110
30445,926,1316,211617
30457,918,1377,133346
31564,960,1440,210684
33645,500,750,67914
36859,832,1248,129789
36883,960,1440,360941
40931,500,750,72091
41740,500,750,76814
42530,550,825,68529
44001,500,750,84946
44692,960,1440,423646
45961,500,750,103214
46120,960,1440,195402
47259,960,1440,318161
50762,500,750,20713
51021,960,1440,273704
51723,532,798,164460
52308,527,750,110129
52455,960,1440,349406
60283,600,894,149254
62985,500,750,97391
63183,500,750,51495
63333,500,750,61644
66111,780,1170,246373
67795,731,1096,249820
68304,700,1050,148891
68306,500,750,73305
69917,960,1440,168262
70857,500,750,80412
71470,500,750,83690
71612,500,750,78221
72237,960,1440,283823
73442,500,750,70388
74110,771,1157,203238
76035,500,750,91374
76790,500,750,71492
78246,960,1440,257731
79219,500,750,96988
80333,676,960,139528
82139,600,900,159533
83880,960,1440,476091
84428,520,780,149136
84625,500,750,83715
86102,850,1275,241956
86580,511,768,105161
