id,title,year,genre_names,reason
26661,Abbott and Costello Meet the Mummy,1955,"Adventure, Comedy, Fantasy, Horror",tmdb_genre_Comedy
26677,The Video Dead,1987,"Comedy, Horror",tmdb_genre_Comedy
26901,"Otto; or, Up with Dead People",2008,"Comedy, Drama, Horror",tmdb_genre_Comedy
27070,Chopper Chicks in Zombietown,1989,"Comedy, Horror",tmdb_genre_Comedy
27134,Boy Eats Girl,2005,"Comedy, Horror",tmdb_genre_Comedy
27207,Bloodsucking Pharaohs in Pittsburgh,1991,"Comedy, Horror",tmdb_genre_Comedy
27274,Frankenhooker,1990,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
27296,The Gingerdead Man,2005,"Comedy, Fantasy, Horror",tmdb_genre_Comedy
27300,Hair High,2004,"Animation, Comedy, Horror",tmdb_genre_Comedy
27318,Jack Frost,1997,"Comedy, Fantasy, Horror",tmdb_genre_Comedy
27320,Jack Frost 2: The Revenge of the Mutant Killer Snowman,2000,"Comedy, Fantasy, Horror",tmdb_genre_Comedy
27327,Phantom of the Paradise,1974,"Comedy, Fantasy, Horror, Music, Thriller",tmdb_genre_Comedy
27358,Monsturd,2003,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
27381,Innocent Blood,1992,"Comedy, Crime, Horror, Thriller",tmdb_genre_Comedy
27390,Sorority Babes in the Slimeball Bowl-O-Rama,1988,"Comedy, Horror",tmdb_genre_Comedy
27406,Necroville,2007,"Comedy, Horror",tmdb_genre_Comedy
27412,Hollywood Chainsaw Hookers,1988,"Comedy, Horror",tmdb_genre_Comedy
27476,Nightmare Sisters,1988,"Comedy, Horror",tmdb_genre_Comedy
27486,Voodoo Dollz,2008,"Comedy, Horror",tmdb_genre_Comedy
27492,Satan Hates You,2009,"Comedy, Drama, Horror",tmdb_genre_Comedy
27547,Slime City Massacre,2010,"Comedy, Horror",tmdb_genre_Comedy
27562,Nikos the Impaler,2003,"Comedy, Horror, Thriller",tmdb_genre_Comedy
27601,Citizen Toxie: The Toxic Avenger IV,2001,"Comedy, Horror",tmdb_genre_Comedy
27607,Parents,1989,"Comedy, Horror",tmdb_genre_Comedy
27617,Splatter Disco,2007,"Comedy, Horror",tmdb_genre_Comedy
27723,Psycho Beach Party,2000,"Comedy, Horror",tmdb_genre_Comedy
27740,A Return to Salem's Lot,1987,"Comedy, Horror",tmdb_genre_Comedy
27743,Serial Killing 101,2004,"Comedy, Horror",tmdb_genre_Comedy
27752,Terror Toons 2,2007,"Comedy, Horror",tmdb_genre_Comedy
27767,Slumber Party Massacre III,1990,"Comedy, Horror",tmdb_genre_Comedy
27773,Special Dead,2006,"Action, Adventure, Comedy, Horror",tmdb_genre_Comedy
27788,My Vampire Lover,2002,"Comedy, Horror",tmdb_genre_Comedy
27813,Basket Case,1982,"Comedy, Horror",tmdb_genre_Comedy
27814,Brain Damage,1988,"Comedy, Horror",tmdb_genre_Comedy
27815,Basket Case 2,1990,"Comedy, Horror",tmdb_genre_Comedy
27818,Skeleton Key,2006,"Comedy, Horror",tmdb_genre_Comedy
27825,Bad Girls from Mars,1990,"Comedy, Horror",tmdb_genre_Comedy
27846,Bite Me!,2004,"Comedy, Horror",tmdb_genre_Comedy
27877,Zombie Bloodbath,1993,"Comedy, Horror",tmdb_genre_Comedy
27916,Redneck Zombies,1989,"Comedy, Horror",tmdb_genre_Comedy
28037,Debbie Rochon Confidential: My Years in Tromaville Exposed!,2006,"Comedy, Documentary, Horror",tmdb_genre_Comedy
28070,Surf Nazis Must Die,1987,"Action, Comedy, Drama, Horror",tmdb_genre_Comedy
28128,Hard Rock Zombies,1985,"Comedy, Horror, Music",tmdb_genre_Comedy
28129,Mulva: Zombie Ass Kicker!,2001,"Action, Comedy, Horror",tmdb_genre_Comedy
28163,Evil Ever After,2006,"Comedy, Horror",tmdb_genre_Comedy
28165,The Toxic Avenger Part II,1989,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
28168,Blood Feast 2: All U Can Eat,2002,"Comedy, Horror",tmdb_genre_Comedy
28169,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
28170,The Gore Gore Girls,1972,"Comedy, Horror, Mystery",tmdb_genre_Comedy
28180,Color Me Blood Red,1965,"Comedy, Horror",tmdb_genre_Comedy
28340,The Invisible Maniac,1990,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
28346,Krocodylus,2000,"Comedy, Horror",tmdb_genre_Comedy
28349,The Dead Hate the Living!,2000,"Comedy, Horror",tmdb_genre_Comedy
28498,Theatre of Blood,1973,"Comedy, Drama, Horror",tmdb_genre_Comedy
28504,Spider Baby,1967,"Comedy, Horror",tmdb_genre_Comedy
28517,Devil Girl,2007,"Comedy, Horror",tmdb_genre_Comedy
28559,The Munsters' Scary Little Christmas,1996,"Comedy, Family, Horror, TV Movie",tmdb_genre_Comedy
28562,Denizen,2010,"Action, Adventure, Comedy, Horror",tmdb_genre_Comedy
28565,"Silent Night, Zombie Night",2009,"Action, Comedy, Horror, Romance",tmdb_genre_Comedy
28596,Silent But Deadly,2010,"Comedy, Horror",tmdb_genre_Comedy
28605,Ghoulies II,1987,"Comedy, Horror",tmdb_genre_Comedy
28643,Halloween... The Happy Haunting of America!,1997,"Comedy, Documentary, Horror",tmdb_genre_Comedy
28728,Sandy Hook Lingerie Party Massacre,2000,"Comedy, Horror",tmdb_genre_Comedy
28738,Frog-g-g!,2004,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
28762,Waxwork II: Lost in Time,1992,"Comedy, Fantasy, Horror",tmdb_genre_Comedy
28951,Tele-Zombie,2004,"Comedy, Horror",tmdb_genre_Comedy
28952,Demon Divas and the Lanes of Damnation,2009,"Comedy, Horror",tmdb_genre_Comedy
29050,Slaughter Studios,2002,"Comedy, Horror",tmdb_genre_Comedy
29056,The Raven,1963,"Comedy, Fantasy, Horror",tmdb_genre_Comedy
29074,Tales of Terror,1962,"Comedy, Horror, Mystery, Thriller",tmdb_genre_Comedy
29095,Waxwork,1988,"Comedy, Horror",tmdb_genre_Comedy
29114,Satan's Cheerleaders,1977,"Comedy, Horror",tmdb_genre_Comedy
29135,No Such Thing,2001,"Comedy, Drama, Fantasy, Horror",tmdb_genre_Comedy
29163,The Naked Monster,2005,"Comedy, Horror",tmdb_genre_Comedy
29384,The Horror of It All,1964,"Comedy, Horror",tmdb_genre_Comedy
29400,The Old Dark House,1963,"Comedy, Horror, Mystery",tmdb_genre_Comedy
29426,Survival of the Dead,2010,"Comedy, Horror, Thriller",tmdb_genre_Comedy
29430,Little Big Boy,2010,"Action, Adventure, Comedy, Horror",tmdb_genre_Comedy
29486,The Comedy of Terrors,1964,"Comedy, Horror",tmdb_genre_Comedy
29506,Teenage Exorcist,1991,"Comedy, Horror",tmdb_genre_Comedy
29542,Blood Dolls,1999,"Comedy, Horror",tmdb_genre_Comedy
29613,Caesar and Otto's Summer Camp Massacre,2009,"Comedy, Horror",tmdb_genre_Comedy
29634,Evil Spirits,1990,"Comedy, Horror",tmdb_genre_Comedy
29779,Bimbos B.C.,1990,"Comedy, Horror",tmdb_genre_Comedy
29806,Auntie Lee's Meat Pies,1992,"Comedy, Horror",tmdb_genre_Comedy
30002,The Munsters' Revenge,1981,"Comedy, Crime, Family, Horror, TV Movie",tmdb_genre_Comedy
30081,R.S.V.P.,2002,"Comedy, Horror",tmdb_genre_Comedy
30384,Zombies Anonymous: Last Rites of the Dead,2006,"Comedy, Horror",tmdb_genre_Comedy
30394,Death Plots,2005,"Comedy, Horror",tmdb_genre_Comedy
30395,Mulva 2: Kill Teen Ape!,2005,"Action, Adventure, Comedy, Horror",tmdb_genre_Comedy
30499,Legend Has It,2008,"Comedy, Horror",tmdb_genre_Comedy
30652,Out of the Dark,1988,"Comedy, Horror, Thriller",tmdb_genre_Comedy
30654,Ghoulies IV,1994,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
30729,Mari-Cookie and the Killer Tarantula,1998,"Comedy, Horror",tmdb_genre_Comedy
30754,Nightmare in Blood,1978,"Comedy, Horror",tmdb_genre_Comedy
30785,Evil Toons,1992,"Animation, Comedy, Horror",tmdb_genre_Comedy
30924,Motel Hell,1980,"Comedy, Horror",tmdb_genre_Comedy
30993,Flesh Eating Mothers,1988,"Comedy, Horror",tmdb_genre_Comedy
30995,I Was a Teenage Zombie,1987,"Comedy, Horror",tmdb_genre_Comedy
31003,Modern Vampires,1998,"Action, Comedy, Horror, Romance, Thriller",tmdb_genre_Comedy
31080,Netherbeast Incorporated,2007,"Comedy, Horror",tmdb_genre_Comedy
31245,Hobgoblins,1988,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
31260,Die Hard Dracula,1998,"Comedy, Horror",tmdb_genre_Comedy
31503,My Boyfriend's Back,1993,"Comedy, Horror, Romance",tmdb_genre_Comedy
31578,Body Bags,1993,"Comedy, Horror, Science Fiction, TV Movie",tmdb_genre_Comedy
31699,The Jackhammer Massacre,2004,"Comedy, Horror",tmdb_genre_Comedy
31728,Taintlight,2009,"Comedy, Horror",tmdb_genre_Comedy
32220,The Insatiable,2006,"Comedy, Horror, Romance",tmdb_genre_Comedy
32285,Cornered!,2008,"Comedy, Horror",tmdb_genre_Comedy
32527,SoulMaid,2007,"Comedy, Fantasy, Horror",tmdb_genre_Comedy
32685,Ernest Scared Stupid,1991,"Comedy, Family, Fantasy, Horror",tmdb_genre_Comedy
33156,Blood on the Highway,2008,"Comedy, Horror",tmdb_genre_Comedy
33275,Red Hook,2009,"Comedy, Drama, Horror, Thriller",tmdb_genre_Comedy
33374,Class Reunion,1982,"Comedy, Horror",tmdb_genre_Comedy
33475,Abbott and Costello Meet the Invisible Man,1951,"Comedy, Horror",tmdb_genre_Comedy
33789,Wasting Away,2007,"Comedy, Horror",tmdb_genre_Comedy
34023,Bloodsucking Freaks,1976,"Comedy, Horror",tmdb_genre_Comedy
34094,Hide and Creep,2004,"Comedy, Horror, Science Fiction",tmdb_genre_Comedy
34223,Vamp,1986,"Comedy, Horror",tmdb_genre_Comedy
34311,Sleepaway Camp II: Unhappy Campers,1988,"Comedy, Horror",tmdb_genre_Comedy
