id,year,title,rek_labels,rek_top,rek_top_conf,rek_weapon,rek_animal,rek_person,rek_water,rek_fire,rek_silhouette,rek_n_boxes,rek_bright,rek_sharp,rek_contrast,rek_colors,rek_mod,rek_violence,rek_mod_weapons,rek_gore,rek_n_faces,rek_emotion,rek_gender,rek_age_lo,rek_age_hi
199105,2008,The Auburn Hills Breakdown,Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Face:0.94|Head:0.94|Photography:0.94|Portrait:0.94|Clothing:0.58|Costume:0.58,Adult,0.9957,0.0,0.0,0.9957,0.0,0.0,0.0,4,80.76,42.58,93.38,#000000:21.3|#dcdcdc:18.2|#a0522d:13.0|#bdb76b:12.2|#9acd32:11.1,,0.0,0.0,0.0,0,,,-1,-1
211238,2008,Soulmates,Face:1.00|Head:1.00|Person:1.00|Sad:1.00|Crying:1.00|Adult:0.99|Female:0.99|Woman:0.99|Male:0.93|Man:0.93,Face,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,20.14,36.92,76.96,#000000:71.6|#2f4f4f:15.2|#696969:5.6|#483d8b:4.8|#dda0dd:2.4,,0.0,0.0,0.0,1,FEAR:0.26,Female,44,52
212858,2001,The Braineater,Text:0.98|Blackboard:0.96|Letter:0.57|Handwriting:0.57|Book:0.56|Alphabet:0.55|Cutlery:0.55|Calligraphy:0.55|Number:0.55|Symbol:0.55,Text,0.9806,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,89.89,79.77,#000000:92.8|#c0c0c0:3.6|#2f4f4f:1.3|#808080:1.3|#696969:0.9,,0.0,0.0,0.0,0,,,-1,-1
213130,2010,Chatter,People:1.00|Person:1.00|Head:1.00|Face:1.00|Adult:0.99|Female:0.99|Woman:0.99|Smoke:0.72|Lighter:0.70|Dagger:0.64,People,1.0,0.6415,0.0,1.0,0.0,0.7193,0.0,5,2.13,23.93,75.24,#000000:87.6|#2f4f4f:6.5|#696969:2.9|#808080:2.1|#c0c0c0:0.9,Weapon Violence:0.83|Graphic Violence:0.83|Violence:0.83|Weapons:0.51|Blood & Gore:0.41,0.826,0.5072,0.4068,1,FEAR:0.98,Female,19,25
223051,2013,The Black Woods Footage,Nature:1.00|Night:1.00|Outdoors:1.00|Astronomy:1.00|Moon:1.00|Full Moon:0.91|Water:0.62|Book:0.58|Publication:0.58|Vegetation:0.56,Nature,1.0,0.0,0.5154,0.0,0.6246,0.0,0.0,1,20.97,85.49,83.47,#000000:61.5|#2f4f4f:21.0|#696969:8.8|#dcdcdc:4.5|#808080:3.1,,0.0,0.0,0.0,0,,,-1,-1
225498,2011,Lovely Monster,Person:1.00|Swimming:1.00|Water:1.00|Water Sports:1.00|Adult:1.00|Female:1.00|Woman:1.00|People:0.97|Pool:0.96|Swimming Pool:0.91,Person,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7,74.9,81.31,79.73,#5f9ea0:26.3|#008080:21.8|#2f4f4f:17.1|#a9a9a9:10.6|#696969:10.3,,0.0,0.0,0.0,0,,,-1,-1
230004,2009,Now That You're Dead,Logo:1.00|Symbol:0.73|Sticker:0.57|Batman Logo:0.57|Text:0.55|Spider:0.55|Wasp:0.54|Emblem:0.54|Maroon:0.54|Fist:0.53,Logo,0.9992,0.5248,0.5519,0.0,0.0,0.0,0.0,0,20.3,3.9,76.91,#000000:94.7|#dcdcdc:2.8|#a9a9a9:0.9|#800000:0.8|#2f4f4f:0.6,,0.0,0.0,0.0,0,,,-1,-1
232022,2013,Home Sweet Home,T-Shirt:1.00|Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Neck:1.00|Shirt:0.99|Adult:0.98|Male:0.98,T-Shirt,0.9999,0.0,0.0,0.9998,0.0,0.0,0.0,4,85.01,76.71,91.2,#2f4f4f:21.3|#e6e6fa:17.5|#bdb76b:16.4|#ffebcd:10.7|#696969:10.5,,0.0,0.0,0.0,1,CALM:0.44,Male,36,44
255789,2004,The Crotchening,Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Female:0.96|Woman:0.96|Face:0.94|Head:0.94|Book:0.90|Crowd:0.89,Adult,0.9811,0.0,0.0,0.9811,0.0,0.0,0.0,20,6.86,49.45,82.28,#000000:72.9|#2f4f4f:7.5|#696969:6.4|#191970:4.7|#c0c0c0:4.7,,0.0,0.0,0.0,3,FEAR:0.58,Male,30,38
274257,2014,The First Wave,Clothing:1.00|Footwear:1.00|Shoe:1.00|Sneaker:0.98|Baby:0.95|Person:0.95|Face:0.89|Head:0.89|Pants:0.54|Ankle:0.52,Clothing,0.9986,0.0,0.0,0.946,0.0,0.0,0.0,3,12.78,21.01,34.6,#000000:75.5|#2f4f4f:20.5|#696969:2.5|#483d8b:1.4,,0.0,0.0,0.0,0,,,-1,-1
284309,2009,Murder Is Like Sex,Advertisement:0.98|Poster:0.98|Accessories:0.98|Ornament:0.97|Person:0.94|Art:0.90|Sculpture:0.71|Statue:0.71|Gargoyle:0.64|Dragon:0.53,Advertisement,0.9785,0.0,0.5246,0.937,0.0,0.0,0.0,1,81.66,84.14,91.64,#ffffff:35.6|#808080:19.6|#a0522d:16.2|#2f4f4f:12.4|#a9a9a9:7.8,,0.0,0.0,0.0,1,CALM:0.68,Male,15,21
285156,2011,Escape from Hellview,Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Art:0.81|Head:0.78|Anime:0.77|Drawing:0.54|Modern Art:0.54|Painting:0.54,Adult,0.9846,0.0,0.0,0.9846,0.0,0.0,0.0,4,45.46,33.47,71.59,#191970:40.8|#483d8b:26.7|#000000:17.6|#696969:10.7|#708090:4.1,,0.0,0.0,0.0,0,,,-1,-1
287650,2009,Potential Employee,Blazer:1.00|Coat:1.00|Jacket:1.00|Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Blonde:0.99|Formal Wear:0.97|Suit:0.97,Blazer,0.9995,0.0,0.0,0.9986,0.0,0.0,0.0,8,41.27,39.5,81.32,#000000:63.6|#2f4f4f:14.3|#a0522d:10.2|#808080:6.2|#c0c0c0:5.5,,0.0,0.0,0.0,1,FEAR:0.59,Female,24,30
288275,2014,Trust During a Zombie Apocalypse,Vegetation:1.00|Land:1.00|Nature:1.00|Outdoors:1.00|Tree:1.00|Woodland:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99,Vegetation,0.9999,0.0,0.0,0.9892,0.0,0.5788,0.0,12,26.39,81.83,85.48,#000000:55.5|#2f4f4f:16.0|#696969:13.0|#a9a9a9:7.1|#808080:5.9,,0.0,0.0,0.0,3,CALM:0.94,Female,32,40
294949,2002,Timmy's Wish,Device:0.98|Boy:0.96|Child:0.96|Male:0.96|Person:0.96|Chain Saw:0.88|Tool:0.88|Face:0.87|Head:0.87|Animal:0.78,Device,0.9776,0.0,0.7767,0.9591,0.0,0.0,0.0,5,80.91,80.93,92.34,#dcdcdc:21.9|#000000:18.8|#696969:15.6|#c0c0c0:12.5|#808080:9.4,,0.0,0.0,0.0,1,HAPPY:1.00,Male,5,11
295220,1999,Mothman,Vegetation:1.00|Jungle:1.00|Nature:1.00|Outdoors:1.00|Tree:0.99|Face:0.77|Head:0.77|Person:0.77|Art:0.70|Painting:0.70,Vegetation,0.9998,0.0,0.0,0.7714,0.0,0.0,0.0,1,5.11,76.13,83.26,#000000:83.4|#2f4f4f:5.3|#dcdcdc:4.6|#696969:2.8|#808080:2.0,,0.0,0.0,0.0,0,,,-1,-1
295806,2013,Shockwaves,Baby:0.91|Person:0.91|Face:0.81|Vehicle:0.64|Machine:0.58|Wheel:0.58|Hospital:0.57|Spoke:0.57|Alloy Wheel:0.55|Reel:0.55,Baby,0.9121,0.0,0.0,0.9121,0.0,0.0,0.0,8,80.29,81.91,91.81,#a0522d:20.4|#dcdcdc:17.8|#000000:14.2|#c0c0c0:13.2|#bc8f8f:12.7,,0.0,0.0,0.0,1,CALM:0.95,Female,25,33
295974,1992,The Vampyr: A Soap Opera,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Female:0.99|Woman:0.99|Book:0.98|Publication:0.98,Advertisement,0.9992,0.0,0.0,0.9924,0.0,0.0,0.0,16,58.39,89.55,97.09,#000000:41.9|#dcdcdc:19.9|#dc143c:13.1|#a9a9a9:7.9|#2f4f4f:7.2,,0.0,0.0,0.0,8,ANGRY:0.99,Male,35,43
300608,2011,Exit,Accessories:1.00|Formal Wear:1.00|Tie:1.00|People:0.99|Person:0.99|Glove:0.99|Adult:0.98|Male:0.98|Man:0.98|Face:0.98,Accessories,0.9992,0.0,0.0,0.9907,0.0,0.0,0.0,7,6.11,25.75,60.19,#000000:76.4|#2f4f4f:20.2|#808080:3.4,,0.0,0.0,0.0,1,CALM:0.97,Male,62,68
308131,0,,Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Head:0.99|Face:0.98|Urban:0.68|Portrait:0.57|Pub:0.56|Smile:0.56,Adult,0.9908,0.0,0.0,0.9908,0.0,0.0,0.0,9,27.28,36.55,83.85,#000000:61.3|#800000:18.4|#b22222:5.4|#ff8c00:5.1|#f0e68c:3.8,,0.0,0.0,0.0,2,CALM:0.86,Male,30,38
309068,2014,The Girl Who Played with the Dead,Clothing:1.00|Footwear:1.00|High Heel:1.00|Shoe:1.00|Food:0.99|Ketchup:0.99|Clogs:0.52,Clothing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99.01,81.91,96.88,#ffffff:49.8|#800000:18.5|#dcdcdc:10.0|#a52a2a:8.6|#f08080:4.2,Blood & Gore:0.48|Graphic Violence:0.48|Violence:0.48,0.4799,0.0,0.4799,0,,,-1,-1
315123,2008,Echo,Person:0.99|Romantic:0.99|Head:0.99|Face:0.99|Adult:0.98|Male:0.98|Man:0.98|Cuddling:0.96|Happy:0.90|Smile:0.90,Person,0.995,0.0,0.0,0.995,0.0,0.0,0.0,6,76.32,76.17,87.75,#808080:30.4|#2f4f4f:28.4|#ffffff:19.6|#696969:12.2|#a9a9a9:5.3,,0.0,0.0,0.0,2,CALM:0.71,Female,19,25
330317,0,,Coat:1.00|Face:0.99|Head:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Adult:0.99|Male:0.99|Man:0.99|Pub:0.98,Coat,0.9982,0.0,0.0,0.9915,0.0,0.0,0.0,6,6.7,90.15,88.48,#000000:71.0|#696969:11.8|#dcdcdc:6.4|#808080:5.8|#2f4f4f:2.7,,0.0,0.0,0.0,1,CALM:0.96,Male,30,38
330946,2003,Zombie Harvest,Text:0.99|Newspaper:0.99|Clapperboard:0.82|Advertisement:0.53|Publication:0.52|Newsstand:0.52|Shop:0.52|Magazine:0.52|Tabloid:0.52,Text,0.9865,0.0,0.0,0.0,0.0,0.0,0.0,1,47.95,50.09,92.68,#000000:40.2|#800000:16.0|#a9a9a9:15.6|#808080:13.0|#a0522d:6.8,,0.0,0.0,0.0,0,,,-1,-1
332764,2004,Mobius,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.99|Bride:0.99|Female:0.99|Woman:0.99|Electronics:0.87,Face,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,32.51,75.17,100.0,#000000:49.9|#ffffff:30.9|#5f9ea0:5.0|#afeeee:3.6|#c0c0c0:3.4,,0.0,0.0,0.0,1,SAD:0.93,Male,53,59
332769,2008,Abused,Head:0.94|Person:0.94|Face:0.93|Adult:0.89|Bride:0.89|Female:0.89|Woman:0.89|Alien:0.61|Alcohol:0.56|Beverage:0.56,Head,0.945,0.0,0.0,0.945,0.0,0.0,0.0,6,16.52,19.0,59.51,#000000:62.0|#2f4f4f:36.5|#a0522d:1.5,Blood & Gore:0.92|Graphic Violence:0.92|Violence:0.92,0.9152,0.0,0.9152,0,,,-1,-1
333347,2012,This Girl's Gun,Head:1.00|Person:1.00|Face:1.00|Photography:0.99|Portrait:0.99|Adult:0.97|Female:0.97|Woman:0.97|Angry:0.88|Cap:0.82,Head,0.9998,0.0,0.0,0.9998,0.0,0.0,0.0,5,18.13,40.94,82.65,#000000:66.0|#2f4f4f:15.7|#696969:5.4|#808080:5.0|#b0c4de:4.3,,0.0,0.0,0.0,1,CALM:0.93,Female,19,25
333395,2014,Abdullah,Logo:0.94|Text:0.79|Outdoors:0.72|Book:0.56|Publication:0.56|Nature:0.56|Alphabet:0.55|Symbol:0.54|Brick:0.54|Lion:0.54,Logo,0.9435,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71.05,76.97,#000000:64.6|#b22222:20.9|#8b4513:12.3|#800000:2.2,,0.0,0.0,0.0,0,,,-1,-1
334715,2012,Kvistur,Machine:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Car:0.98|Vehicle:0.98|Clothing:0.97|Hat:0.97|Gas Station:0.91,Machine,0.9986,0.0,0.0,0.9904,0.0,0.0,0.0,11,42.89,85.62,84.69,#000000:45.9|#2f4f4f:34.6|#808080:15.3|#ffffff:4.1|#800000:0.1,,0.0,0.0,0.0,0,,,-1,-1
335220,0,,Outdoors:0.89|Nature:0.88|Blackboard:0.78|Logo:0.75|Text:0.74|Sky:0.71|Night:0.67|Number:0.67|Symbol:0.67|Weather:0.57,Outdoors,0.8908,0.0,0.0,0.0,0.0,0.0,0.0,1,40.21,13.74,49.05,#2f4f4f:49.0|#000000:47.7|#808080:3.3,,0.0,0.0,0.0,0,,,-1,-1
335772,0,,Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Alien:0.88|Animal:0.80|Dinosaur:0.80|Vegetation:0.64|T-Rex:0.57|Advertisement:0.55,Adult,0.981,0.0,0.7952,0.981,0.0,0.0,0.0,4,18.36,88.13,78.88,#000000:81.9|#2f4f4f:9.1|#a9a9a9:4.5|#696969:3.5|#dcdcdc:1.1,,0.0,0.0,0.0,0,,,-1,-1
341733,2015,46 Miles,Finger:1.00|Hand:1.00|Person:1.00|Advertisement:1.00|Poster:0.99|Adult:0.93|Male:0.93|Man:0.93|Text:0.91|Arm:0.68,Finger,0.9998,0.0,0.0,0.9998,0.0,0.0,0.0,5,77.58,89.66,86.44,#6b8e23:16.0|#800000:15.1|#c0c0c0:13.6|#808080:13.5|#87ceeb:11.3,,0.0,0.0,0.0,0,,,-1,-1
346346,2011,Bailout!,Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Lighting:0.98|Face:0.83|Head:0.83|Playing Volleyball:0.70|Fitness:0.58|Working Out:0.58,Adult,0.9897,0.0,0.0,0.9897,0.0,0.0,0.0,5,73.71,27.49,81.63,#cd853f:28.2|#d2691e:24.7|#a0522d:17.0|#800000:9.1|#f4a460:7.9,Swimwear or Underwear:0.95|Female Swimwear or Underwear:0.95,0.0,0.0,0.0,1,SAD:0.98,Female,35,43
347679,2014,Thresher,Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Chair:0.98|Head:0.77|Face:0.75|Candle:0.58|Alien:0.58|Scarecrow:0.55,Adult,0.9875,0.5327,0.0,0.9875,0.0,0.0,0.0,14,5.07,33.56,40.85,#000000:84.9|#800000:7.6|#2f4f4f:4.2|#a0522d:3.3,,0.0,0.0,0.0,3,FEAR:0.81,Male,40,48
348761,2011,Making Friends,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Face:0.92|Head:0.92|Festival:0.71|Book:0.58,Advertisement,0.999,0.0,0.0,0.9857,0.0,0.0,0.0,5,53.36,94.08,90.08,#000000:41.9|#deb887:17.1|#2f4f4f:10.7|#a0522d:9.1|#8b4513:8.9,,0.0,0.0,0.0,1,CALM:0.93,Male,10,18
348924,2015,Realm,Head:1.00|Person:1.00|Face:1.00|Photography:1.00|Portrait:1.00|Sad:1.00|Crying:1.00|Adult:0.90|Male:0.90|Man:0.90,Head,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,45.92,20.03,64.54,#2f4f4f:47.5|#000000:33.4|#696969:12.1|#778899:3.5|#191970:2.3,,0.0,0.0,0.0,1,SAD:0.91,Female,19,25
352823,2014,Playing with the Devil,Advertisement:1.00|Poster:1.00|Publication:1.00|Book:1.00|Adult:0.99|Bride:0.99|Female:0.99|Person:0.99|Woman:0.99|Face:0.94,Advertisement,0.9999,0.0,0.0,0.9911,0.0,0.0,0.0,5,45.07,86.24,82.89,#000000:44.0|#2f4f4f:22.0|#696969:20.0|#808080:10.6|#800000:1.9,,0.0,0.0,0.0,1,CALM:0.54,Female,13,19
353038,0,,Head:1.00|Person:1.00|Face:1.00|Photography:1.00|Portrait:1.00|Body Part:1.00|Neck:1.00|Jaw:0.57|Throat:0.52|Ear:0.52,Head,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,83.83,10.52,76.95,#808080:30.3|#a9a9a9:22.1|#c0c0c0:20.6|#696969:12.9|#dcdcdc:12.7,,0.0,0.0,0.0,1,FEAR:0.40,Female,26,34
353862,2011,T is for Tantrum,Head:1.00|Person:1.00|Face:1.00|Tie:0.99|Adult:0.98|Female:0.98|Woman:0.98|Conversation:0.94|Ring:0.79|Boy:0.76,Head,0.9974,0.0,0.0,0.9974,0.0,0.5436,0.0,16,42.86,49.78,79.08,#000000:41.4|#2f4f4f:33.9|#696969:11.1|#a9a9a9:10.4|#8b4513:2.3,,0.0,0.0,0.0,2,CALM:0.84,Male,37,45
353940,2013,Amberpark: The Beginning,Book:1.00|Publication:1.00|Face:0.99|Head:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Adult:0.98|Male:0.98|Man:0.98,Book,1.0,0.0,0.0,0.9935,0.0,0.0,0.0,12,61.93,79.72,98.89,#ffffff:30.3|#2f4f4f:21.6|#000000:21.0|#696969:11.3|#808080:7.7,,0.0,0.0,0.0,3,CALM:0.43,Female,33,41
363459,2013,Witches Brew,Nature:1.00|Outdoors:1.00|Yard:1.00|Person:0.96|Fence:0.87|Picket Fence:0.62|Backyard:0.56|Picket:0.55|Neighborhood:0.55|Play Area:0.55,Nature,1.0,0.0,0.0,0.9556,0.0,0.0,0.0,1,66.52,89.49,95.68,#000000:34.1|#ffffff:17.8|#778899:15.6|#2f4f4f:12.4|#c0c0c0:10.4,,0.0,0.0,0.0,1,FEAR:0.86,Male,21,27
364308,2015,Fast Zombies Suck,Electronics:0.93|Hardware:0.93|Adult:0.92|Female:0.92|Person:0.92|Woman:0.92|Game:0.63|Computer Hardware:0.56|City:0.55|Hospital:0.55,Electronics,0.9258,0.0,0.0,0.9241,0.0,0.0,0.0,4,69.6,45.36,70.68,#808080:46.5|#2f4f4f:25.6|#696969:17.5|#a9a9a9:6.5|#bc8f8f:1.1,,0.0,0.0,0.0,0,,,-1,-1
364400,2015,Monster Problems,Baby:0.96|Person:0.96|Blanket:0.90|Taking Cover:0.71|Head:0.70|Face:0.68|Hiding:0.54,Baby,0.9622,0.0,0.0,0.9622,0.0,0.0,0.0,2,66.67,16.73,84.39,#808080:40.4|#2f4f4f:23.6|#000000:20.3|#c0c0c0:9.8|#696969:5.4,,0.0,0.0,0.0,1,CONFUSED:0.68,Male,9,15
364759,2015,Home Sweet Home,Lamp:1.00|Table Lamp:1.00|Painting:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Cup:0.97|Head:0.86|Face:0.84,Lamp,1.0,0.0,0.0,0.9886,0.0,0.0,0.0,9,26.24,37.33,60.98,#000000:59.1|#2f4f4f:34.1|#808080:3.5|#696969:2.5|#a9a9a9:0.8,,0.0,0.0,0.0,1,CALM:0.98,Male,57,65
366096,2014,The King and Queen of Halloween,People:1.00|Person:1.00|Photography:0.99|Mace Club:0.95|Weapon:0.95|Boy:0.94|Male:0.94|Teen:0.94|Hat:0.92|Glasses:0.85,People,0.9987,0.9513,0.0,0.9987,0.0,0.0,0.0,11,44.62,75.48,81.03,#000000:38.2|#2f4f4f:37.0|#808080:9.1|#a9a9a9:6.1|#800000:3.4,,0.0,0.0,0.0,2,CALM:0.58,Male,16,22
366296,2014,This Is How You Haunt Your House,Coat:1.00|Jacket:1.00|Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Tie:0.99|Adult:0.99|Female:0.99,Coat,1.0,0.0,0.0,0.9972,0.0,0.5578,0.0,11,48.01,38.49,81.6,#000000:40.6|#2f4f4f:30.8|#808080:18.4|#a9a9a9:6.9|#556b2f:1.4,,0.0,0.0,0.0,2,CALM:0.42,Female,47,55
377567,2011,More Than You Can Chew,Head:1.00|Person:1.00|Face:1.00|Boy:0.97|Male:0.97|Teen:0.97|Sad:0.64|Sweating:0.53|Crying:0.52|Skin:0.52,Head,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,68.06,33.32,90.44,#808080:31.0|#000000:29.4|#2f4f4f:13.3|#a9a9a9:11.7|#dcdcdc:8.1,,0.0,0.0,0.0,1,FEAR:0.91,Female,13,19
379098,2012,Twas the Night of the Tree Beast,Accessories:0.99|Glasses:0.99|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Clothing:0.97|Hat:0.97|Female:0.96|Woman:0.96,Accessories,0.9917,0.0,0.0,0.9823,0.0,0.0,0.0,12,43.2,78.92,80.5,#000000:54.4|#556b2f:7.8|#800000:7.6|#2f4f4f:6.7|#2e8b57:5.8,Alcoholic Beverages:0.94|Alcohol:0.94,0.0,0.0,0.0,2,CONFUSED:0.63,Female,37,45
