id,year,title,rek_labels,rek_top,rek_top_conf,rek_weapon,rek_animal,rek_person,rek_water,rek_fire,rek_silhouette,rek_n_boxes,rek_bright,rek_sharp,rek_contrast,rek_colors,rek_mod,rek_violence,rek_mod_weapons,rek_gore,rek_n_faces,rek_emotion,rek_gender,rek_age_lo,rek_age_hi
3037,2007,Yella,Advertisement:1.00|Poster:1.00|Publication:1.00|Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Scoreboard:0.87|Book:0.70|Magazine:0.63,Advertisement,0.9999,0.0,0.0,0.9822,0.0,0.0,0.0,5,29.41,95.64,90.61,#000000:57.7|#2f4f4f:14.0|#dcdcdc:10.3|#4682b4:9.3|#808080:3.9,,0.0,0.0,0.0,2,CALM:0.81,Female,26,34
3066,1981,Monster of Frankenstein,Book:1.00|Comics:1.00|Publication:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Coat:0.97|Baby:0.94|Child:0.92,Book,1.0,0.0,0.0,0.9892,0.0,0.0,0.0,26,79.33,92.46,84.43,#778899:34.6|#2f4f4f:16.0|#dcdcdc:12.4|#800000:7.2|#db7093:7.1,,0.0,0.0,0.0,2,ANGRY:0.45,Male,40,48
3118,1984,Frankenstein 90,Advertisement:1.00|Poster:1.00|Adult:0.96|Bride:0.96|Female:0.96|Person:0.96|Woman:0.96|Book:0.96|Publication:0.96|Male:0.92,Advertisement,0.9995,0.0,0.0,0.9598,0.0,0.0,0.0,9,69.31,95.15,98.62,#000000:30.4|#dcdcdc:24.8|#191970:10.1|#bc8f8f:8.3|#e9967a:7.8,,0.0,0.0,0.0,3,CONFUSED:0.35,Male,53,59
3122,1971,Lady Frankenstein,Advertisement:1.00|Poster:1.00|Book:0.99|Publication:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Male:0.98|Man:0.98,Advertisement,0.9991,0.0,0.0,0.9854,0.0,0.0,0.0,12,77.85,90.43,87.01,#c0c0c0:24.6|#808080:15.3|#696969:13.1|#191970:12.9|#8fbc8f:10.4,Non-Explicit Nudity of Intimate parts and Kissing:0.90|Non-Explicit Nudity:0.90|Exposed Male Nipple:0.90|Explicit:0.90|Exposed Female Nipple:0.90|Explicit Nudity:0.90|Weapon Violence:0.66|Graphic Violence:0.66,0.6613,0.0,0.0,2,FEAR:0.42,Male,24,30
3144,1999,Rock 'n' Roll Frankenstein,Advertisement:1.00|Poster:1.00|Book:0.97|Publication:0.97|Adult:0.96|Bride:0.96|Female:0.96|Person:0.96|Woman:0.96|Blackboard:0.67,Advertisement,0.9999,0.0,0.0,0.9608,0.0,0.0,0.0,13,43.31,83.67,88.81,#000000:50.4|#800000:13.5|#2f4f4f:11.7|#c0c0c0:11.0|#778899:5.8,Non-Explicit Nudity of Intimate parts and Kissing:0.84|Non-Explicit Nudity:0.84|Implied Nudity:0.84|Bare Back:0.47,0.0,0.0,0.0,2,ANGRY:0.21,Female,23,29
3146,1966,The War of the Gargantuas,Book:1.00|Publication:1.00|Comics:1.00|Advertisement:0.99|Poster:0.99|Adult:0.77|Female:0.77|Person:0.77|Woman:0.77|Animal:0.75,Book,0.999,0.0,0.7512,0.7676,0.0,0.0,0.0,6,58.86,91.06,85.24,#2f4f4f:53.3|#bdb76b:11.0|#a0522d:10.7|#dcdcdc:9.2|#808080:8.8,,0.0,0.0,0.0,0,,,-1,-1
3159,1974,Frankenstein's Castle of Freaks,Book:1.00|Publication:1.00|Comics:1.00|Advertisement:0.95|Adult:0.93|Female:0.93|Person:0.93|Woman:0.93|Poster:0.91|Baby:0.91,Book,1.0,0.0,0.0,0.9329,0.0,0.0,0.0,24,63.07,95.26,90.53,#191970:24.0|#dcdcdc:15.5|#000000:13.1|#708090:11.2|#bc8f8f:8.5,,0.0,0.0,0.0,6,SURPRISED:0.79,Male,44,52
3160,1965,Frankenstein Conquers the World,Advertisement:1.00|Poster:1.00|Book:0.86|Publication:0.86|Adult:0.72|Male:0.72|Man:0.72|Person:0.72|Dragon:0.57|Comics:0.57,Advertisement,0.9998,0.0,0.0,0.7175,0.0,0.505,0.0,4,72.57,89.47,88.49,#000000:26.7|#b22222:19.6|#d2691e:11.3|#ffdead:8.2|#cd853f:7.5,,0.0,0.0,0.0,1,FEAR:0.86,Male,24,32
3163,1973,The Erotic Rites of Frankenstein,Book:1.00|Comics:1.00|Publication:1.00|Advertisement:0.97|Poster:0.96|Person:0.72|Baby:0.68|Envelope:0.57|Greeting Card:0.57|Mail:0.57,Book,1.0,0.0,0.0,0.718,0.0,0.0,0.0,3,91.28,97.11,94.84,#ffffff:46.0|#dc143c:17.5|#2f4f4f:10.3|#800000:8.0|#696969:6.5,,0.0,0.0,0.0,3,ANGRY:0.95,Male,27,35
3199,1972,"Dracula, Prisoner of Frankenstein",Advertisement:1.00|Poster:1.00|Person:0.97|Art:0.97|Painting:0.78|Face:0.77|Head:0.77|Book:0.57|Comics:0.57|Sticker:0.56,Advertisement,0.9977,0.0,0.5536,0.9673,0.0,0.0,0.0,1,68.52,90.31,88.69,#000000:22.1|#c0c0c0:21.5|#800000:12.3|#2f4f4f:11.9|#ffd700:8.0,,0.0,0.0,0.0,1,CALM:0.80,Male,40,48
3205,1972,Santo vs. Frankenstein's Daughter,Advertisement:1.00|Poster:0.99|Adult:0.94|Male:0.94|Man:0.94|Person:0.94|Book:0.63|Publication:0.63|Comics:0.56|Painting:0.56,Advertisement,0.9955,0.0,0.0,0.9434,0.0,0.0,0.0,4,3.9,80.61,90.22,#000000:62.4|#daa520:17.5|#b22222:6.7|#2f4f4f:3.4|#191970:3.3,Non-Explicit Nudity of Intimate parts and Kissing:0.99|Non-Explicit Nudity:0.99|Exposed Male Nipple:0.99|Bare Back:0.95,0.0,0.0,0.0,0,,,-1,-1
3214,1974,Santo and Blue Demon vs. Dr. Frankenstein,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Female:0.99|Woman:0.99|Head:0.77|Smoke Pipe:0.76,Advertisement,0.9996,0.0,0.0,0.9912,0.0,0.0,0.0,25,76.88,88.42,85.8,#4682b4:30.5|#dcdcdc:13.2|#bc8f8f:10.9|#000000:10.0|#a9a9a9:8.2,Non-Explicit Nudity of Intimate parts and Kissing:0.93|Non-Explicit Nudity:0.93|Exposed Male Nipple:0.93,0.0,0.0,0.0,7,ANGRY:0.67,Female,37,45
3215,2002,La Sangre de Frankenstein,Book:1.00|Publication:1.00|Advertisement:0.98|Poster:0.98|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Face:0.92|Head:0.92,Book,0.9994,0.6199,0.0,0.9783,0.0,0.0,0.0,4,7.92,78.24,84.94,#000000:62.0|#800000:11.9|#a52a2a:10.7|#696969:6.6|#bc8f8f:6.2,,0.0,0.0,0.0,0,,,-1,-1
3216,1970,Assignment Terror,Advertisement:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Poster:0.98|Art:0.95|Painting:0.95|Book:0.86|Publication:0.86,Advertisement,0.9944,0.0,0.0,0.9881,0.0,0.0,0.0,18,97.5,87.17,95.45,#dcdcdc:50.4|#2f4f4f:23.3|#d2b48c:6.2|#8b4513:4.6|#a0522d:4.2,Weapon Violence:0.93|Graphic Violence:0.93|Violence:0.93,0.928,0.0,0.0,4,CALM:0.97,Male,41,49
3346,1962,"Frankenstein, the Vampire and Company",Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Adult:0.93|Male:0.93|Man:0.93|Person:0.93|Baby:0.91|Smoke Pipe:0.83,Book,0.9988,0.0,0.5667,0.9329,0.0,0.0,0.0,9,31.81,92.77,90.52,#000000:61.0|#dcdcdc:12.5|#800000:10.2|#2f4f4f:4.4|#696969:3.9,,0.0,0.0,0.0,4,FEAR:0.98,Male,30,38
3347,1975,Frankenstein: Italian Style,Advertisement:1.00|Poster:1.00|Book:0.92|Comics:0.92|Publication:0.92|Adult:0.85|Male:0.85|Man:0.85|Person:0.85|Smoke Pipe:0.83,Advertisement,1.0,0.0,0.0,0.845,0.0,0.0,0.0,5,84.42,91.56,97.82,#ffffff:32.4|#2f4f4f:20.9|#000000:13.2|#c0c0c0:8.7|#808080:6.8,,0.0,0.0,0.0,2,CALM:0.58,Male,32,40
3409,1971,The Horrible Sexy Vampire,Book:1.00|Publication:1.00|Novel:0.99|Adult:0.85|Female:0.85|Person:0.85|Woman:0.85|Advertisement:0.79|Poster:0.79|Blackboard:0.72,Book,1.0,0.0,0.5704,0.846,0.0,0.0,0.0,5,45.83,92.3,86.56,#000000:35.6|#dc143c:20.5|#191970:18.2|#a9a9a9:14.0|#696969:8.3,,0.0,0.0,0.0,0,,,-1,-1
3410,1975,My Friend Frankenstein,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Female:0.96|Woman:0.96|Baby:0.94|Face:0.70,Advertisement,1.0,0.0,0.0,0.9867,0.0,0.0,0.0,30,76.15,88.26,88.34,#808080:25.3|#dcdcdc:15.7|#000000:14.9|#2f4f4f:14.2|#a9a9a9:12.3,,0.0,0.0,0.0,5,HAPPY:1.00,Male,40,48
3413,1960,"Orlak, the Hell of Frankenstein",Hat:1.00|Advertisement:0.99|Book:0.99|Publication:0.99|Poster:0.98|Adult:0.96|Male:0.96|Man:0.96|Person:0.96|Female:0.90,Hat,0.9999,0.0,0.0,0.9628,0.0,0.0,0.0,13,55.46,91.99,82.61,#000000:35.8|#a0522d:23.3|#8b4513:15.5|#2f4f4f:8.9|#e9967a:5.4,,0.0,0.0,0.0,3,CALM:0.98,Male,36,44
3477,1974,The Infernal Trio,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:1.00|Publication:1.00|People:0.99|Advertisement:0.99|Adult:0.97,Face,0.9991,0.0,0.0,0.9991,0.0,0.0,0.0,12,2.29,76.13,85.96,#000000:72.3|#e9967a:7.5|#a52a2a:6.4|#2f4f4f:5.6|#800000:5.3,,0.0,0.0,0.0,3,CALM:0.95,Male,43,51
3560,1979,Ring of Darkness,Book:1.00|Publication:1.00|Comics:1.00|Adult:0.97|Female:0.97|Person:0.97|Woman:0.97|Cat:0.82|Bride:0.67|Novel:0.58,Book,1.0,0.0,0.8213,0.9707,0.0,0.0,0.0,20,64.72,90.38,90.5,#191970:29.7|#f08080:12.5|#ffebcd:10.9|#d8bfd8:10.5|#696969:7.1,Non-Explicit Nudity of Intimate parts and Kissing:0.94|Non-Explicit Nudity:0.94|Partially Exposed Female Breast:0.94,0.0,0.0,0.0,3,FEAR:0.82,Male,25,33
3561,1978,Obscene Desire,Advertisement:1.00|Poster:1.00|Book:0.96|Publication:0.96|Comics:0.82|Cross:0.75|Symbol:0.75|Batman:0.52|Novel:0.51|Paper:0.50,Advertisement,1.0,0.0,0.0,0.503,0.0,0.0,0.0,1,71.29,89.05,89.15,#000000:28.4|#4682b4:25.2|#dcdcdc:18.5|#a52a2a:8.4|#d2691e:5.6,Non-Explicit Nudity of Intimate parts and Kissing:0.79|Non-Explicit Nudity:0.79|Implied Nudity:0.79,0.0,0.0,0.0,0,,,-1,-1
3699,1972,Seven Blood-Stained Orchids,Advertisement:0.99|Poster:0.99|Book:0.98|Publication:0.98|Adult:0.93|Female:0.93|Person:0.93|Woman:0.93|Flower:0.84|Leaf:0.58,Advertisement,0.9933,0.0,0.5464,0.9268,0.0,0.0,0.0,4,0.0,84.64,86.84,#000000:71.4|#ff4500:18.2|#ffebcd:5.8|#800000:3.2|#696969:0.8,,0.0,0.0,0.0,0,,,-1,-1
3700,1973,Violent Blood Bath,Book:1.00|Publication:1.00|Scissors:0.99|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Photography:0.98|Portrait:0.98|Novel:0.93,Book,1.0,0.5502,0.0,0.9778,0.0,0.0,0.0,9,29.56,67.41,79.98,#000000:61.3|#800000:20.3|#2f4f4f:7.9|#a9a9a9:5.5|#696969:4.1,Weapon Violence:0.93|Graphic Violence:0.93|Violence:0.93,0.9301,0.0,0.0,3,ANGRY:0.86,Male,59,65
3763,1964,Onibaba,Book:0.99|Publication:0.99|Blackboard:0.79|Shark:0.69|Logo:0.57|Advertisement:0.56|Poster:0.56|Batman:0.56|Electronics:0.56|Hardware:0.56,Book,0.9888,0.0,0.6919,0.0,0.0,0.0,0.0,2,25.84,79.12,79.99,#000000:72.3|#2f4f4f:15.6|#808080:6.3|#c0c0c0:5.8,,0.0,0.0,0.0,0,,,-1,-1
4241,2001,Visitor Q,Outdoors:1.00|Shelter:1.00|Coat:1.00|Garden:0.99|Nature:0.99|Gardening:0.98|Photography:0.97|Person:0.94|Indoors:0.81|Portrait:0.80,Outdoors,1.0,0.0,0.0,0.9406,0.0,0.0,0.0,2,75.54,82.47,86.21,#4682b4:20.9|#696969:19.4|#2f4f4f:17.3|#b0c4de:16.2|#e6e6fa:10.3,,0.0,0.0,0.0,1,HAPPY:0.99,Female,46,54
4325,1975,Parapsycho: Spectrum of Fear,Book:1.00|Publication:1.00|Advertisement:0.99|Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Poster:0.97|Novel:0.58|Comics:0.55,Book,0.9998,0.0,0.5093,0.9819,0.0,0.0,0.0,8,32.64,81.67,85.78,#000000:47.6|#191970:22.2|#a9a9a9:10.7|#800000:6.9|#556b2f:4.8,,0.0,0.0,0.0,2,FEAR:0.23,Female,22,28
4443,1974,Shadowman,Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Comics:1.00|Glove:0.97,Book,0.9992,0.6791,0.0,0.9987,0.0,0.0,0.0,24,75.51,87.02,92.13,#2f4f4f:37.8|#808080:16.5|#dcdcdc:14.2|#afeeee:10.3|#a9a9a9:7.2,,0.0,0.0,0.0,5,SAD:0.56,Female,35,43
4494,1980,Rapture,Advertisement:1.00|Poster:1.00|Light:0.94|Gas Pump:0.73|Electrical Device:0.66|Microphone:0.66|Book:0.57|Publication:0.57|Lighting:0.56|Traffic Light:0.56,Advertisement,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,1,12.41,54.34,51.75,#000000:75.7|#800000:10.8|#ff4500:9.8|#8b4513:1.5|#2f4f4f:1.4,,0.0,0.0,0.0,0,,,-1,-1
4552,2003,A Tale of Two Sisters,Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Couch:0.99|Furniture:0.99|Dress:0.97|Male:0.95,Book,0.9999,0.0,0.0,0.9944,0.0,0.0,0.0,18,8.66,83.17,84.52,#000000:77.7|#a0522d:7.0|#bc8f8f:6.0|#2f4f4f:4.0|#ffebcd:2.9,Blood & Gore:0.97|Graphic Violence:0.97|Violence:0.97,0.9735,0.0,0.9735,4,CALM:0.99,Male,52,58
4567,1970,The Females,Book:1.00|Publication:1.00|Adult:0.94|Female:0.94|Person:0.94|Woman:0.94|Comics:0.94|Advertisement:0.90|Poster:0.89|Animal:0.87,Book,0.999,0.0,0.8678,0.9434,0.0,0.0,0.0,4,85.06,47.25,87.2,#ff8c00:52.3|#000000:16.4|#dc143c:15.6|#d2b48c:8.6|#c0c0c0:3.5,Explicit:0.46|Exposed Female Nipple:0.46|Explicit Nudity:0.46,0.0,0.0,0.0,0,,,-1,-1
4627,2008,Krabat,Book:1.00|Publication:1.00|Novel:1.00|Advertisement:0.98|Adult:0.97|Male:0.97|Man:0.97|Person:0.97|Poster:0.96|Animal:0.96,Book,1.0,0.0,0.9567,0.9721,0.0,0.0,0.5251,23,54.3,81.28,90.72,#000000:30.0|#2f4f4f:27.5|#808080:13.7|#a9a9a9:10.4|#696969:8.6,,0.0,0.0,0.0,3,CONFUSED:0.51,Male,13,21
5067,1962,The Burning Court,Advertisement:1.00|Poster:1.00|Book:0.99|Publication:0.99|Adult:0.84|Bride:0.84|Female:0.84|Person:0.84|Woman:0.84|Text:0.67,Advertisement,1.0,0.5454,0.0,0.8438,0.0,0.0,0.5379,5,100.0,81.61,78.09,#ffffff:67.5|#dcdcdc:13.5|#cd5c5c:8.7|#bc8f8f:3.9|#c0c0c0:3.1,,0.0,0.0,0.0,0,,,-1,-1
