id,label,score,year,title,is_animal,is_creature
11531,uncertain,0.244,2000,Book of Shadows: Blair Witch 2,False,False
1946,uncertain,0.417,1999,eXistenZ,False,False
282035,uncertain,0.232,2017,The Mummy,False,False
84348,none,0.602,2012,V/H/S,False,False
570670,ghost,0.745,2020,The Invisible Man,False,True
412546,uncertain,0.241,2018,Antrum,False,False
126172,uncertain,0.389,2014,Leprechaun: Origins,False,False
34480,demon,0.865,2009,The Descent: Part 2,False,True
161326,doll,0.968,2008,Dangerous Worry Dolls,False,True
18405,uncertain,0.26,2009,The Last House on the Left,False,False
34081,uncertain,0.375,2002,Ted Bundy,False,False
287424,uncertain,0.191,2015,Maggie,False,False
25748,doll,0.764,1992,Children of the Corn II: The Final Sacrifice,False,True
10012,uncertain,0.211,2005,Cursed,False,False
348,uncertain,0.494,1979,Alien,False,False
591274,uncertain,0.266,2021,Fear Street: 1978,False,False
420707,shark,0.955,2017,Cage Dive,True,True
59115,uncertain,0.363,2011,Quarantine 2: Terminal,False,False
763149,uncertain,0.292,2021,Aftermath,False,False
10552,uncertain,0.451,1985,Cat's Eye,False,False
340601,demon,0.695,2018,Delirium,False,True
291167,skeleton,0.953,2014,Crystal Skulls,False,True
10127,alien,0.858,1988,Critters 2,False,True
509635,uncertain,0.234,2020,Alone,False,False
998340,uncertain,0.266,2016,Smile,False,False
528091,skeleton,0.72,2019,The Furies,False,True
346364,uncertain,0.373,2017,It,False,False
124470,uncertain,0.382,2014,Exists,False,False
9042,skeleton,0.537,2005,The Cave,False,True
528985,vampire,0.557,2019,Assimilate,False,True
659986,uncertain,0.293,2020,The Owners,False,False
36685,uncertain,0.281,1975,The Rocky Horror Picture Show,False,False
13207,uncertain,0.461,2009,Friday the 13th,False,False
13515,uncertain,0.365,2008,Mirrors,False,False
442249,masked_killer,0.686,2018,The First Purge,False,True
57876,ghost,0.528,2015,Area 51,False,True
12142,uncertain,0.366,2005,Alone in the Dark,False,False
996727,skeleton,0.506,2022,The Price We Pay,False,True
628,vampire,0.948,1994,Interview with the Vampire,False,True
610394,uncertain,0.253,2019,The Haunting of La Llorona,False,False
429417,uncertain,0.2,2018,Ghost Stories,False,False
793002,masked_killer,0.714,2021,Dreamcatcher,False,True
132137,werewolf,0.959,2012,Werewolf: The Beast Among Us,False,True
565028,masked_killer,0.64,2021,Candyman,False,True
49017,uncertain,0.271,2014,Dracula Untold,False,False
9616,uncertain,0.255,2003,The Order,False,False
50719,uncertain,0.484,1987,"Silent Night, Deadly Night Part 2",False,False
787752,uncertain,0.316,2022,Fresh,False,False
295011,zombie,0.514,2018,Patient Zero,False,True
12590,ghost,0.65,2002,Below,False,True
244566,uncertain,0.207,2014,Life After Beth,False,False
864873,ghost,0.596,2021,Hypnotic,False,True
22894,uncertain,0.404,2010,Legion,False,False
10576,uncertain,0.332,1983,Psycho II,False,False
397243,uncertain,0.275,2016,The Autopsy of Jane Doe,False,False
401561,zombie,0.52,2018,Mom and Dad,False,True
11377,uncertain,0.338,1999,House on Haunted Hill,False,False
591273,uncertain,0.468,2021,Fear Street: 1994,False,False
44037,uncertain,0.41,2010,Lake Placid 3,False,False
649524,uncertain,0.334,2019,Behind the Trees,False,False
411805,zombie,0.961,2016,Walking Dead In The West,False,True
652004,uncertain,0.316,2020,The Wolf of Snow Hollow,False,False
480105,shark,0.897,2019,47 Meters Down: Uncaged,True,True
37707,ghost,0.621,2009,Splice,False,True
6933,masked_killer,0.515,2008,One Missed Call,False,True
672582,uncertain,0.283,2021,The Deep House,False,False
312831,uncertain,0.408,2015,The Hallow,False,False
6488,uncertain,0.406,1990,Arachnophobia,False,False
447332,uncertain,0.193,2018,A Quiet Place,False,False
611489,witch,0.521,2020,Initiation,False,True
549294,uncertain,0.292,2020,Synchronic,False,False
38358,demon,0.734,2010,The Last Exorcism,False,True
256274,skeleton,0.719,2014,"As Above, So Below",False,True
11547,uncertain,0.369,2003,Cabin Fever,False,False
460019,uncertain,0.456,2018,Truth or Dare,False,False
13885,uncertain,0.243,2007,Sweeney Todd: The Demon Barber of Fleet Street,False,False
393345,uncertain,0.448,2017,Cult of Chucky,False,False
28635,uncertain,0.364,2001,Wishmaster 3: Beyond the Gates of Hell,False,False
10304,uncertain,0.371,2004,Starship Troopers 2: Hero of the Federation,False,False
763,uncertain,0.406,1992,Braindead,False,False
11428,uncertain,0.451,1992,Sleepwalkers,False,False
647302,uncertain,0.268,2019,Benny Loves You,False,False
768,demon,0.834,2001,From Hell,False,True
12110,vampire,0.957,1995,Dracula: Dead and Loving It,False,True
791,ghost,0.544,2005,The Fog,False,True
614205,ghost,0.675,2019,Dark Light,False,True
9030,uncertain,0.299,2008,The Eye,False,False
49950,uncertain,0.204,2011,The Roommate,False,False
539537,none,0.533,2020,Fantasy Island,False,False
630586,uncertain,0.276,2021,Wrong Turn,False,False
58151,masked_killer,0.538,2011,Fright Night,False,True
516329,werewolf,0.532,2021,Antlers,False,True
532814,demon,0.593,2018,The Bad Seed,False,True
442062,uncertain,0.406,2018,Goosebumps 2: Haunted Halloween,False,False
561,uncertain,0.251,2005,Constantine,False,False
75735,uncertain,0.492,2011,Zombie Apocalypse,False,False
871875,uncertain,0.228,2021,Escape the Undertaker,False,False
10344,alien,0.566,1989,The Fly II,False,True
19908,zombie,0.923,2009,Zombieland,False,True
755,masked_killer,0.695,1996,From Dusk Till Dawn,False,True
504175,doll,0.898,2005,Chucky's Vacation Slides,False,True
632304,none,0.732,2020,The Beach House,False,False
10072,uncertain,0.201,1987,A Nightmare on Elm Street 3: Dream Warriors,False,False
242512,uncertain,0.48,2014,Ouija,False,False
523139,uncertain,0.305,2019,In the Tall Grass,False,False
82507,uncertain,0.304,2012,Sinister,False,False
460885,uncertain,0.328,2018,Mandy,False,False
356486,werewolf,0.524,2015,Lumberjack Man,False,True
761563,snake,0.785,2021,Medusa: Queen of the Serpents,True,True
1029132,uncertain,0.318,2022,The Folks,False,False
11850,uncertain,0.293,1978,Invasion of the Body Snatchers,False,False
420245,uncertain,0.209,2017,Don't Knock Twice,False,False
670429,witch,0.961,2021,Witch Hunt,False,True
527261,uncertain,0.499,2019,The Silence,False,False
289712,uncertain,0.313,2014,Mockingbird,False,False
469916,uncertain,0.32,2018,Downrange,False,False
4961,uncertain,0.35,1997,Mimic,False,False
273477,uncertain,0.328,2015,Scouts Guide to the Zombie Apocalypse,False,False
582913,uncertain,0.339,2019,The Room,False,False
23437,uncertain,0.372,2010,A Nightmare on Elm Street,False,False
591275,uncertain,0.331,2021,Fear Street: 1666,False,False
10823,uncertain,0.39,1984,Children of the Corn,False,False
643586,uncertain,0.263,2021,Willy's Wonderland,False,False
1813,demon,0.948,1997,The Devil's Advocate,False,True
512025,uncertain,0.448,2021,There's Someone Inside Your House,False,False
8643,demon,0.615,2005,The Exorcism of Emily Rose,False,True
756278,skeleton,0.916,2020,Haunting of the Mary Celeste,False,True
575774,uncertain,0.35,2020,His House,False,False
263472,none,0.691,2015,Knock Knock,False,False
19912,skeleton,0.933,2009,The Final Destination,False,True
405882,masked_killer,0.604,2016,Don't Kill It,False,True
440021,uncertain,0.469,2017,Happy Death Day,False,False
252190,uncertain,0.407,2014,American Weapon,False,False
19288,uncertain,0.169,2003,Leprechaun: Back 2 tha Hood,False,False
501170,uncertain,0.303,2019,Doctor Sleep,False,False
93856,uncertain,0.333,2012,Chernobyl Diaries,False,False
345911,ghost,0.908,2016,Lights Out,False,True
300668,uncertain,0.488,2018,Annihilation,False,False
588,uncertain,0.342,2006,Silent Hill,False,False
443791,uncertain,0.349,2020,Underwater,False,False
467632,uncertain,0.25,2018,Bad Samaritan,False,False
3603,none,0.701,2007,Black Sheep,False,False
4283,skeleton,0.533,2007,Primeval,False,True
901385,uncertain,0.497,2022,Significant Other,False,False
630766,uncertain,0.207,2020,A Night of Horror: Nightmare Radio,False,False
792657,uncertain,0.492,2021,Safer at Home,False,False
16281,skeleton,0.729,1982,Creepshow,False,True
72571,ghost,0.543,2011,Paranormal Activity 3,False,True
76617,uncertain,0.34,2013,Texas Chainsaw 3D,False,False
675327,uncertain,0.249,2020,Shadow in the Cloud,False,False
10489,werewolf,0.684,1983,Cujo,False,True
839678,zombie,0.69,2022,Unhuman,False,True
439015,uncertain,0.446,2018,Slender Man,False,False
736509,spider,0.689,2020,Intersect,True,True
347754,uncertain,0.292,2015,Curve,False,False
11773,uncertain,0.378,1960,Village of the Damned,False,False
522681,uncertain,0.471,2019,Escape Room,False,False
346651,giant_monster,0.792,2016,Pandemic,False,True
854535,uncertain,0.26,2021,The Legacy of Chucky,False,False
9286,uncertain,0.322,2006,Final Destination 3,False,False
439079,uncertain,0.439,2018,The Nun,False,False
52520,witch,0.574,2012,Underworld: Awakening,False,True
512936,zombie,0.655,2018,4/20 Massacre,False,True
259693,uncertain,0.264,2016,The Conjuring 2,False,False
347849,shark,0.98,2015,Zombie Shark,True,True
715658,uncertain,0.426,2020,The Scientist,False,False
9360,uncertain,0.347,1997,Anaconda,False,False
341006,uncertain,0.363,2016,The Belko Experiment,False,False
10294,none,0.697,2007,Vacancy,False,False
23823,uncertain,0.375,2009,Wrong Turn 3: Left for Dead,False,False
446101,uncertain,0.329,2018,Assassination Nation,False,False
91586,uncertain,0.235,2013,Insidious: Chapter 2,False,False
128748,witch,0.877,1999,Curse of the Blair Witch,False,True
9392,skeleton,0.895,2005,The Descent,False,True
2655,uncertain,0.303,2000,What Lies Beneath,False,False
517116,clown,0.729,2019,Haunt,False,True
372343,uncertain,0.238,2017,The Snowman,False,False
846778,uncertain,0.334,2022,Margaux,False,False
159211,uncertain,0.186,2013,The Haunting of Helena,False,False
419430,uncertain,0.325,2017,Get Out,False,False
10578,uncertain,0.372,2003,Dracula II: Ascension,False,False
780766,clown,0.959,2020,The John Wayne Gacy Murders: life and death in Chicago,False,True
524216,uncertain,0.22,2020,The Mortuary Collection,False,False
425931,uncertain,0.247,2017,The Black Room,False,False
522444,shark,0.697,2020,Black Water: Abyss,True,True
664356,skeleton,0.594,2020,The Cannibal Killer: The Real Story of Jeffrey Dahmer,False,True
15301,none,0.535,1983,Twilight Zone: The Movie,False,False
767504,uncertain,0.277,2021,Black as Night,False,False
631843,none,0.537,2021,Old,False,False
310131,witch,0.854,2015,The Witch,False,True
682810,uncertain,0.352,2020,SCP-096,False,False
13474,uncertain,0.429,2007,P2,False,False
520763,none,0.517,2021,A Quiet Place Part II,False,False
375355,uncertain,0.201,2016,Don't Hang Up,False,False
489939,uncertain,0.485,2018,Daphne & Velma,False,False
424139,uncertain,0.473,2018,Halloween,False,False
23202,uncertain,0.252,2007,Trick 'r Treat,False,False
10008,uncertain,0.344,2005,An American Haunting,False,False
766,uncertain,0.293,1992,Army of Darkness,False,False
938596,shark,0.944,2022,Bull Shark,True,True
590995,witch,0.621,2020,The Craft: Legacy,False,True
418078,uncertain,0.402,2017,It Comes at Night,False,False
587496,uncertain,0.376,2020,The Rental,False,False
870671,werewolf,0.65,2022,The Hunting,False,True
7342,uncertain,0.325,2002,Carrie,False,False
531309,uncertain,0.28,2019,Brightburn,False,False
11495,uncertain,0.453,1984,Firestarter,False,False
146203,uncertain,0.409,2013,The Last Exorcism Part II,False,False
740925,uncertain,0.211,2021,No One Gets Out Alive,False,False
24126,uncertain,0.318,1993,Warlock: The Armageddon,False,False
184346,demon,0.802,2014,Deliver Us from Evil,False,True
829358,uncertain,0.339,2021,Queen of Spades,False,False
159638,ghost,0.676,2013,Ghost Team One,False,True
571384,uncertain,0.389,2020,Come Play,False,False
897424,uncertain,0.307,2022,Dark Cloud,False,False
27740,uncertain,0.454,1987,A Return to Salem's Lot,False,False
2637,uncertain,0.4,2002,The Mothman Prophecies,False,False
806,uncertain,0.28,2006,The Omen,False,False
458723,uncertain,0.37,2019,Us,False,False
296626,uncertain,0.331,2014,Finders Keepers,False,False
830788,uncertain,0.222,2022,The Invitation,False,False
18476,uncertain,0.282,2009,Horsemen,False,False
241258,demon,0.708,2016,Incarnate,False,True
364116,skeleton,0.565,2016,The Other Side of the Door,False,True
11351,uncertain,0.181,2003,Jeepers Creepers 2,False,False
257445,werewolf,0.808,2015,Goosebumps,False,True
535581,zombie,0.641,2019,The Dead Don't Die,False,True
10605,vampire,0.955,2002,Vampires: Los Muertos,False,True
138843,uncertain,0.23,2013,The Conjuring,False,False
394830,uncertain,0.346,2017,The Crucifixion,False,False
25155,uncertain,0.29,1987,The Stepfather,False,False
396493,uncertain,0.214,2017,Creep 2,False,False
539,uncertain,0.327,1960,Psycho,False,False
820511,masked_killer,0.661,2021,Ripper Untold,False,True
203835,uncertain,0.267,2017,Amityville: The Awakening,False,False
631322,ghost,0.631,2019,Silhouette,False,True
126889,alien,0.914,2017,Alien: Covenant,False,True
708336,skeleton,0.52,2020,Return of the Tooth Fairy,False,True
8922,uncertain,0.33,2001,Jeepers Creepers,False,False
170,uncertain,0.453,2002,28 Days Later,False,False
450932,uncertain,0.243,2017,Armed Response,False,False
60935,uncertain,0.404,2011,The Thing,False,False
50698,uncertain,0.178,2011,Grave Encounters,False,False
355506,uncertain,0.309,2016,Siren,False,False
14564,uncertain,0.331,2017,Rings,False,False
523638,uncertain,0.262,2021,Prisoners of the Ghostland,False,False
602223,uncertain,0.274,2021,The Forever Purge,False,False
313922,uncertain,0.397,2015,Green Room,False,False
13059,zombie,0.606,2008,The Signal,False,True
18781,uncertain,0.498,2009,The Haunting in Connecticut,False,False
157544,uncertain,0.462,2015,The Vatican Tapes,False,False
1576,uncertain,0.449,2002,Resident Evil,False,False
814800,uncertain,0.466,2022,Goodnight Mommy,False,False
622,uncertain,0.317,1999,The Ninth Gate,False,False
36419,uncertain,0.24,2009,After.Life,False,False
794960,uncertain,0.232,2021,Blood Moon,False,False
632357,uncertain,0.376,2021,The Unholy,False,False
284564,uncertain,0.367,2016,31,False,False
109428,zombie,0.711,2013,Evil Dead,False,True
465086,uncertain,0.27,2020,The Grudge,False,False
697799,uncertain,0.277,2022,WarHunt,False,False
362105,uncertain,0.216,2015,R.L. Stine's Monsterville: The Cabinet of Souls,False,False
294963,uncertain,0.39,2015,Bone Tomahawk,False,False
371608,masked_killer,0.506,2018,The Strangers: Prey at Night,False,True
10336,uncertain,0.342,1997,Spawn,False,False
119278,skeleton,0.664,2012,Smiley,False,True
741613,uncertain,0.444,2020,The Boy Behind The Door,False,False
514277,uncertain,0.232,2018,Mara,False,False
270303,uncertain,0.454,2014,It Follows,False,False
46441,zombie,0.535,2010,Mirrors 2,False,True
272692,demon,0.55,2014,The Possession of Michael King,False,True
823491,uncertain,0.241,2022,The Origin,False,False
29427,uncertain,0.363,2010,The Crazies,False,False
852485,witch,0.704,2022,She Will,False,True
560362,snake,0.991,2019,Rattlesnake,True,True
9871,uncertain,0.39,2000,Ginger Snaps,False,False
546121,uncertain,0.347,2020,Run,False,False
474350,clown,0.874,2019,It Chapter Two,False,True
23988,zombie,0.661,2009,Stan Helsing,False,True
429467,uncertain,0.395,2017,The Lodgers,False,False
514593,uncertain,0.263,2020,You Should Have Left,False,False
471506,witch,0.518,2018,Greta,False,True
297608,demon,0.8,2014,The Taking of Deborah Logan,False,True
7131,uncertain,0.28,2004,Van Helsing,False,False
436274,uncertain,0.263,2017,Radius,False,False
84226,uncertain,0.427,2011,The Day,False,False
159117,uncertain,0.492,2013,V/H/S/2,False,False
375366,uncertain,0.217,2016,The Girl with All the Gifts,False,False
231001,clown,0.656,2013,All Hallows' Eve,False,True
27414,uncertain,0.259,1984,"Silent Night, Deadly Night",False,False
46838,uncertain,0.441,2010,Tucker and Dale vs. Evil,False,False
748224,uncertain,0.427,2020,Reaptown,False,False
423108,demon,0.549,2021,The Conjuring: The Devil Made Me Do It,False,True
155084,uncertain,0.361,2014,13 Sins,False,False
10727,uncertain,0.467,2003,Darkness Falls,False,False
55341,vampire,0.629,2017,Jeepers Creepers 3,False,True
104755,uncertain,0.271,2012,The Lords of Salem,False,False
1690,uncertain,0.179,2005,Hostel,False,False
10493,uncertain,0.219,1989,Dead Calm,False,False
803114,shark,0.951,2022,The Requin,True,True
36586,masked_killer,0.907,2002,Blade II,False,True
229839,ghost,0.633,2013,Grave Halloween,False,True
780609,uncertain,0.324,2022,Men,False,False
816977,uncertain,0.275,2022,They/Them,False,False
5680,witch,0.59,1988,"Elvira, Mistress of the Dark",False,True
833425,uncertain,0.291,2022,No Exit,False,False
715123,uncertain,0.497,2020,Books of Blood,False,False
440597,witch,0.511,2017,Wish Upon,False,True
400710,ghost,0.931,2017,Flatliners,False,True
86825,uncertain,0.332,2013,Stoker,False,False
593655,uncertain,0.412,2020,Castle Freak,False,False
627290,vampire,0.57,2020,Antebellum,False,True
46261,uncertain,0.286,2010,Don't Be Afraid of the Dark,False,False
825808,uncertain,0.274,2022,See for Me,False,False
578,shark,0.935,1975,Jaws,True,True
14435,masked_killer,0.545,2009,My Bloody Valentine,False,True
732472,uncertain,0.428,2020,The Amityville Harvest,False,False
21208,witch,0.576,2009,Orphan,False,True
84228,uncertain,0.231,2011,Julia X,False,False
698320,masked_killer,0.736,2021,The Mad Hatter,False,True
11979,uncertain,0.27,2002,Queen of the Damned,False,False
459202,uncertain,0.425,2017,Boo 2! A Madea Halloween,False,False
18009,uncertain,0.211,1994,Leprechaun 2,False,False
10306,uncertain,0.412,1988,Poltergeist III,False,False
703745,shark,0.861,2020,Deep Blue Sea 3,True,True
16304,skeleton,0.764,2006,Creepshow 3,False,True
571055,clown,0.71,2019,Down,False,True
299245,uncertain,0.369,2015,The Gallows,False,False
838484,uncertain,0.28,2022,Choose or Die,False,False
674025,uncertain,0.359,2020,Aztech,False,False
796428,uncertain,0.44,2021,Madres,False,False
566949,uncertain,0.295,2018,Pooka!,False,False
9378,uncertain,0.204,2001,Thir13en Ghosts,False,False
707131,uncertain,0.28,2019,Polaroid,False,False
10065,uncertain,0.266,2005,The Amityville Horror,False,False
615017,uncertain,0.466,2019,47 Hours to Live,False,False
645856,demon,0.673,2021,The Seventh Day,False,True
428399,skeleton,0.588,2017,Cold Skin,False,True
257874,uncertain,0.355,2013,Beneath,False,False
384798,uncertain,0.236,2016,Kill Command,False,False
9362,uncertain,0.291,1990,Tremors,False,False
599975,uncertain,0.21,2019,Countdown,False,False
55779,skeleton,0.798,2011,Final Destination 5,False,True
751237,uncertain,0.325,2022,Umma,False,False
60304,uncertain,0.249,2013,Hansel & Gretel: Witch Hunters,False,False
157433,werewolf,0.852,2019,Pet Sematary,False,True
607383,uncertain,0.464,2019,Aquaslash,False,False
11586,uncertain,0.375,1977,Exorcist II: The Heretic,False,False
82654,uncertain,0.32,2013,Warm Bodies,False,False
636879,uncertain,0.356,2020,A Nun's Curse,False,False
551804,uncertain,0.302,2020,Freaky,False,False
786300,uncertain,0.233,2021,Tentacles,False,False
754934,demon,0.52,2021,Son,False,True
16337,clown,0.585,1986,The Texas Chainsaw Massacre 2,False,True
533642,doll,0.986,2019,Child's Play,False,True
167032,doll,0.818,2013,Curse of Chucky,False,True
9532,vampire,0.51,2000,Final Destination,False,True
301804,uncertain,0.302,2016,Before I Wake,False,False
280892,uncertain,0.349,2013,Bunks,False,False
765,skeleton,0.765,1987,Evil Dead II,False,True
381288,uncertain,0.219,2016,Split,False,False
595149,uncertain,0.385,2020,Death of Me,False,False
599281,uncertain,0.282,2021,Fear of Rain,False,False
619778,uncertain,0.178,2021,Malignant,False,False
521029,doll,0.82,2019,Annabelle Comes Home,False,True
573560,uncertain,0.35,2019,The Car: Road to Revenge,False,False
5876,uncertain,0.239,2007,The Mist,False,False
514847,uncertain,0.288,2020,The Hunt,False,False
438799,uncertain,0.326,2018,Overlord,False,False
15212,uncertain,0.398,2007,Species: The Awakening,False,False
17918,uncertain,0.275,1982,Swamp Thing,False,False
228973,uncertain,0.437,2014,Backcountry,False,False
10069,uncertain,0.197,2006,Stay Alive,False,False
338676,giant_monster,0.592,2015,Extinction,False,True
10891,uncertain,0.423,2004,Tremors 4: The Legend Begins,False,False
406994,uncertain,0.474,2017,Better Watch Out,False,False
11082,uncertain,0.47,1988,The Seventh Sign,False,False
165864,uncertain,0.214,2013,Hansel and Gretel Get Baked,False,False
512196,uncertain,0.475,2019,Happy Death Day 2U,False,False
76487,uncertain,0.279,2012,The Devil Inside,False,False
85133,zombie,0.995,2011,Zombie Apocalypse: Redemption,False,True
10185,uncertain,0.233,2008,The Midnight Meat Train,False,False
12212,uncertain,0.198,2000,Urban Legends: Final Cut,False,False
145135,ghost,0.539,2013,Dark Skies,False,True
434555,uncertain,0.341,2018,The Possession of Hannah Grace,False,False
335866,uncertain,0.271,2015,Circle,False,False
287084,masked_killer,0.503,2014,The Town that Dreaded Sundown,False,True
20441,uncertain,0.193,2009,Messengers 2: The Scarecrow,False,False
12702,giant_monster,0.658,1991,Critters 3,False,True
12707,uncertain,0.202,1977,Orca,False,False
675490,uncertain,0.403,2020,The Unfamiliar,False,False
426814,zombie,0.823,2018,The Domestics,False,True
532671,uncertain,0.286,2019,The Prodigy,False,False
718022,uncertain,0.347,2020,Heks,False,False
515454,masked_killer,0.591,2020,Come True,False,True
41704,uncertain,0.291,2001,Serial Killers: The Real Life Hannibal Lecters,False,False
11096,ghost,0.592,2005,Hide and Seek,False,True
38410,uncertain,0.376,2007,The Poughkeepsie Tapes,False,False
218784,uncertain,0.374,2015,Freaks of Nature,False,False
932868,uncertain,0.207,2022,The Joke,False,False
403964,uncertain,0.405,2016,ClownTown,False,False
16780,uncertain,0.209,1995,The Return of the Texas Chainsaw Massacre,False,False
99942,uncertain,0.492,2009,Porn Star Zombies,False,False
716258,uncertain,0.302,2020,Black Box,False,False
